tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.990678475679445,9.672494405945029,9.349365984395563
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.981918013002575,9.483983790418629,9.200595732073834
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.973383206664073,9.361586187501214,9.045177876063052
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.965074399396245,9.276129486190849,8.940928580058486
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.957073610603898,9.213078642264165,8.867460327936588
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.94946672985076,9.164351804578228,8.812520417319728
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.942318668967461,9.125344314636584,8.769571185945619
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.935667326346374,9.093268851050222,8.734869796485409
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.929526481360366,9.066345104998254,8.706125596324723
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.923891491453734,9.043383815168925,8.681858579741581
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.91874497967048,9.02355973714032,8.661069236740678
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.2,9.914061524478011,9.006280816497183,8.643056852460441
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.3,9.909811184271595,8.991109346767228,8.627313829746617
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.4,9.905961997067116,8.977712705388766,8.613461450215755
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.5,9.902481675317649,8.965831654756977,8.601209424708268
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.6,9.899338705443641,8.955259443192466,8.59032968783235
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.7,9.896503023424984,8.945827734891072,8.580639013891565
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.8,9.893946396743585,8.9373969570933,8.571987245534318
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.9,9.891642607757896,8.929849558429188,8.564249172494765
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.0,9.889567506099427,8.923085216603129,8.557318827369162
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.1,9.887698977244693,8.91701736985037,8.551105406856708
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.2,9.886016859661712,8.911570659187833,8.545530301369757
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.3,9.884502832478894,8.906679005406838,8.540524890354106
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.4,9.883140288320243,8.90228413428635,8.5360288735068
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.5,9.88191420089939,8.898334422769803,8.531988982138342
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.6,9.880810993503198,8.894783978477646,8.528357964102664
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.7,9.87981841214452,8.891591891653425,8.525093768689205
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.8,9.878925405581887,8.888721616799387,8.522158880159175
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.9,9.878122013352916,8.886140453678793,8.519519763784139
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.0,9.877399262279983,8.883819105914698,8.517146398647618
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.1,9.876749071466042,8.881731301343653,8.515011878648847
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.2,9.876164165524862,8.879853462422037,8.513092068135144
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.3,9.875637995628907,8.878164417896663,8.51136530208073
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.4,9.875164667871267,8.876645149021211,8.509812123194687
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.5,9.8747388784006,8.875278565086834,8.50841505009807
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.6,9.874355854781427,8.874049304116049,8.507158371977244
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.7,9.874011303045725,8.872943555366398,8.50602796604616
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.8,9.873701359926697,8.87194890088735,8.50501113483645
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.9,9.873422549797038,8.871054173829348,8.504096460851331
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.0,9.873171745868687,8.870249331557147,8.503273676515796
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p01min,5.0,12044000000000000,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.1,9.87294613524613,8.86952534189886,8.50253354766545
