tool,run_id,dx_um,dt_min,average_source,center_source,resolution_label,time_min,average_uM,center_uM
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,0.0,10.0,10.0
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,0.1,9.990662756524383,9.350776443821935
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,0.2,9.981835487422867,9.044263041248174
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,0.3,9.973213082824689,8.881717422603186
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,0.4,9.964827024113728,8.778868626017566
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,0.5,9.956760767429948,8.706827299434998
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,0.6,9.949098851176755,8.652945873325145
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,0.7,9.941904226826674,8.610773428976623
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,0.8,9.935213060727687,8.57665778610958
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,0.9,9.92903778156367,8.548369543110622
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,1.0,9.923372729332756,8.524468006772075
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,1.1,9.918199762578793,8.50397907091066
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,1.2,9.9134928789767,8.486218779435864
PhysiCell,PhysiCell_dx_5um_uptake,5.0,,mean over all voxels,mean over center voxels,voxel size=5 um,1.3,9.909221687998306,8.470690863466968
