tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,time_min,average_uM,origin_center_uM,center_uM,cell_voxel_average_uM
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,0.0,10.0,10.0,10.0,10.0
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,0.1,9.996993378663749,9.801535996287043,9.80740198669511,9.910494244998514
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,0.2,9.994038298815294,9.69771343702282,9.703823259744363,9.84429562460456
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,0.3,9.99111336373373,9.640037112776252,9.646258542808862,9.8014526430526
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,0.4,9.98824123945084,9.602481753167918,9.608758157595268,9.771264447922036
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,0.5,9.98545682316809,9.575642092676588,9.581948239404635,9.748634971748467
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,0.6,9.982793766344676,9.555267258691089,9.561590623314684,9.73090042642667
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,0.7,9.980277539845384,9.539136084730107,9.545469854014877,9.71653846730988
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,0.8,9.977923855976707,9.525966492738789,9.532306682094445,9.704615631423385
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,0.9,9.975739780087043,9.514963372308701,9.521307513703272,9.694527302260894
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,1.0,9.973725709868244,9.505606148000764,9.511952642008765,9.685864322364218
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,1.1,9.97187734275306,9.497539023749503,9.503886797677882,9.678339510471268
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,1.2,9.97018731025669,9.490509958603797,9.496858275655192,9.671744796883738
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,1.3,9.968646420633915,9.48433474923584,9.490683096426356,9.665925063634315
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,1.4,9.967244553433037,9.478874933758107,9.485222952866907,9.660761600191709
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,1.5,9.965971277536909,9.474023719576603,9.480371162629565,9.656161338317231
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,1.6,9.964816262216551,9.469696770681631,9.476043470009555,9.652049682052557
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,1.7,9.963769538838356,9.465826037829393,9.472171885148748,9.648365636364455
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,1.8,9.962821657600946,9.462355545223367,9.46870047653961,9.645058438189055
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,1.9,9.961963772076357,9.459238462131585,9.465582446556919,9.642085187238393
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,2.0,9.96118767513714,9.456435033169228,9.462778064475376,9.639409152216556
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,2.1,9.9604858029302,9.453911090888639,9.460253181037272,9.636998539399206
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,2.2,9.959851218502145,9.451636968439153,9.4579781425841,9.634825581611453
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,2.3,9.959277583058254,9.449586690451872,9.45592698306185,9.632865851870134
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,2.4,9.958759120276156,9.447737359740765,9.454076811589829,9.631097736472631
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,2.5,9.958290577302343,9.446068683529104,9.45240733936696,9.629502022698729
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,2.6,9.95786718481575,9.444562600405387,9.45090050716451,9.628061570042954
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,2.7,9.957484617685788,9.443202981042521,9.449540186470811,9.62676104324582
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,2.8,9.957138957166881,9.441975383775596,9.448311935406874,9.625586691796602
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,2.9,9.956826655175226,9.440866851664865,9.447202796057372,9.624526164993686
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,3.0,9.95654450092861,9.43986574148942,9.446201123676335,9.62356835470793
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,3.1,9.956289590055034,9.43896157776926,9.445296440876252,9.622703260128345
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,3.2,9.956059296163646,9.438144926766892,9.444479311760464,9.621921870266878
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,3.3,9.955851244800364,9.437407286723138,9.443741232260615,9.6212160610574
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1um3,3,12044,0.005,1.0,0.1,3.4,9.955663289669365,9.436740991505568,9.443074533863278,9.620578504638072
