center_lower_voxel_uM,center_upper_voxel_uM,center_corner_mean_uM,center_trilinear_uM,center_spherical_average_uM,center_gaussian_uM,average_uM,cell_voxel_average_uM,unique_cell_voxel_count,cell_voxel_window_average_uM,unique_cell_window_voxel_count,cell_trilinear_average_uM,cell_inverse_distance_average_uM,cell_spherical_average_uM,cell_gaussian_average_uM,time_min,layout,run_id,dx_um,dt_diffusion_min,total_volume_um3
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12,10.0,96,10.0,10.0,10.0,9.999999999999998,0.0,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.6021568083591258,9.585895246992386,5.594026027675755,5.594026027675755,5.594026027675755,7.230429692537779,9.998255222040878,6.970569187996762,12,8.917160629249699,96,6.970569187996762,9.286050481500345,6.970569187996762,6.970584756685338,0.1,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.570091627964158,9.401250909914163,5.48567126893916,5.48567126893916,5.48567126893916,7.104985948631796,9.996590282752894,6.8436562674378765,12,8.780637583582987,96,6.843656267437879,9.170517209983899,6.843656267437879,6.843671708722533,0.2,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.5599392001664572,9.340832366311606,5.45038578323903,5.45038578323903,5.45038578323903,7.06121096884518,9.994942581852724,6.800593662546778,12,8.729111667905338,96,6.800593662546778,9.121909992672137,6.800593662546778,6.800609028838212,0.3,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.5545533531350286,9.308699857493469,5.431626605314249,5.431626605314248,5.431626605314249,7.037534262047224,9.993312352094735,6.777492245265269,12,8.70069124217578,96,6.777492245265269,9.094082038045187,6.777492245265269,6.77750756663819,0.4,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.5510928991311164,9.28803368128246,5.419563290206788,5.419563290206787,5.419563290206788,7.022194898795101,9.991707936010716,6.762580206077484,12,8.682122465694937,96,6.762580206077483,9.075576364843387,6.762580206077483,6.762595497124619,0.5,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.5486311822093093,9.273323742492787,5.410977462351047,5.410977462351047,5.410977462351047,7.011231965476552,9.990140585873348,6.7519446195562045,12,8.668789047979097,96,6.7519446195562045,9.062151991581246,6.7519446195562045,6.751959888442129,0.6,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.546765125142184,9.262169082297376,5.40446710371978,5.40446710371978,5.40446710371978,7.002897029461958,9.988621624155964,6.7438692540404555,12,8.658621493037629,96,6.743869254040455,9.051846954492804,6.743869254040455,6.74388450584106,0.7,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.5452877359217767,9.25333548392704,5.399311609924408,5.399311609924408,5.399311609924408,6.996284488478686,9.987160777819655,6.73746854753261,12,8.650538285883107,96,6.737468547532608,9.043616232924032,6.737468547532608,6.737483785648361,0.8,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.5440804692861123,9.246115619620177,5.395098044453143,5.395098044453143,5.395098044453143,6.990872762936052,9.985765438011502,6.732233739514829,12,8.643912890142955,96,6.732233739514829,9.036846681468676,6.732233739514829,6.732248966352703,0.9,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.543069984166437,9.240071661626635,5.391570822896535,5.391570822896535,5.391570822896535,6.986337870710724,9.984440542146077,6.727849371368175,12,8.638354533630716,96,6.727849371368176,9.03115239757879,6.727849371368176,6.727864588705573,1.0,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.5422082249726752,9.234916618534417,5.388562421753546,5.388562421753544,5.388562421753546,6.982466894977337,9.983188799228431,6.724108401286494,12,8.63360562907644,96,6.724108401286494,9.02627727851071,6.724108401286494,6.724123610481004,1.1,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.5414622774261084,9.230453864332006,5.385958070879058,5.385958070879057,5.385958070879058,6.979113669510236,9.982011061098337,6.720868840962267,12,8.62948893344751,96,6.720868840962267,9.022044178326254,6.720868840962267,6.7208840430800825,1.2,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.5408087868367253,9.22654384850599,5.383676317671358,5.383676317671358,5.383676317671358,6.976174291081207,9.980906722476737,6.718029839243741,12,8.625878219247117,96,6.718029839243741,9.018326408782144,6.718029839243741,6.718045035142098,1.3,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
1.540230692141095,9.223084609432938,5.381657650787017,5.381657650787016,5.381657650787017,6.973572743072769,9.9798740903103,6.715517662150915,12,8.622680996153425,96,6.715517662150915,9.015030818876197,6.715517662150915,6.715532852533084,1.4,inner_voxels,inner_voxels__dx_5um__dtdiff_0p05min__volume_1um3,5.0,0.05,1
