tool,run_id,dx_um,dt_min,average_source,center_source,resolution_label,time_min,average_uM,center_uM
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,0.0,10.0,10.0
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,0.1,9.957326934690288,6.649301731504522
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,0.2,9.923727095871666,5.875120065234995
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,0.3,9.892610090189901,5.514235461507016
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,0.4,9.863537956823839,5.303888612006036
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,0.5,9.836573452960948,5.164495128876305
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,0.6,9.811833124805903,5.064265450962697
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,0.7,9.78936321781536,4.988095819685108
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,0.8,9.76912507990907,4.9279052602830395
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,0.9,9.751014672579787,4.8789803765130095
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,1.0,9.734887225648148,4.838383304971834
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,1.1,9.720577649856123,4.804181335978673
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,1.2,9.70791498661659,4.775043132726764
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,1.3,9.696731703907243,4.750013741084876
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,1.4,9.686869179912797,4.728383111372866
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,1.5,9.678180580893683,4.709606279998566
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,1.6,9.670532049038739,4.6932533391766125
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,1.7,9.663802843099747,4.678977175464284
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,1.8,9.657884863074111,4.666492103496772
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,1.9,9.65268183931996,4.655559337891766
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,2.0,9.648108363560569,4.645976847544927
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,2.1,9.644088870940827,4.637572074875344
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,2.2,9.640556637876148,4.63019656590974
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,2.3,9.63745283202192,4.623721901915372
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,2.4,9.634725632827049,4.618036537726598
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,2.5,9.632329430129145,4.613043287044921
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,2.6,9.630224101654118,4.60865728115318
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,2.7,9.628374366494485,4.604804283022028
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,2.8,9.626749209615847,4.601419274976869
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,2.9,9.62532137150705,4.598445261950393
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,3.0,9.624066896815675,4.595832248276928
PhysiCell,PhysiCell_dx_10um_uptake,10.0,,mean over all voxels,mean over center voxels,voxel size=10 um,3.1,9.622964735923052,4.5935363567815655
