0.0001	 3.30632e-10, 0, 0, 0
0.0002	 2.63324e-10, 0, 0, 0
0.0003	 2.13296e-10, 0, 0, 0
0.0004	 1.753e-10, 0, 0, 0
0.0005	 1.459e-10, 0, 0, 0
0.0006	 1.22779e-10, 0, 0, 0
0.0007	 1.04338e-10, 0, 0, 0
0.0008	 8.94407e-11, 0, 0, 0
0.0009	 7.72714e-11, 0, 0, 0
0.001	 6.72294e-11, 0, 0, 0
0.0011	 5.88669e-11, 0, 0, 0
0.0012	 5.1845e-11, 0, 0, 0
0.0013	 4.59043e-11, 0, 0, 0
0.0014	 4.08433e-11, 0, 0, 0
0.0015	 3.65043e-11, 0, 0, 0
0.0016	 3.27623e-11, 0, 0, 0
0.0017	 2.95177e-11, 0, 0, 0
0.0018	 2.66902e-11, 0, 0, 0
0.0019	 2.42145e-11, 0, 0, 0
0.002	 2.20374e-11, 0, 0, 0
0.0021	 2.01149e-11, 0, 0, 0
0.0022	 1.84108e-11, 0, 0, 0
0.0023	 1.68949e-11, 0, 0, 0
0.0024	 1.55416e-11, 0, 0, 0
0.0025	 1.43298e-11, 0, 0, 0
0.0026	 1.32413e-11, 0, 0, 0
0.0027	 1.22608e-11, 0, 0, 0
0.0028	 1.13752e-11, 0, 0, 0
0.0029	 1.05732e-11, 0, 0, 0
0.003	 9.8452e-12, 0, 0, 0
0.0031	 9.18277e-12, 0, 0, 0
0.0032	 8.5787e-12, 0, 0, 0
0.0033	 8.02667e-12, 0, 0, 0
0.0034	 7.52118e-12, 0, 0, 0
0.0035	 7.05742e-12, 0, 0, 0
0.0036	 6.63115e-12, 0, 0, 0
0.0037	 6.23866e-12, 0, 0, 0
0.0038	 5.87664e-12, 0, 0, 0
0.0039	 5.5422e-12, 0, 0, 0
0.004	 5.23274e-12, 0, 0, 0
0.0041	 4.94598e-12, 0, 0, 0
0.0042	 4.67986e-12, 0, 0, 0
0.0043	 4.43255e-12, 0, 0, 0
0.0044	 4.20242e-12, 0, 0, 0
0.0045	 3.988e-12, 0, 0, 0
0.0046	 3.78797e-12, 0, 0, 0
0.0047	 3.60113e-12, 0, 0, 0
0.0048	 3.42642e-12, 0, 0, 0
0.0049	 3.26286e-12, 0, 0, 0
0.005	 3.10957e-12, 0, 0, 0
0.0051	 2.96577e-12, 0, 0, 0
0.0052	 2.83072e-12, 0, 0, 0
0.0053	 2.70377e-12, 0, 0, 0
0.0054	 2.58432e-12, 0, 0, 0
0.0055	 2.47183e-12, 0, 0, 0
0.0056	 2.36578e-12, 0, 0, 0
0.0057	 2.26573e-12, 0, 0, 0
0.0058	 2.17126e-12, 0, 0, 0
0.0059	 2.08198e-12, 0, 0, 0
0.006	 1.99754e-12, 0, 0, 0
0.0061	 1.91762e-12, 0, 0, 0
0.0062	 1.84192e-12, 0, 0, 0
0.0063	 1.77015e-12, 0, 0, 0
0.0064	 1.70208e-12, 0, 0, 0
0.0065	 1.63746e-12, 0, 0, 0
0.0066	 1.57608e-12, 0, 0, 0
0.0067	 1.51773e-12, 0, 0, 0
0.0068	 1.46224e-12, 0, 0, 0
0.0069	 1.40942e-12, 0, 0, 0
0.007	 1.35913e-12, 0, 0, 0
0.0071	 1.3112e-12, 0, 0, 0
0.0072	 1.26551e-12, 0, 0, 0
0.0073	 1.22192e-12, 0, 0, 0
0.0074	 1.18031e-12, 0, 0, 0
0.0075	 1.14057e-12, 0, 0, 0
0.0076	 1.1026e-12, 0, 0, 0
0.0077	 1.0663e-12, 0, 0, 0
0.0078	 1.03159e-12, 0, 0, 0
0.0079	 9.9836e-13, 0, 0, 0
0.008	 9.66549e-13, 0, 0, 0
0.0081	 9.36078e-13, 0, 0, 0
0.0082	 9.06877e-13, 0, 0, 0
0.0083	 8.7888e-13, 0, 0, 0
0.0084	 8.52026e-13, 0, 0, 0
0.0085	 8.26257e-13, 0, 0, 0
0.0086	 8.01519e-13, 0, 0, 0
0.0087	 7.7776e-13, 0, 0, 0
0.0088	 7.54933e-13, 0, 0, 0
0.0089	 7.32991e-13, 0, 0, 0
0.009	 7.11894e-13, 0, 0, 0
0.0091	 6.916e-13, 0, 0, 0
0.0092	 6.72071e-13, 0, 0, 0
0.0093	 6.53272e-13, 0, 0, 0
0.0094	 6.35169e-13, 0, 0, 0
0.0095	 6.17729e-13, 0, 0, 0
0.0096	 6.00924e-13, 0, 0, 0
0.0097	 5.84723e-13, 0, 0, 0
0.0098	 5.69101e-13, 0, 0, 0
0.0099	 5.54031e-13, 0, 0, 0
0.01	 5.39489e-13, 0, 0, 0
