tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.949488772827804,8.219892298699792,9.122002446567585
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.910815736082839,7.540821260712789,8.301341519225737
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.87616286024678,7.169566417514226,7.828519161924706
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.844662049912989,6.93265497153387,7.5350147236720675
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.81624134460922,6.767035191391199,7.335248995505947
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.790865763942755,6.6439611319685135,7.1896179964358895
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.768417216274088,6.548519075848659,7.078150352783238
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.7487016605671,6.472232528865684,6.989824488790291
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.731480139060269,6.409925651255403,6.918080615807278
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.716496680430327,6.3582435452173165,6.8587614146022835
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.703497606762486,6.314896821645503,6.809086823376465
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.2,9.692243082069107,6.278251499871303,6.7671084218788575
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.3,9.682513064037147,6.247095127711939,6.731403144495734
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.4,9.674109625221863,6.220497793761535,6.700893744833903
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.5,9.666857088172929,6.197726483726598,6.6747396443451015
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.6,9.660600940111847,6.178190496115866,6.652268363974179
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.7,9.65520613740892,6.161405488886917,6.632931081825599
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.8,9.650555169178382,6.146969004368408,6.616272910862032
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.9,9.646546093874957,6.134543248593607,6.601912372714792
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.0,9.643090665745476,6.123842575391275,6.589526751746592
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.1,9.64011260902366,6.114624105382549,6.578841301736373
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.2,9.637546062894238,6.106680494577845,6.569621044172501
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.3,9.635334200344516,6.099834221748595,6.561664360593921
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.4,9.633428013231844,6.093932981906038,6.554797865305293
PhysiCell,dx_20um__uptake_20__dtdiff_0p005min,20.0,20,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.5,9.631785250566622,6.088845909417744,6.548872220764182
