tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.93101378349646,6.688661607830199,0.06598482349059714
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.88943138870662,6.044500595198653,0.034835043381577155
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.851758060084963,5.670923956405189,0.03201312076123221
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.817147290472933,5.431582042061445,0.030435917513642663
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.785400540014987,5.26666435997055,0.02941212444296166
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.756440250020045,5.14636837657867,0.028690022573333303
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.73018201901412,5.054651997673025,0.02815071717170881
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.706505522053194,4.98229541665247,0.027731024582694254
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.685256868084311,4.92369153411204,0.027394389618007397
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.666259736330966,4.875257985452057,0.02711822154500757
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.64932702020441,4.834604288250723,0.026887787551209956
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.2,9.63427025816959,4.800072285757221,0.026693032466250082
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.3,9.620906351874872,4.770471109528333,0.02652681879625045
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.4,9.609061890021486,4.7449183230749785,0.026383903383392
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.5,9.59857561748053,4.7227414470285884,0.02626031728676159
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.6,9.589299572568251,4.703415076350657,0.02615297650808914
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.7,9.581099320865185,4.686519645476453,0.026059429967623064
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.8,9.573853608551886,4.671713724867447,0.025977691753183364
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.9,9.567453666569582,4.658714980063328,0.025906126571271983
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.0,9.561802325146015,4.647286794726947,0.0258433696138298
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.1,9.556813045190518,4.637228668535776,0.02578826918130699
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.2,9.552408935293409,4.6283691760222805,0.02573984466095444
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.3,9.548521796879553,4.62056069284811,0.025697255068775127
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.4,9.545091222307555,4.613675362837503,0.025659774997985302
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.5,9.54206375891043,4.607601951310268,0.025626775859891617
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.6,9.539392144314949,4.602243342994252,0.025597710979676024
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.7,9.537034613542193,4.597514517520086,0.025572103554801308
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.8,9.534954275459228,4.593340885574469,0.02554953678055689
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.9,9.533118554481534,4.589656902686035,0.02552964564755589
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.0,9.53149869258044,4.586404900790872,0.02551211005276493
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.1,9.530069306332635,4.583534093724141,0.025496648960166363
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.2,9.528807993760683,4.580999723946567,0.025483015413288266
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.3,9.527694985922066,4.578762325691536,0.025470992248729174
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.4,9.526712838522295,4.576787085347573,0.025460388393525085
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.5,9.525846159199089,4.575043283970301,0.025451035653826472
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.6,9.525081366513586,4.5735038098202985,0.02544278592061891
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.7,9.524406477068782,4.572144731070135,0.025435508732001583
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.8,9.523810917542479,4.570944920535322,0.025429089142113136
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.9,9.523285358764044,4.569885725611322,0.025423425855047536
PhysiCell,dx_20um__uptake_12044__dtdiff_0p1min__volume_1000um3,20.0,12044,0.1,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.0,9.522821569278852,4.568950677647099,0.025418429588649878
