time_min,average_uM,center_corner_mean_uM
0.0,10.0,10.0
0.1,9.900852813683018,4.471556939196796
0.2,9.846860931380565,3.835367342623597
0.3,9.798683851323393,3.5097061032858323
0.4,9.755234960460008,3.3180824488997542
0.5,9.716205039505198,3.1926403653916178
0.6,9.681394160413905,3.103905302316683
0.7,9.650562217294503,3.0375316392381335
0.8,9.623414273793603,2.985842723083575
0.9,9.599620696265903,2.9443960426943554
1.0,9.578840768787195,2.910447038742673
1.1,9.560740934376438,2.882203362966427
1.2,9.545006522024137,2.8584370455826207
1.3,9.531348149888514,2.8382708497718516
1.4,9.519504377429866,2.821054786583641
1.5,9.509241943695356,2.8062917889786867
1.6,9.500354571645769,2.7935913803463905
1.7,9.49266100268038,2.7826398728000807
1.8,9.486002688169743,2.7731806272433923
1.9,9.480241399757364,2.7650006006543286
2.0,9.47525691066744,2.7579209154333175
2.1,9.470944829988326,2.751790059532139
2.2,9.467214628131337,2.746478845784766
2.3,9.463987865251278,2.741876574790577
2.4,9.461196619121582,2.7378880412310678
2.5,9.458782100649502,2.7344311463400364
2.6,9.45669344121068,2.731434957427206
2.7,9.454886634559715,2.7288381057130398
2.8,9.453323616148868,2.726587446558595
2.9,9.451971463584977,2.724636927846773
3.0,9.450801703260549,2.722946626786232
3.1,9.449789709659438,2.7214819252924785
3.2,9.448914185316099,2.720212800959813
3.3,9.448156710819264,2.71911321550265
3.4,9.447501355555449,2.7181605860783
3.5,9.446934341067932,2.717335327535582
3.6,9.446443749959597,2.7166204556446556
3.7,9.446019274198337,2.71600124293785
3.8,9.44565199749981,2.7154649200512933
3.9,9.445334207175529,2.7150004164852697
4.0,9.445059231454715,2.7145981355537794
4.1,9.444821298827542,2.7142497590098915
4.2,9.444615416424474,2.7139480774411844
4.3,9.444437264851256,2.7136868430491843
4.4,9.444283107249014,2.713460641873612
4.5,9.444149710651814,2.7132647829081082
4.6,9.444034277975678,2.7130952018882986
4.7,9.443934389199173,2.7129483778230736
4.8,9.443847950491195,2.71282126059188
4.9,9.44377315021029,2.7127112081500107
5.0,9.443708420845958,2.712615932074447
5.1,9.443652406098133,2.7125334503487277
5.2,9.44360393240027,2.7124620464297005
5.3,9.443561984285338,2.7124002337645705
5.4,9.443525683075498,2.71234672503603
5.5,9.443494268446463,2.712300405508234
5.6,9.443467082478342,2.712260309929112
5.7,9.443443555857222,2.712225602516349
5.8,9.443423195937203,2.7121955596168377
5.9,9.443405576411804,2.7121695546836824
6.0,9.443390328377564,2.7121470452619856
6.1,9.44337713260209,2.7121275617155955
6.2,9.44336571283403,2.71211069746255
6.3,9.443355830014541,2.71209610051781
6.4,9.443347277268623,2.7120834661686732
6.5,9.443339875571228,2.7120725306314974
6.6,9.443333469997205,2.7120630655585174
6.7,9.443327926476332,2.7120548732810503
6.8,9.44332312898543,2.7120477826905396
6.9,9.443318977118617,2.7120416456720493
7.0,9.443315383984807,2.7120363340162172
7.1,9.443312274388276,2.712031736745572
7.2,9.4433095832543,2.7120277577996843
7.3,9.443307254266692,2.712024314031052
7.4,9.443305238688845,2.7120213334700463
7.5,9.443303494343484,2.7120187538228437
7.6,9.44330198472974,2.7120165211710794
7.7,9.443300678259146,2.712014588846157
7.8,9.443299547594433,2.7120129164547846
7.9,9.44329856907735,2.7120114690354167
8.0,9.443297722233508,2.712010216328049
8.1,9.443296989343878,2.7120091321421373
8.2,9.443296355073958,2.7120081938094525
8.3,9.443295806152841,2.7120073817104826
8.4,9.443295331095522,2.712006678864488
8.5,9.443294919962524,2.712006070574661
8.6,9.443294564151929,2.712005544120993
8.7,9.44329425621936,2.712005088494431
8.8,9.443293989722212,2.7120046941667666
8.9,9.443293759084838,2.7120043528914852
9.0,9.443293559481884,2.7120040575313746
9.1,9.443293386737313,2.7120038019093236
9.2,9.443293237237038,2.7120035806791876
9.3,9.443293107853298,2.7120033892140114
9.4,9.443292995879206,2.712003223509292
9.5,9.443292898972128,2.712003080099252
9.6,9.443292815104654,2.71200295598437
9.7,9.443292742522187,2.712002848568654
9.8,9.44329267970623,2.712002755605367
9.9,9.443292625342618,2.7120026751500395
10.0,9.443292578294018,2.7120026055198005
