time_min,distance_um,radius_sum_um,overlap_um,velocity_um_per_min
0.0,9.0,10.000007794777245,1.000007794777245,1.0
0.1,10.016458670195002,10.000007794777245,-0.016450875417756805,1.0
0.2,9.677639113463336,10.000007794777245,0.3223686813139093,1.0
0.3,9.863682359597405,10.000007794777245,0.13632543517983997,1.0
0.4,9.85283023435076,10.000007794777245,0.1471775604264849,1.0
0.5,9.893167566588083,10.000007794777245,0.10684022818916183,1.0
0.6,9.909533697323425,10.000007794777245,0.09047409745381962,1.0
0.7,9.92536269501647,10.000007794777245,0.07464509976077416,1.0
0.8,9.936871687571477,10.000007794777245,0.0631361072057679,1.0
0.9,9.946086949194754,10.000007794777245,0.053920845582490884,1.0
1.0,9.953438742022476,10.000007794777245,0.0465690527547693,1.0
1.1,9.959411290800222,10.000007794777245,0.040596503977022635,1.0
1.2,9.964320494829431,10.000007794777245,0.0356872999478135,1.0
1.3,9.968401709195023,10.000007794777245,0.03160608558222222,1.0
1.4,9.971828884939637,10.000007794777245,0.0281789098376084,1.0
1.5,9.974733163920686,10.000007794777245,0.025274630856559455,1.0
1.6,9.977214718450139,10.000007794777245,0.022793076327106476,1.0
1.7,9.97935105476216,10.000007794777245,0.02065674001508455,1.0
1.8,9.98120284523921,10.000007794777245,0.01880494953803513,1.0
1.9,9.982818097737189,10.000007794777245,0.017189697040056018,1.0
2.0,9.984235177170488,10.000007794777245,0.015772617606756967,1.0
2.1,9.985485024198832,10.000007794777245,0.014522770578413002,1.0
2.2,9.986592804240857,10.000007794777245,0.01341499053638806,1.0
2.3,9.987579147011138,10.000007794777245,0.012428647766107304,1.0
2.4,9.988461088127327,10.000007794777245,0.011546706649918193,1.0
2.5,9.98925279146793,10.000007794777245,0.010755003309315114,1.0
2.6,9.98996610845449,10.000007794777245,0.010041686322754373,1.0
2.7,9.990611014821908,10.000007794777245,0.009396779955336498,1.0
2.8,9.991195954483189,10.000007794777245,0.008811840294056239,1.0
2.9,9.991728112315938,10.000007794777245,0.008279682461306948,1.0
3.0,9.99221363211621,10.000007794777245,0.0077941626610353865,1.0
3.1,9.992657791919555,10.000007794777245,0.00735000285768983,1.0
3.2,9.993065145928743,10.000007794777245,0.006942648848502486,1.0
3.3,9.993439640101666,10.000007794777245,0.006568154675578697,1.0
3.4,9.993784706825174,10.000007794777245,0.006223087952070827,1.0
3.5,9.994103342878375,10.000007794777245,0.005904451898869567,1.0
3.6,9.994398173964434,10.000007794777245,0.0056096208128106895,1.0
3.7,9.994671508385188,10.000007794777245,0.005336286392056522,1.0
3.8,9.994925381892253,10.000007794777245,0.005082412884991783,1.0
3.9,9.995161595330483,10.000007794777245,0.004846199446761901,1.0
4.0,9.995381746364986,10.000007794777245,0.0046260484122591095,1.0
4.1,9.9955872563289,10.000007794777245,0.004420538448345113,1.0
