time(minutes) centre_concentration(uM) average_concentration(uM) average_concentration_only_cells(uM) minimum_concentration(uM)
  0.00000000e+00   1.00000000e+01   1.00000000e+01   1.00000000e+01   1.00000000e+01 
  1.00000000e-02   9.90001270e+00   9.91656562e+00   9.90545475e+00   9.90001270e+00 
  2.00000000e-02   9.80102741e+00   9.83844258e+00   9.81692815e+00   9.80102741e+00 
  3.00000000e-02   9.70302775e+00   9.76442205e+00   9.73305039e+00   9.70302775e+00 
  4.00000000e-02   9.60601044e+00   9.69383032e+00   9.65305803e+00   9.60601044e+00 
  5.00000000e-02   9.50996167e+00   9.62622723e+00   9.57645231e+00   9.50996167e+00 
  6.00000000e-02   9.41487628e+00   9.56129529e+00   9.50287344e+00   9.41487628e+00 
  7.00000000e-02   9.32074334e+00   9.49879035e+00   9.43204478e+00   9.32074334e+00 
  8.00000000e-02   9.22755037e+00   9.43851625e+00   9.36374405e+00   9.22755037e+00 
  9.00000000e-02   9.13528878e+00   9.38031092e+00   9.29778758e+00   9.13528878e+00 
  1.00000000e-01   9.04395797e+00   9.32403745e+00   9.23402023e+00   9.04395797e+00 
  1.10000000e-01   8.95354115e+00   9.26957651e+00   9.17230678e+00   8.95354115e+00 
  1.20000000e-01   8.86402758e+00   9.21682409e+00   9.11252937e+00   8.86402758e+00 
  1.30000000e-01   8.77540794e+00   9.16568811e+00   9.05458367e+00   8.77540794e+00 
  1.40000000e-01   8.68767422e+00   9.11608606e+00   8.99837617e+00   8.68767422e+00 
  1.50000000e-01   8.60082769e+00   9.06794355e+00   8.94382257e+00   8.60082569e+00 
  1.60000000e-01   8.51484039e+00   9.02119245e+00   8.89084568e+00   8.51484039e+00 
  1.70000000e-01   8.42972085e+00   8.97577093e+00   8.83937542e+00   8.42972085e+00 
  1.80000000e-01   8.34545646e+00   8.93162176e+00   8.78934695e+00   8.34545646e+00 
  1.90000000e-01   8.26204026e+00   8.88869202e+00   8.74070031e+00   8.26204026e+00 
  2.00000000e-01   8.17947238e+00   8.84693276e+00   8.69338001e+00   8.17947238e+00 
  2.10000000e-01   8.09773640e+00   8.80629827e+00   8.64733426e+00   8.09773640e+00 
  2.20000000e-01   8.01683549e+00   8.76674595e+00   8.60251480e+00   8.01683549e+00 
  2.30000000e-01   7.93675572e+00   8.72823576e+00   8.55887625e+00   7.93675572e+00 
  2.40000000e-01   7.85750217e+00   8.69073012e+00   8.51637602e+00   7.85750217e+00 
  2.50000000e-01   7.77906141e+00   8.65419356e+00   8.47497393e+00   7.77906141e+00 
  2.60000000e-01   7.70143961e+00   8.61859261e+00   8.43463204e+00   7.70143961e+00 
  2.70000000e-01   7.62462493e+00   8.58389558e+00   8.39531445e+00   7.62462493e+00 
  2.80000000e-01   7.54862386e+00   8.55007244e+00   8.35698711e+00   7.54862386e+00 
  2.90000000e-01   7.47342633e+00   8.51709465e+00   8.31961770e+00   7.47342633e+00 
  3.00000000e-01   7.39903882e+00   8.48493509e+00   8.28317548e+00   7.39903882e+00 
  3.10000000e-01   7.32545269e+00   8.45356791e+00   8.24763117e+00   7.32545269e+00 
