time(minutes) centre_concentration(uM) average_concentration(uM) average_concentration_only_cells(uM) minimum_concentration(uM)
  0.00000000e+00   1.00000000e+01   1.00000000e+01   1.00000000e+01   1.00000000e+01 
  1.00000000e-02   9.89998805e+00   9.93513084e+00   9.89292447e+00   9.86245838e+00 
  2.00000000e-02   9.80096005e+00   9.87327963e+00   9.79083047e+00   9.75754287e+00 
  3.00000000e-02   9.70295194e+00   9.81411417e+00   9.69316967e+00   9.66390884e+00 
  4.00000000e-02   9.60594859e+00   9.75736865e+00   9.59950332e+00   9.58347788e+00 
  5.00000000e-02   9.50995031e+00   9.70282637e+00   9.50947373e+00   9.48937823e+00 
  6.00000000e-02   9.41488930e+00   9.65030737e+00   9.42278384e+00   9.39167509e+00 
  7.00000000e-02   9.32075098e+00   9.59966006e+00   9.33918344e+00   9.29684280e+00 
  8.00000000e-02   9.22752914e+00   9.55075486e+00   9.25845862e+00   9.20508775e+00 
  9.00000000e-02   9.13522256e+00   9.50347955e+00   9.18042418e+00   9.11769918e+00 
  1.00000000e-01   9.04383190e+00   9.45773591e+00   9.10491795e+00   9.03186178e+00 
  1.10000000e-01   8.95335741e+00   9.41343703e+00   9.03179651e+00   8.94368066e+00 
  1.20000000e-01   8.86379747e+00   9.37050538e+00   8.96093187e+00   8.85275610e+00 
  1.30000000e-01   8.77514788e+00   9.32887121e+00   8.89220890e+00   8.76347683e+00 
  1.40000000e-01   8.68740166e+00   9.28847136e+00   8.82552335e+00   8.67596929e+00 
  1.50000000e-01   8.60054927e+00   9.24924828e+00   8.76078021e+00   8.59032892e+00 
  1.60000000e-01   8.51457907e+00   9.21114923e+00   8.69789245e+00   8.50662412e+00 
  1.70000000e-01   8.42947789e+00   9.17412565e+00   8.63677991e+00   8.42434659e+00 
  1.80000000e-01   8.34523168e+00   9.13813265e+00   8.57736847e+00   8.34148617e+00 
  1.90000000e-01   8.26182605e+00   9.10312853e+00   8.51958932e+00   8.25766511e+00 
  2.00000000e-01   8.17924682e+00   9.06907445e+00   8.46337833e+00   8.17473976e+00 
  2.10000000e-01   8.09748045e+00   9.03593410e+00   8.40867560e+00   8.09288165e+00 
  2.20000000e-01   8.01651439e+00   9.00367346e+00   8.35542494e+00   8.01212538e+00 
  2.30000000e-01   7.93633731e+00   8.97226055e+00   8.30357357e+00   7.93250130e+00 
  2.40000000e-01   7.85693927e+00   8.94166523e+00   8.25307175e+00   7.85403541e+00 
  2.50000000e-01   7.77831184e+00   8.91185906e+00   8.20387255e+00   7.77674945e+00 
  2.60000000e-01   7.70044807e+00   8.88281514e+00   8.15593153e+00   7.69920241e+00 
  2.70000000e-01   7.62334253e+00   8.85450797e+00   8.10920661e+00   7.62208287e+00 
  2.80000000e-01   7.54699119e+00   8.82691333e+00   8.06365783e+00   7.54579746e+00 
  2.90000000e-01   7.47139136e+00   8.80000820e+00   8.01924720e+00   7.47035328e+00 
  3.00000000e-01   7.39654159e+00   8.77377068e+00   7.97593854e+00   7.39575728e+00 
  3.10000000e-01   7.32244150e+00   8.74817987e+00   7.93369735e+00   7.32201608e+00 
  3.20000000e-01   7.24908903e+00   8.72321521e+00   7.89248972e+00   7.24908903e+00 
  3.30000000e-01   7.17648873e+00   8.69885840e+00   7.85228543e+00   7.17648873e+00 
  3.40000000e-01   7.10464252e+00   8.67509116e+00   7.81305431e+00   7.10464252e+00 
  3.50000000e-01   7.03355288e+00   8.65189600e+00   7.77476748e+00   7.03355288e+00 
  3.60000000e-01   6.96322277e+00   8.62925615e+00   7.73739727e+00   6.96322277e+00 
  3.70000000e-01   6.89365546e+00   8.60715552e+00   7.70091712e+00   6.89365546e+00 
  3.80000000e-01   6.82485449e+00   8.58557867e+00   7.66530152e+00   6.82485449e+00 
  3.90000000e-01   6.75682349e+00   8.56451074e+00   7.63052599e+00   6.75682349e+00 
  4.00000000e-01   6.68956615e+00   8.54393747e+00   7.59656695e+00   6.68956615e+00 
  4.10000000e-01   6.62308609e+00   8.52384511e+00   7.56340173e+00   6.62308609e+00 
