tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.966205447882103,4.711355069842414,0.03356747386073056
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.942580811640415,4.272767097559252,0.03026552179991184
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.920487792773779,4.087127175002364,0.02891841973591434
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.89957376191472,3.9793880662503787,0.02814450567913352
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.879932426563373,3.907005716173423,0.027626917542328273
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.861712338781938,3.854124935344474,0.027249757063340544
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.845005993048824,3.8133491560639445,0.02695943826129649
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.829832815265354,3.7807184653865087,0.026727422780982706
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.81615314618598,3.753905521548415,0.026536993700406457
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.803888036459202,3.7314454027461736,0.0263776504762002
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.79293626900199,3.7123646192219804,0.02624242303808717
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.2,9.783186760101971,3.6959860685580286,0.02612646561182442
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.3,9.774526803490101,3.6818196558770357,0.026026270893443143
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.4,9.7668471707649,3.6694978937940608,0.02593920866450703
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.5,9.760045022399153,3.658736513804831,0.025863244162826482
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.6,9.754025368997224,3.649309607920426,0.025796760546239302
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.7,9.748701609610569,3.6410335027535776,0.025738443749719894
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.8,9.743995505305028,3.633756025479189,0.02568720579335449
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.9,9.739836824298271,3.6273491748642908,0.025642132346212404
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.0,9.736162810962522,3.6217039859072466,0.025602445913352173
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.1,9.732917574664222,3.616726834480441,0.0255674792863057
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.2,9.730051457364063,3.6123367053273894,0.025536655871063168
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.3,9.727520414888138,3.6084631175136757,0.025509474721170964
PhysiCell,dx_10um__uptake_12044__dtdiff_0p01min__volume_523um3,10.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.4,9.725285431427825,3.605044508317502,0.025485498861711718
