tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.343899775371996,6.361345286452786,0.24005244620402208
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.226575840026571,5.941988715149085,0.21132083775272256
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.138655983397262,5.6219514543236215,0.19568135237177978
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.071912336300768,5.374738965116824,0.1840250912092946
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.020874405193384,5.182824246657473,0.17530609124777483
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,8.981622849783504,5.033236524443619,0.16875454981846708
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,8.951291878595406,4.9162392507188395,0.16380744667972535
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,8.927757257311324,4.824455320607107,0.1600535669822614
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,8.909428975582934,4.7522567391900425,0.1571916583011647
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,8.895107927959486,4.695326063822353,0.1549999756074882
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,8.88388422189769,4.65033559804118,0.153314432527754
