0: 130,70,132,17
246: 89,155,18,212,26,111
247: 32,4,228,235,183,126
248: 90,198,178,222,50,54
249: 208,203
250: 24,91,103,58,151,214
251: 154,217,128,60
252: 92,54,197,122
253: 80,41,237,93,245,125
254: 43,10,94,135,161,34
255: 173,167,45,107,95
256: 177,108,136,112,57,96
