0: 17,18
2: 22,31,20
3: 11,18,25
4: 28,8,20,32,23
5: 10,17
6: 7,25,19,27,21,12
7: 28,6,11,25,27
8: 28,4,31,27
9: 14,15,19,27
10: 26,23,5
11: 28,3,7,18,25,26
12: 30,21,6,25
13: 20,32
14: 9,24,31,22
15: 9,19,29
16: 32,23
17: 0,5
18: 3,11,26,0
19: 9,15,27,29,21,6
20: 13,32,2,31,4
21: 29,19,6,12,30
22: 2,14,24,31
23: 16,32,28,4,10,26
24: 14,22
25: 3,7,6,11,12
26: 28,10,11,18,23
27: 9,19,7,6,8
28: 4,7,11,8,26,23
29: 21,15,19
30: 12,21
31: 14,2,22,20,8
32: 13,16,20,23,4
