0: 70,257,264,17
2: 261,153,366,137,301
3: 434,166,179,490,149,140
4: 32,247,142,326,271,126
5: 218,353,273,447
6: 193,258,141,276,324,148
7: 242,163,278,348,150,355
8: 108,285,398,438,444,385
9: 209,115,310,471,288,157
10: 469,291,378,380,94,254
11: 393,390,229,192,294,97
12: 332,299,315,343,171,239
13: 305,154,173,104,417
14: 463,207,151,184,175,307
15: 180,492,221,312,364
16: 225,480,46,235,424,183
17: 0,70,317,445
18: 397,451,111,509,321,450
19: 21,276,324,82,332,299
20: 142,266,326,284,202
21: 19,324,365,198,330,299
22: 282,201,334
23: 502,271,126,205,394,338
24: 208,308,127,103,341,369
25: 82,332,404,497,343,106
26: 246,451,381,323,345,212
27: 109,336,350,501,356,443
28: 511,233,426,354,345
29: 186,227,421,193,357,322
30: 302,224,361
31: 498,124,96,386,68,368
32: 247,4,228,277,326,371
33: 132,281,298,40,411,374
34: 164,447,469,378,353,408
35: 393,143,329,383,182,429
36: 440,387,333
37: 146,340,422,389,78,313
38: 134,391,287,352
39: 179,286,363,490,97,129
40: 374,74,401,190,298,33
41: 422,466,400,406,389,93
42: 285,398,195,266,202,410
43: 131,94,135,414,254,102,59
44: 105,165,376,292,418
45: 420,472,167,75,300,270
46: 225,16,377,170,424,489
47: 477,113,465,200,426,172
48: 481,117,111,512,431,212
49: 351,433,479,278,430,468
50: 178,442,486,437
51: 181,309,439,494
52: 442,486,295,507,187
53: 150,236,419,191,360,436
54: 198,274,248,272,373
55: 120,388,95,491,238,455
56: 58,103,289,458,311,413
57: 112,463,474,88,177,483
58: 211,475,56,458,413,306
59: 43,94,409,102,478,327
60: 217,225,480,506,462,251
61: 488,407,358,219,123,160
62: 485,312,335,364,500
63: 487,127,370,369
64: 489,377
65: 287,259
66: 279,298,74,328,262,81
67: 384,165,227,479,265,322
68: 368,379,270,31,124,420
69: 503,168,275,293,161
70: 0,257,132,17,281,445
71: 318,140,286,490
72: 481,174,290,428,383,182
73: 121,505,186,367,222,295
74: 40,190,510,328,66,298
75: 194,153,300,366,270,45
76: 465,284,325,403,280,303
77: 309,361,302,461
78: 158,313,476,37,146,214
79: 316,218,275
80: 384,93,418,466,320,253
81: 134,262,352,267,328,66
82: 25,332,404,232,19,276
83: 335,500,234,121,493,507
84: 473,236,174,419,290,339
85: 266,326,371,195,199,342
86: 346,181
87: 215,109,432,468,336,351
88: 463,57,356,307,483,244
89: 362,347,450,246,155
90: 357,258,365,367,454,274
91: 370,223,250,146,331,340
92: 453
93: 80,376,418,422,466,41
94: 43,254,59,327,10,380
95: 55,491,417,455,382,435
96: 31,498,243,460,256,386
97: 179,39,129,390,11,294
98: 113,303,394,116,283,338
99: 195,226,297,342,398,438
100: 139,282,402,458,311
101: 309,494,405,143,138,210
102: 43,131,409,59,268,216
103: 56,289,341,413,308,24
104: 349,491,417,154,13,375
105: 44,376,292,204,158,313
106: 25,404,428,290,339,415
107: 169,199,425,455,448,238
108: 483,136,8,438,444,177
109: 27,468,87,336,443,114
110: 164,447,423,145,188,273
111: 48,512,212,509,451,18
112: 463,474,207,57,306,319
113: 98,477,303,116,47,465
114: 204,443,292,109,468,430
115: 209,492,9,471
116: 478,98,477,113,283,344
117: 481,48,431,473,174
118: 296,484,170,424,456,231
119: 191,511,488,233,449,407
120: 314,55,388,416,349,491
121: 505,73,493,83,295,507
122: 464,252,495
123: 215,496,241,358,61,488
124: 31,498,137,366,270,68
125: 485,500,245,237,493,253
126: 23,502,271,499,247,4
127: 63,208,504,24,369
128: 462,506
129: 39,260,363,97,390,240
130: 257,264,279,262,259
131: 43,414,102,411,374,268
132: 70,257,279,281,298,33
133: 283,327,338,205,213,380
134: 38,287,262,352,259,81
135: 43,414,254,293,161
136: 108,438,256,386,177,297
137: 498,441,124,301,2,366
138: 143,240,429,494,304,101
139: 100,203,311
140: 318,71,3,490,149
141: 193,6,148,322,176,265
142: 20,4,326,284,325,271
143: 329,138,210,429,35,101
144: 194,300,387,333
145: 337,188,110,273
