0: 514,543,17,257,132,783
112: 734,319,474,821,306,904
113: 915,907,698,752,303,98
114: 910,468,430,648,683,109
115: 209,9,912
116: 787,283,344,757,915,907
117: 790,481,916,48,650,700
118: 456,296,231,631,724,918
119: 191,233,449,921,796,811,407
120: 491,55,924,349,526,793
121: 874,493,83,505,792,926
122: 372,835,992,495,1018,929
123: 215,488,1000,241,667,931
124: 68,630,31,498,137,575,933
125: 493,83,826,1020,936,500
126: 1010,499,247,939,271,524
127: 756,941,504,864,927,607
128: 943,506,1004
129: 390,240,859,97,39,513
130: 519,259,627,262,515,257
131: 564,525,591,873,996,268
132: 783,529,281,627,0,257
133: 862,913,533,644,914,338
134: 38,352,81,538,662,287
135: 293,1022,414,545,778,161
136: 108,894,520,552,438,711
137: 680,498,366,2,933,124
138: 494,304,830,101,560,999
139: 906,776,641,565
140: 71,817,3,815,490,569
141: 742,176,574,433,265,322
142: 20,4,326,577,860,325
143: 429,582,934,882,35,651
144: 728,387,333,589
145: 911,188,596
146: 331,601,808,660,919,91
147: 155,942,842,586,605,216
148: 232,609,742,163,676,983
149: 38,537,352,659,569,614
150: 53,959,419,613,617,716
151: 621,459,595,475,207,923
152: 346,625,395
153: 366,798,629,531,518,2
154: 563,375,634,998
155: 147,639,1014,842,467,605
156: 643,385,838,244,444,350
157: 666,546,471,392,159,647
158: 313,785,887,652,909,78
159: 647,340,656,561,666,157
160: 482,956,581,661,219,61
161: 408,778,469,1022,665,135
162: 597,411,671,708,693,637
163: 742,176,148,348,676,355
164: 447,682,899,628,110,699
165: 688,292,648,789,67,479
166: 689,434,189,522,979,230
167: 900,440,333,1023,695,677
168: 861,671,692,708,317,445
169: 448,472,702,420,107,713
170: 508,337,878,717,813,489
171: 558,239,427,638,721,315
172: 345,381,635,784,725,1014
173: 305,731,1017,750,13,417
174: 991,473,650,773,916,735
175: 14,923,621,359,567,738
176: 742,348,163,141,433,657
177: 1024,777,108,749,552,256
178: 1011,760,454,962,807,706
179: 689,697,3,522,815,765
180: 774,15
181: 747,833,782,938,494,304
182: 72,788,383,794,35,651
183: 849,803,1010,452,714,799,235
184: 804,476,549,567,501,396
185: 814,317,503
186: 868,982,357,863,421,819
187: 824,987,712,52,507
188: 911,145,508,829,596,899
189: 689,294,166,192,230,834
190: 673,795,362,401,562,840
191: 845,119,233,449,921,704
192: 889,851,509,834,294,189
193: 963,863,29,624,532,6
194: 798,629,867,728,75,300
195: 99,555,872,681,866,925
196: 876,460,566,211,568,243
197: 330,585,748,464,881,997,835
198: 599,365,272,585,885,723
199: 342,891,633,925,371,831
200: 47,465,895,632,985,426
201: 282,22,269,334,733,898
202: 20,649,590,266,902,553
203: 1013,289,776,906
204: 887,105,909,443,910,683
205: 913,705,858,914,602,502
206: 224,992,495,920,737,461
207: 745,904,923,475,151,306
208: 457,927,24,308,986,607
209: 930,115,310,9
210: 343,934,576,797,315,405
211: 937,402,754,566,876,196
212: 451,901,940,843,612,710
213: 1012,913,533,705,981,945
214: 893,1015,601,947,359,967
215: 908,496,949,123,1000,931
216: 950,586,147,942,102,564
217: 998,251,791,946,952,314
218: 5,953,812,79
219: 358,61,285,516,160,956
220: 991,958,473,957,360,236
221: 571,492,960,364,446,976
222: 720,760,701,982,367,73
223: 331,846,370,964,91,656
224: 992,206,966,737
225: 377,46,968,60,870,506
226: 970,866,368,297,520,99,711
227: 384,29,972,770,837,421
228: 32,974,388,603,247,452
229: 977,889,393,11,851,1019
230: 551,883,979,834,166,189
231: 118,296,981,724,945,557
232: 148,676,82,983,415,404
233: 985,191,119,921,796,622,511
234: 824,593,987,335,825,905
235: 16,416,714,799,989,183
236: 969,613,716,991,220,360
237: 253,80,320,618,993,826
238: 277,995,891,892,616,722
239: 558,171,888,427,997,719
240: 129,260,390,999,304,513
241: 488,123,667,436,449,704
242: 351,432,7,278,951,1002
243: 441,568,556,1003,196,460
244: 801,1005,444,356,350,156
245: 755,1007,696,1020,936,805
246: 1008,639,710,26,381,612
247: 1010,452,126,228,32,524
248: 274,1011,454,453,54,723
249: 1013,763,727
250: 893,1015,846,369,988,922
251: 1016,217,998,746,791
252: 848,1018,994,929
253: 80,816,237,755,1020,826
254: 1022,665,550,853,685,43,545
255: 677,470,382,1023,435,663
256: 857,474,736,177,1024,777
257: 543,515,0,132,627,130
258: 856,978,6,517,90,963
259: 519,521,130,262,535,538
260: 240,747,975,513,527
261: 903,540,531
262: 767,535,279,627,130,259
263: 589,867,540
264: 543,515
265: 548,322,479,703,141,433
266: 202,85,590,553,872,681
267: 328,979,434,954,559,614
268: 374,996,562,950,131,564
269: 282,201,100,566,568,898
270: 75,45,575,691,980,615
271: 126,939,524,4,860,544
272: 54,585,748,198,723,373
273: 596,592,110
274: 720,248,454,844,599,723
275: 503,79,802,604,861
276: 856,19,82,324,608,983
277: 974,238,371,636,891,616
278: 944,242,7,951,620,657
279: 529,298,627,767,262,66
280: 403,482,407,895,632,661
281: 132,783,529,640,637,693
282: 598,641,22,201,100,269
283: 787,327,116,915,862,644
284: 577,570,800,743,325,76
285: 219,516,654,588,42,956
286: 547,363,668,490,786,658
287: 664,134,662
288: 666,964,310,772,546,487
289: 1013,203,670,776,311,56
290: 84,106,572,600,675,339
291: 10,679,981,1012,1006,557
292: 688,165,648,683,44,105
293: 597,135,671,692,414,778
294: 689,697,189,192,851,554
295: 52,926,486,701,507,962
296: 502,118,231,631,484,945
297: 984,775,368,386,520,226
298: 40,279,529,640,715,66
299: 897,12,587,21,888,719
300: 75,45,695,194,728,333
301: 680,441,898,733,518,2
302: 30,737,361,461,739,806
303: 394,743,98,113,76,752
304: 747,138,494,181,240,999
305: 731,173,750
306: 319,112,58,475,207,904
307: 745,758,463,14,804,88,839
308: 457,727,24,208,877,763
309: 768,77,871,806,51,830
310: 772,9,288,546,930,209
311: 56,458,869,289,776
312: 15,364,780,571
313: 422,785,158,660,37,78
314: 952,989,480,793,217,791
315: 721,405,797,558,171,210
316: 408,953,802,584,69,353
317: 814,185,445,861,168,503
318: 71,817,391
319: 876,112,821,306,58,754
320: 80,237,827,618,384,972
321: 840,832,973,397,450,362
322: 548,265,624,837,574,141
323: 958,957,843,612,935,26
324: 856,19,517,587,594,276
325: 743,860,580,142,284,577
326: 20,142,85,4,590,865,990
327: 787,478,59,283,94,875,644
328: 883,267,74,510,979,879,559
329: 841,882,651,497,610,788,428
330: 197,21,585,885,888,997
331: 893,223,146,601,846,91
332: 823,610,897,12,928,25
333: 728,900,144,167,300,695
334: 903,733,22,201
335: 852,905,753,593,234
336: 87,27,896,948,908,949
337: 911,761,508,170,489,64
338: 394,23,914,98,862,133
339: 84,290,600,917,419,828
340: 159,919,91,530,656,561
341: 922,103,732,24,986
342: 425,199,970,633,866,925
343: 841,210,934,882,928,797
344: 787,467,116,932,605,757
345: 172,28,935,26,381,635
346: 152,625,527,86,938
347: 89,942,973,842,362,401
348: 176,163,944,657,536,355
349: 491,120,818,946,952,793
350: 244,356,948,619,156,838
351: 242,432,951,836,759,653
352: 38,134,149,614,81,954
353: 5,955,34,316,953,584
354: 28,935,511,886,957,360
355: 415,600,917,348,163,676,536
356: 961,244,1005,88,350,619
357: 982,367,90,963,863,186
358: 219,643,385,61,965,516
359: 214,947,621,967,175,738
360: 220,957,886,969,236,354
361: 30,302,77,806,971
362: 401,190,347,973,840,321
363: 975,286,547,39,668,513
364: 312,780,571,221,976,62
365: 599,885,198,978,517,594
366: 798,153,2,137,980,933
367: 982,90,357,720,222,844
368: 984,775,297,226,970,1009
369: 988,941,986,607,922,250
370: 988,487,63,964,223,846
371: 277,990,831,636,891,199
372: 992,122,929
373: 848,994,718,272,54,748
374: 673,996,268,562,40,33
375: 818,563,154,104,946,998
376: 44,785,1001,887,611,105
377: 46,813,489,225,506,1004
378: 447,682,1006,762,679,646
379: 68,775,615,420,1009,713
380: 94,1012,875,533,10,853
381: 172,26,345,639,1014,246
382: 1017,470,606,255,855,435
383: 182,794,35,393,1019,542
384: 972,686,227,770,320,827
385: 156,643,358,516,541,444
386: 1024,520,552,984,96,297
387: 655,900,144,523
388: 616,924,526,228,974,603
389: 678,530,37,41,422,623
390: 645,129,240,999,859,534
391: 537,318,817,664
392: 769,960,157,471,647,539
393: 11,1019,229,383,542,534
394: 23,743,303,338,98,580
395: 152,625,547,658
396: 501,443,854,687,184,549
397: 18,583,450,551,832,321
398: 438,672,42,555,681,654
399: 682,423,1006,628,557,724
400: 579,406,539,647,678,561
401: 362,190,562,950,347,942
402: 937,211,869,565,100,566
403: 410,280,632,661,800,570
404: 415,572,890,232,82,823,25
405: 768,721,315,871,210,576
406: 446,579,539,1007,696,400
407: 482,280,895,581,119,796,811
408: 316,778,584,69,161,469
409: 478,59,932,586,102,744
410: 403,956,661,649,902,570
411: 162,597,591,996,637,33
412: 824,593
413: 779,103,595,732,740,729
414: 525,545,591,597,293,135
415: 355,404,572,600,232,676
416: 714,989,603,235,793,924
417: 884,13,104,173,1017,606
418: 850,80,816,1021,827,93,611
419: 150,959,536,613,828,917,339
420: 691,615,379,472,169,713
421: 868,863,186,29,972,227
422: 313,623,785,1001,389,37
423: 628,399,456,724,829,878
424: 573,694,918,799,803,631
425: 342,107,970,1009,633,713
426: 622,635,985,47,200,725
427: 171,881,239,920,997,638
428: 72,642,788,106,497,675,329
429: 143,582,35,542,645,560
430: 114,468,648,789,49,836,759
431: 958,48,473,650,843,940
432: 242,351,1002,1000,653,667
433: 176,141,703,265,620,657
434: 166,522,267,979,659,614
435: 455,855,448,663,382,255
436: 704,241,667,1002,53,617
437: 50,669,453,706,1011
438: 398,672,555,711,136,894
439: 674,833,709,782
440: 655,900,167,766,36,677
441: 680,301,568,243,898,556
442: 712,52,486,684
443: 396,109,687,909,549,204,910
444: 244,801,8,156,385,541
445: 814,810,317,70,168,708
446: 976,406,539,696,960,221
447: 682,164,378,646,34,699
448: 455,472,169,435,663,702
449: 191,119,704,811,488,241
450: 451,18,397,973,707,321
451: 18,901,450,212,710,707
452: 1010,183,247,228,714,603
453: 669,437,1011,248,54,718
454: 720,274,1011,178,760,248
455: 855,448,995,435,702,726
456: 118,724,717,918,878,423
457: 927,727,208,308
458: 730,937,311,56,740,869
459: 621,967,595,732,151
460: 876,196,736,821,243,1003
461: 737,302,920,638,206,739
462: 943,870,741,1016,746
463: 307,745,904,734,57,839
464: 1018,994,197,748,835
465: 47,200,698,76,752,632,800
466: 579,755,1007,41,850,816
467: 605,344,757,784,155,1014
468: 114,430,87,896,109,836,759
469: 762,665,646,408,584,161
470: 766,731,677,1017,382,255
471: 157,9,546,912,769,392
472: 448,169,663,771,691,420
473: 174,991,958,431,220,650
474: 734,256,112,736,821,777
475: 779,595,151,58,306,207
476: 652,781,184,549,567,738
477: 47,784,907,698,725,757
478: 787,59,327,409,932,94
479: 67,548,265,703,165,789
480: 16,989,314,791,60,968
481: 790,794,117,977,700,1019
482: 160,280,407,895,581,661
483: 801,1005,57,839,749,690
484: 502,296,631,858,849,803,499
485: 852,62,936,905,805,500
486: 442,52,295,962,807,684
487: 809,63,370,964,772,288
488: 123,241,751,931,449,811
489: 377,813,1004,64,337,170
490: 286,815,668,71,786,140
491: 95,55,349,120,818,884
492: 774,822,571,769,960,221
493: 993,83,121,505,125,826
494: 782,138,181,51,304,830
495: 835,992,122,206,881,920
496: 215,908,931,643,965,838
497: 106,890,610,788,428,841,329
498: 680,847,137,556,630,124
499: 858,849,1010,126,939,484
500: 825,936,485,905,83,125
501: 396,854,758,804,184,961
502: 296,484,945,858,705,205
503: 275,861,185,317
504: 864,927,127
505: 493,993,121,792,819,868
506: 128,943,870,1004,377,225
507: 52,926,295,987,187,874
508: 911,188,337,829,878,170
509: 889,512,192,880,583,834
510: 840,328,883,832,74,795
511: 622,28,354,886,233,921
512: 977,889,700,509,111,880
513: 975,363,39,129,260,240
514: 543,17,0,578
515: 264,543,257,519,130
516: 219,385,358,285,541,654
517: 856,978,324,258,594,365
518: 531,153,2,903,733,301
519: 764,521,130,259,515
520: 136,386,552,297,226,711
521: 764,65,519,662,259,538
522: 689,166,3,434,179,659
523: 655,387
524: 32,865,4,247,126,271
525: 685,131,414,545,591,873
526: 616,55,924,120,722,388
527: 346,625,260,747,938,975
528: 5,955,592
529: 132,279,281,640,298,627
530: 919,340,678,561,389,37
531: 540,629,518,153,903,261
532: 609,574,624,193,6,608
533: 1012,380,875,213,913,133,644
534: 542,645,390,859,393,11
535: 81,767,262,538,820,259
536: 959,419,944,348,355,917
537: 38,149,391,569,817,664
538: 81,535,134,521,662,259
539: 446,406,400,960,392,647
540: 629,531,261,263,867
541: 385,516,654,444,8,672
542: 645,534,383,429,35,393
543: 514,264,515,0,257
544: 23,860,580,602,939,271
545: 685,414,525,1022,254,135
546: 666,310,157,9,288,471
547: 975,286,363,625,395,658
548: 67,265,770,322,837,479
549: 652,909,476,184,396,443
550: 10,762,679,254,665,853
551: 883,832,230,834,397,583
552: 177,1024,136,108,386,520
553: 588,42,681,202,266,902
554: 11,851,859,294,697,97
555: 195,398,99,438,42,681,711
556: 680,441,847,498,243,1003
557: 1006,399,231,981,724,291
558: 171,239,719,12,797,315
559: 954,879,820,328,267,74
560: 645,999,429,582,101,138
561: 159,647,340,678,530,400
562: 673,374,401,190,268,950
563: 154,13,375,104,634
564: 131,102,873,268,950,216
565: 641,100,139,776,869,402
566: 100,269,211,402,568,196
567: 804,476,184,738,175,14
568: 441,243,898,269,566,196
569: 149,537,659,3,140,817
570: 649,284,577,403,410,800
571: 774,492,221,312,15,364
572: 415,290,404,106,600,890
573: 46,968,694,424,16,799
574: 609,742,141,532,624,322
575: 980,615,270,933,68,124
576: 582,210,934,871,101,405
577: 20,649,142,284,570,325
578: 810,514,17
579: 406,466,1007,400,41,678
580: 394,23,743,860,544,325
581: 482,160,407,61,751,811
582: 143,429,934,576,101,560
583: 18,880,397,509,551,834
584: 316,408,469,646,353,34
585: 330,197,272,885,748,198
586: 409,932,605,147,102,216
587: 19,324,594,21,299,897
588: 553,42,285,902,956
589: 263,867,728,144
590: 20,202,85,266,326,990
591: 131,414,525,996,597,411
592: 528,955,110,699,273
593: 412,824,234,335
594: 324,517,587,365,21,885
595: 459,413,779,732,475,151
596: 145,188,899,273,110
597: 162,293,411,671,414,591
598: 282,641,22
599: 365,198,723,274,844,978
600: 355,415,290,572,917,339,676
601: 331,893,146,214,808,947
602: 23,914,544,858,939,205
603: 416,714,924,388,228,452
604: 778,802,69,861,692,275
605: 467,932,586,344,147,155
606: 1017,382,855,884,417,95
607: 927,208,986,369,127,941
608: 856,6,276,983,609,532
609: 742,574,148,532,608,983
610: 332,928,25,497,890,841,329
611: 376,44,1001,418,1021,93
612: 323,843,26,710,246,212
613: 150,236,419,716,773,828,991
614: 149,352,659,267,434,954
615: 575,691,270,420,68,379
616: 526,722,388,974,238,277
617: 150,53,959,716,7,1002,436
618: 993,237,320,972,868
619: 27,854,948,961,356,350
620: 49,278,951,657,703,433
621: 459,967,151,359,175,923
622: 28,426,635,511,985,233
623: 422,1001,389,41,850,93
624: 29,322,837,193,574,532
625: 152,346,395,527,975,547
626: 966,30
627: 132,279,529,262,257,130
628: 682,423,899,164,399,829
629: 798,540,531,194,153,867
630: 984,31,124,96,847,498
631: 118,296,484,803,424,918
632: 403,280,895,800,200,465
633: 425,342,891,199,107,892
634: 563,154
635: 172,622,28,345,426,725
636: 32,974,277,371,865,990
637: 281,640,33,162,411,693
638: 171,920,427,721,739,461
639: 155,1008,1014,842,246,381
640: 40,529,281,298,637,33
641: 282,598,565,100,139
642: 790,72,916,428,735,675
643: 156,385,358,965,838,496
644: 862,875,533,133,327,283
645: 542,560,390,999,534,429
646: 469,762,447,378,34,584
647: 159,561,157,392,539,400
648: 114,165,430,292,683,789
649: 20,202,902,577,570,410
650: 174,48,473,431,916,117
651: 143,882,35,329,788,182
652: 781,909,476,78,549,158
653: 949,1000,87,351,432,836
654: 285,516,541,398,672,42
655: 387,900,440,523,36
656: 159,340,91,666,964,223
657: 944,278,620,176,348,433
658: 786,286,547,395
659: 149,569,614,3,434,522
660: 919,37,146,808,78,313
661: 403,410,482,160,280,956
662: 65,521,538,134,287
663: 448,472,435,1023,771,255
664: 287,38,391,537
665: 469,1022,762,254,550,161
666: 964,157,288,546,159,656
667: 123,1000,241,432,1002,436
668: 286,815,363,39,490,765
669: 437,453,92,718
670: 1013,763,289,877,56,729
671: 162,597,293,168,692,708
672: 398,438,894,8,541,654
673: 795,374,190,562,715,40
674: 439
675: 84,290,106,642,428,735
676: 232,148,163,355,415,600
677: 766,470,255,440,167,1023
678: 530,561,389,579,400,41
679: 10,762,291,550,1006,378
680: 441,301,498,137,556,2
681: 195,398,553,42,555,872,266
682: 447,1006,628,164,378,399
683: 114,910,292,648,204,105
684: 442,486,807
685: 43,525,545,744,873,254
686: 67,384,770,1021,827,688
687: 27,896,396,109,443,854,910
688: 165,292,44,1021,67,686
689: 294,166,697,189,522,179
690: 108,749,894,801,483,8
691: 771,45,615,270,420,472
692: 861,293,168,671,778,69,604
693: 162,708,783,281,637,70
694: 573,46,717,813,424,918
695: 771,45,300,167,333,1023
696: 446,245,976,406,1007,805
697: 689,294,179,554,97,765
698: 47,477,113,907,465,752
699: 955,592,110,34,447,164
700: 977,512,48,481,117,111
701: 926,295,962,792,73,760,222
702: 455,448,169,995,107,892
703: 789,265,479,49,620,433
704: 191,845,436,449,241,53
705: 213,913,205,914,502,945
706: 50,437,807,1011,178
707: 89,1008,973,710,451,450
708: 162,168,671,693,445,70
709: 782,51,77,971,439
710: 1008,707,246,612,451,212
711: 99,438,555,136,520,226
712: 442,52,187
713: 425,107,1009,420,379,169
714: 416,989,603,235,1010,183,452
715: 673,795,74,40,298,66
716: 969,150,53,236,613,617
717: 813,694,918,456,878,170
718: 92,848,373,669,453,54
719: 558,239,888,299,897,12
720: 274,760,222,454,844,367
721: 768,315,739,405,171,638
722: 726,616,55,526,995,238
723: 599,272,54,198,274,248
724: 456,118,231,423,399,557
725: 47,784,477,172,426,635
726: 95,55,722,455,855,995
727: 457,308,249,763
728: 144,333,589,867,194,300
729: 56,740,670,877,413,103
730: 937,458,740,58,754,779
731: 305,766,173,1017,470
732: 459,413,103,341,595
733: 334,903,201,518,301,898
734: 474,112,463,904,777,57
735: 642,916,773,84,675,174
736: 857,256,474,460,821,1003
737: 966,30,302,461,224,206
738: 781,476,567,947,359,175
739: 768,721,806,638,302,461
740: 730,56,458,729,413,779
741: 1016,462
742: 609,176,574,148,163,141
743: 394,303,580,325,284,76
744: 685,102,43,873,59,409
745: 307,463,207,904,14,923
746: 1016,251,791,60,870,462
747: 938,181,304,260,527
748: 197,272,585,994,373,464
749: 177,777,108,690,57,483
750: 305,173,13
751: 488,931,61,965,581,811
752: 113,465,698,76,800,303
753: 780,335,852
754: 730,937,211,58,876,319
755: 245,466,1007,1020,253,816
756: 809,127,63,941,864
757: 467,116,344,784,477,907
758: 307,14,804,961,88,501
759: 351,49,951,836,468,430
760: 720,178,222,454,701,962
761: 911,337,64
762: 469,679,665,550,646,378
763: 249,1013,670,727,308,877
764: 65,519,521
765: 815,97,39,668,697,179
766: 731,36,677,470,440
767: 262,879,66,535,820,279
768: 309,721,739,871,806,405
769: 912,822,492,960,392,471
770: 67,384,686,548,227,837
771: 45,691,695,1023,472,663
772: 310,288,930,809,487
773: 613,828,84,174,991,735
774: 822,571,492,180,15
775: 68,984,379,31,368,297,1009
776: 203,289,906,139,565,311,869
777: 177,749,734,256,474,57
778: 408,69,604,161,293,135,692
779: 413,595,475,730,740,58
780: 312,364,753,852,62
781: 652,476,78,738,808,947
782: 833,709,494,181,51,439
783: 132,281,693,70,17,0
784: 477,725,172,467,757,1014
785: 422,376,313,1001,158,887
786: 71,658,286,490
787: 478,327,116,932,283,344
788: 72,182,428,497,651,329
789: 703,165,430,648,479,49
790: 481,72,642,916,794,117
791: 217,251,746,60,480,314
792: 121,505,819,926,701,73
793: 416,952,314,924,349,120
794: 790,481,72,383,182,1019
795: 673,190,715,840,74,510
796: 985,119,233,407,895
797: 12,928,558,343,210,315
798: 366,629,194,153,75,980
799: 16,235,803,183,573,424
800: 403,632,284,570,465,76,752
801: 244,1005,444,483,8,690
802: 316,953,69,604,275,79
803: 849,183,799,424,631,484
804: 184,567,307,758,14,501
805: 62,936,485,245,976,696
806: 309,768,77,739,302,361
807: 486,962,684,178,706
808: 146,601,947,660,781,78
809: 756,487,63,772
810: 578,814,445,70,17
811: 119,449,488,751,407,581
812: 79,218
813: 377,46,717,489,694,170
814: 185,810,317,445
815: 668,490,765,3,179,140
816: 253,850,80,418,93,466,755
817: 318,71,140,391,537,569
818: 884,375,104,946,491,349
819: 505,792,868,982,73,186
820: 81,767,954,879,559,535
821: 876,319,474,112,460,736
822: 912,774,492,769
823: 332,897,25,19,82,404
824: 412,593,987,234,187
825: 905,500,987,234,874,83
826: 493,993,125,1020,253,237
827: 80,418,320,1021,384,686
828: 419,613,773,84,917,339,991
829: 188,508,878,423,899,628
830: 138,494,51,309,871,101
831: 371,990,199,925,872,85
832: 551,840,883,510,321,397
833: 782,938,181,439,86
834: 551,230,583,192,509,189
835: 122,495,197,1018,464,881
836: 351,759,87,468,430,653
837: 29,548,227,624,770,322
838: 156,643,350,948,908,496
839: 1005,88,57,483,307,463
840: 832,510,321,795,362,190
841: 343,882,329,497,610,928
842: 147,89,347,155,942,1008,639
843: 958,323,431,612,212,940
844: 720,274,367,90,978,599
845: 191,886,921,704,969,53
846: 331,893,223,250,988,370
847: 498,556,1003,857,630,96
848: 252,92,994,718,373
849: 858,803,1010,183,499,484
850: 816,418,93,466,41,623
851: 889,192,11,554,229,294
852: 335,62,485,905,780,753
853: 10,254,550,94,380,43
854: 501,27,396,619,687,961
855: 455,435,606,382,95,726
856: 6,324,258,608,517,276
857: 256,736,847,1003,96,1024
858: 849,499,939,602,502,484,205
859: 129,390,534,11,554,97
860: 544,580,325,142,4,271
861: 168,692,604,503,275,317
862: 133,644,338,98,915,283
863: 193,963,357,186,421,29
864: 504,756,127
865: 32,524,990,636,4,326
866: 342,226,970,925,195,99
867: 589,263,540,629,194,728
868: 186,421,618,993,505,819,972
869: 937,311,458,402,776,565
870: 943,506,462,746,60,225
871: 309,768,101,405,576,830
872: 195,681,925,831,85,266
873: 685,131,102,564,525,744
874: 83,121,825,987,926,507
875: 94,380,533,644,327
876: 196,319,460,821,211,754
877: 24,308,763,670,729,103
878: 508,829,170,717,456,423
879: 767,559,66,820,328,74
880: 111,18,583,901,512,509
881: 920,427,997,197,835,495
882: 143,343,841,934,651,329
883: 551,328,832,510,979,230
884: 818,104,417,606,95,491
885: 330,365,21,585,198,594
886: 845,921,969,354,511,360
887: 376,785,204,158,105,909
888: 239,997,719,330,21,299
889: 977,512,192,851,229,509
890: 404,106,497,572,610,25
891: 199,633,892,238,277,371
892: 891,107,633,995,702,238
893: 331,1015,601,214,250,846
894: 136,108,690,8,438,672
895: 482,280,407,632,985,796,200
896: 87,336,27,109,687,468
897: 823,332,299,12,19,587,719
898: 441,301,568,733,201,269
899: 628,164,188,829,596,110
900: 655,387,440,167,333
901: 111,451,18,880,212,940
902: 649,202,588,553,410,956
903: 334,733,261,531,518
904: 745,463,207,734,112,306
905: 335,825,852,485,500,234
906: 139,203,776
907: 477,113,915,698,116,757
908: 215,496,949,336,948,838
909: 652,549,204,158,887,443
910: 114,683,204,109,443,687
911: 145,761,188,508,337
912: 822,769,115,9,471
913: 213,533,133,705,205,914
914: 23,338,602,913,133,705,205
915: 113,907,98,862,116,283
916: 790,642,735,117,174,650
917: 355,600,339,536,419,828
918: 717,694,424,456,118,631
919: 660,340,91,530,37,146
920: 881,427,638,206,495,461
921: 191,845,119,886,233,511
922: 341,986,369,1015,250
923: 745,207,175,14,621,151
924: 120,526,388,416,603,793
925: 342,199,866,195,872,831
926: 701,295,507,874,121,792
927: 457,208,607,504,127
928: 332,610,12,797,343,841
929: 252,1018,372,122
930: 209,310,772
931: 215,496,488,123,751,965
932: 787,478,409,586,605,344
933: 575,980,366,137,124
934: 143,343,582,210,882,576
935: 28,26,345,354,323,957
936: 485,805,500,245,1020,125
937: 730,458,211,869,402,754
938: 747,833,181,346,527,86
939: 858,499,126,271,544,602
940: 111,901,212,48,431,843
941: 369,756,127,988,63,607
942: 147,89,347,842,401,950,216
943: 128,870,506,462
944: 7,278,657,348,959,536
945: 502,296,231,981,213,705
946: 818,375,349,217,998,952
947: 601,214,808,359,781,738
948: 336,27,619,350,838,908
949: 215,908,1000,653,87,336
