0: 514,543,783,17,257,132
839: 307,463,57,1005,88,483
840: 795,832,510,321,362,190
841: 343,882,329,497,610,928
842: 147,89,155,1008,639,942,347
843: 958,323,431,940,212,612
844: 720,274,367,90,599,978
845: 191,886,921,704,969,53
846: 223,250,988,370,331,893
847: 1003,498,556,857,630,96
848: 252,994,373,92,718
849: 858,1010,499,183,803,484
850: 816,418,93,623,466,41
851: 889,229,192,11,294,554
852: 485,905,780,753,62,335
853: 10,254,550,43,94,380
854: 687,27,619,501,396,961
855: 382,606,455,435,95,726
856: 6,324,258,608,517,276
857: 256,736,1003,847,96,1024
858: 849,939,499,602,502,484,205
859: 534,390,11,554,97,129
860: 544,580,325,4,142,271
861: 503,275,604,692,317,168
862: 133,644,338,98,915,283
863: 186,29,421,193,963,357
864: 127,756,504
865: 32,636,524,990,4,326
866: 342,970,925,226,195,99
867: 589,263,728,540,194,629
868: 618,819,993,505,972,186,421
869: 937,458,776,565,311,402
870: 943,506,462,225,60,746
871: 309,768,405,101,576,830
872: 195,681,266,831,925,85
873: 685,131,102,564,744,525
874: 926,507,825,83,987,121
875: 380,533,644,327,94
876: 754,211,196,319,460,821
877: 103,24,308,729,763,670
878: 508,829,170,717,456,423
879: 767,74,559,66,820,328
880: 111,18,583,901,512,509
881: 835,495,920,197,427,997
882: 143,343,841,651,934,329
883: 551,328,832,510,979,230
884: 818,491,95,104,417,606
885: 330,365,21,585,594,198
886: 845,921,969,354,511,360
887: 376,105,785,204,158,909
888: 299,239,719,997,330,21
889: 977,229,512,192,851,509
890: 404,610,25,106,572,497
891: 199,633,892,238,277,371
892: 995,702,107,891,633,238
893: 331,1015,601,214,250,846
894: 136,690,108,8,438,672
895: 482,280,407,632,985,796,200
896: 687,87,336,27,109,468
897: 823,332,12,19,587,299,719
898: 568,201,269,733,301,441
899: 188,829,628,164,596,110
900: 144,440,167,333,655,387
901: 111,451,18,880,940,212
902: 649,202,588,553,410,956
903: 334,733,261,531,518
904: 745,463,207,734,306,112
905: 825,852,485,500,234,335
906: 139,776,203
907: 477,113,698,757,915,116
908: 215,496,949,336,948,838
909: 652,443,549,204,158,887
910: 114,683,443,204,687,109
911: 188,508,337,761,145
912: 822,115,9,471,769
913: 914,213,533,133,705,205
914: 913,133,602,23,338,705,205
915: 116,283,98,113,907,862
916: 790,642,117,735,174,650
917: 355,339,600,536,419,828
918: 424,717,456,694,118,631
919: 37,660,340,91,530,146
920: 881,206,495,427,638,461
921: 191,845,119,886,233,511
922: 341,986,369,250,1015
923: 745,207,175,14,621,151
924: 388,120,526,416,793,603
925: 342,199,831,866,195,872
926: 701,295,507,874,121,792
927: 504,457,127,208,607
928: 332,610,12,797,343,841
929: 252,1018,122,372
930: 209,310,772
931: 215,496,488,123,751,965
932: 787,478,344,586,605,409
933: 366,137,575,980,124
934: 143,343,582,882,210,576
935: 28,26,345,354,323,957
936: 1020,485,805,500,125,245
937: 730,754,458,211,869,402
938: 346,527,747,181,833,86
939: 858,271,499,126,602,544
940: 111,901,212,48,431,843
941: 369,988,63,127,756,607
942: 950,401,216,347,147,89,842
943: 128,870,506,462
944: 7,278,657,348,959,536
945: 502,705,296,231,981,213
946: 217,998,952,818,349,375
947: 359,601,214,808,781,738
948: 336,27,619,350,838,908
949: 215,908,1000,653,87,336
950: 942,401,268,562,216,564
