0: 70,257,264,17
2: 137,301,366,334,261,153
3: 140,149,179,166,267,434,490
4: 32,247,326,271,142,126
5: 218,273
6: 193,258,276,324,141,148
7: 242,163,278,348,150,355
8: 108,285,398,438,444,385
9: 471,157,310,115,288
10: 94,254,469,380,291,378
11: 229,192,390,179,294,97
12: 171,299,315,332,343,239
13: 104,417,173,305,154
14: 207,151,463,175,359,307
15: 312,364,492,180,221
16: 225,46,235,480,183,424
17: 0,70,317,445
18: 111,509,451,450,321,397
19: 21,276,324,82,299,332
20: 202,142,266,284,85,326
21: 19,324,365,198,330,299
22: 282,334,201,301
23: 502,126,205,271,394,338
24: 63,369,127,208,341
25: 82,404,332,343,497,106
26: 246,212,323,345,381,28,354
27: 109,443,336,350,356,501
28: 511,233,426,354,26,345
29: 186,421,227,322,193,357
30: 224,302,361
31: 68,368,386,498,124,96
32: 247,4,228,277,326,371
33: 40,411,298,374,132,281
34: 164,447,353,378,408,469
35: 393,143,429,182,329,383
36: 387,333,440
37: 78,313,340,146,389,422
38: 391,287
39: 286,363,490,97,179
40: 74,33,401,190,298,374
41: 400,406,389,466,93,422
42: 202,266,410,195,285,398
43: 94,135,254,102,131,414
44: 80,105,292,376,418,165
45: 472,167,75,300,420,270
46: 225,489,16,377,170,424
47: 477,113,465,200,426,172
48: 481,117,111,512,431
49: 479,278,430,433,351,468
50: 178,437
51: 181,309,439,361,494,77
52: 442,486,187,295,507
53: 150,236,419,191,360,436,449
54: 198,248,272,373,437,274
55: 95,491,455,238,277,388
56: 58,103,289,311,413,458
57: 112,474,463,88,177,483
58: 475,56,413,458,211,306
59: 478,327,409,94,102,380
60: 506,480,217,251,462
61: 488,407,482,358,123,160,219
62: 485,312,335,364,500
63: 370,24,487,369,127
64: 489,377
65: 287,259
66: 74,298,81,328,279,262
67: 384,418,227,165,479,265,322
68: 420,169,31,270,368,379,124
69: 503,168,275,161,293
70: 0,257,132,17,281,445
71: 286,490,140,318
72: 174,290,428,182,481,117,383
73: 121,505,222,186,295,367
74: 40,66,190,298,328,510
75: 194,153,300,366,45,270
76: 465,280,284,303,325,403
77: 206,302,461,51,309,361
78: 214,158,313,37,476,146
79: 316,275
80: 44,253,93,320,376,384,418
81: 267,328,66,134,352,262
82: 25,404,332,232,19,276
83: 234,335,500,121,493,507
84: 473,236,174,290,339,419
85: 199,326,371,342,195,20,266
86: 181,346
87: 215,109,241,468,336,432,351
88: 57,463,307,244,483,356
89: 246,155,450,347,362
90: 454,357,258,274,365,367
91: 370,223,250,331,340,369,146
92: 453
93: 80,253,466,422,376,41
94: 43,10,254,102,380,59
95: 55,417,491,382,435,455
96: 498,243,256,460,31,386
97: 39,363,11,390,129,179,294
98: 113,394,116,283,338,303
99: 398,438,226,297,195
100: 139,282,402,311,458
101: 143,138,210,405,309,494
102: 43,94,131,216,59,409
103: 208,56,289,308,341,413
104: 13,349,375,417,154
105: 44,292,376,204,158,313
106: 290,339,415,428,25,404,497
107: 169,425,379,448,455,238
108: 136,177,8,438,444,483
109: 114,443,27,468,87,336
110: 508,164,447,423,273,188
111: 48,512,18,509,451,212
112: 474,207,57,319,460,463
113: 98,477,116,47,465,303
