0: 264,17,70,257
105: 44,313,376,292,204,158
106: 25,404,428,415,290,339
107: 455,448,169,199,425,238
108: 8,438,444,483,177,136
109: 27,468,87,336,114,443
110: 188,164,423,273,145,447
111: 48,512,212,451,509,18
112: 463,474,207,57,319,306
113: 98,477,303,116,47,465
114: 204,443,292,109,468,430
115: 209,492,9,471
116: 478,98,477,113,344,283
117: 481,48,72,431,174,473
118: 484,296,424,170,231,456
119: 191,511,488,233,449,407
120: 314,55,388,416,349,491
121: 505,73,83,493,507,295
122: 372,464,252,495
123: 215,496,241,358,61,488
124: 31,498,68,366,270,137
125: 485,500,245,493,253,237
126: 23,502,271,499,247,4
127: 63,504,369,208,24
128: 462,506
129: 39,363,97,390,240,260
130: 257,279,262,259,264
131: 43,102,374,268,414,411
132: 70,257,298,279,33,281
133: 205,283,338,380,213,327
134: 38,262,352,259,81,287
135: 43,254,161,293,414
136: 297,386,256,177,108,438
137: 366,2,301,498,441,124
138: 143,240,429,101,494,304
139: 100,282,311,203
140: 318,71,391,3,490,149
141: 193,6,148,322,176,265
142: 20,4,326,284,325,271
143: 329,138,210,429,35,101
144: 387,333,194,300
145: 273,337,110,188
146: 214,37,91,78,331,340
147: 467,155,344,409,89,347,216
148: 232,6,276,141,176,163
149: 267,352,434,3,140,391
150: 53,419,355,242,7,436
151: 459,475,359,14,207,175
152: 346,395,260,363
153: 194,366,263,75,2,261
154: 13,375,104
155: 467,246,381,147,89
156: 244,358,444,385,496,350
157: 9,471,288,159,400,392
158: 204,396,476,78,105,313
159: 400,389,288,157,223,340
160: 482,403,410,280,61,219,407
161: 69,293,469,135,254,408
162: 168,445,293,414,411,281
163: 176,7,348,232,148,415,355
164: 399,423,34,378,110,447
165: 44,384,67,292,479,430
166: 230,434,189,179,3,294
167: 472,255,45,333,300,440
168: 69,503,317,445,162,293
169: 420,448,107,379,425
170: 489,508,424,46,118,456
171: 427,239,461,315,12,405
172: 467,381,345,426,28,477,47
173: 470,382,305,13,417
174: 481,117,72,84,473,290
175: 184,476,151,359,214,14
176: 433,163,265,348,148,141
177: 474,57,483,256,136,108
178: 486,50,222,454,437,248
179: 39,3,490,97,294,166
180: 15,492
181: 51,494,304,346,86
182: 329,383,35,428,497,72
183: 424,16,235,452,499,484
184: 501,175,396,476,14,307
185: 503,317
186: 505,29,73,357,367,421
187: 412,234,507,52
188: 337,110,508,423,145
189: 230,509,397,166,192,294
190: 40,74,362,401,510,321
191: 511,119,449,360,436,53
192: 509,189,512,229,11,294
193: 6,258,141,29,357,322
194: 263,75,153,300,144
195: 99,342,42,398,85,266
196: 243,460,402,269,211,319
197: 427,239,495,330,464,272
198: 274,330,54,272,21,365
199: 425,342,107,238,85,371,277
200: 465,482,280,233,47,426
201: 22,282,269,301,441
202: 284,403,410,42,20,266
203: 249,289,139,311
204: 396,158,114,443,105,292
205: 23,502,296,133,338,213
206: 427,495,461,372,302,77
207: 112,14,463,475,306,151
208: 457,308,24,127,504
209: 115,9,310
210: 143,329,343,315,101,405
211: 58,306,458,402,196,319
212: 111,48,431,26,451,323
213: 231,380,291,296,205,133
214: 359,78,146,331,175,476
215: 496,432,241,87,336,123
216: 268,347,147,409,102
217: 480,375,314,349,251,60
218: 79,316,5,353
219: 358,285,385,160,410,61
220: 473,236,354,360,323,431
221: 15,492,471,392,446,364
222: 178,486,295,454,73,367
223: 91,340,487,370,288,159
224: 372,302,30
225: 480,16,46,377,506,60
226: 379,99,368,425,297,342
227: 29,421,320,322,384,67
228: 388,416,32,247,277,452
229: 481,512,393,383,11,192
230: 510,434,397,166,189,328
231: 399,291,456,213,118,296
232: 148,276,163,415,82,404
233: 28,511,119,407,482,200,426
234: 412,187,507,83,335
235: 480,183,16,452,314,416
236: 84,473,53,419,220,360
237: 505,421,320,125,493,253
238: 55,388,455,107,199,371,277
239: 171,197,427,299,12,330
240: 390,138,429,304,129,260
241: 215,432,87,123,488,449
242: 351,7,278,432,436,150
243: 498,196,441,96,460,269
244: 156,444,88,483,356,350
245: 125,485,446,253,466,406
246: 155,26,451,381,89,450
247: 32,4,228,452,499,126
248: 274,54,453,178,454,437
249: 457,308,289,203
250: 359,91,331,369,459,341
251: 462,60,375,217
252: 92,464,373,122
253: 125,245,466,80,237,320
254: 43,94,135,469,10,161
255: 472,167,435,382,470,440
256: 96,386,460,474,177,136
257: 130,70,132,279,264,0
258: 193,6,324,357,365,90
259: 134,262,130,65,287
260: 346,152,240,304,129,363
261: 334,263,153,2
262: 134,66,259,81,130,279
263: 194,153,261
264: 0,130,257
265: 176,433,479,67,322,141
266: 20,85,326,195,42,202
267: 149,352,81,328,434
268: 374,401,347,216,131,102
269: 402,201,243,196,441
270: 366,75,68,124,420,45
271: 23,126,142,4,325,394
272: 198,330,54,464,373,197
273: 145,110,5,447
274: 198,54,248,365,90,454
275: 69,503,79,316
276: 232,6,19,324,148,82
277: 32,371,199,238,388,228
278: 242,351,49,433,7,348
279: 130,257,132,298,66,262
280: 465,482,160,76,403,200
281: 411,70,132,33,445,162
282: 139,22,100,201
283: 478,98,116,338,133,327
284: 325,202,76,403,20,142
285: 219,42,8,398,385,410
286: 39,363,490,395,71
287: 65,38,134,259
288: 9,310,157,487,223,159
289: 249,308,203,311,103,56
290: 84,339,428,106,72,174
291: 399,231,380,378,10,213
292: 44,105,165,204,114,430
293: 161,69,168,162,414,135
294: 179,97,11,166,192,189
295: 52,486,222,507,121,73
296: 118,502,484,205,231,213
297: 226,99,136,368,386,438
298: 132,279,33,40,74,66
299: 239,12,19,330,21,332
300: 194,75,144,333,167,45
301: 334,201,2,137,441
302: 224,372,206,77,30,361
303: 98,113,394,465,325,76
304: 181,494,138,240,346,260
305: 13,173
306: 58,211,475,112,207,319
307: 14,463,88,501,184,356
308: 457,249,208,24,289,103
309: 51,101,77,494,405,461
310: 209,9,288,487
311: 139,100,203,289,56,458
312: 15,62,364
313: 105,376,37,78,422,158
314: 120,416,349,217,480,235
315: 171,12,343,210,405
316: 79,218,353,408,69,275
317: 503,168,445,17,185
318: 140,71,391
319: 112,474,211,306,196,460
320: 237,227,421,253,80,384
321: 510,397,18,362,190,450
322: 29,227,67,265,193,141
323: 26,345,354,220,212,431
324: 6,19,276,258,21,365
325: 284,76,142,271,303,394
326: 20,32,142,85,4,371,266
327: 94,59,133,478,283,380
328: 66,267,81,74,230,510
329: 143,182,210,35,497
330: 198,272,21,197,239,299
331: 359,214,91,250,146
332: 25,82,343,19,299,12
333: 387,144,300,36,440,167
334: 261,301,22,2
335: 83,62,500,234
336: 215,109,496,27,87,350
337: 64,188,145
338: 98,394,283,23,205,133
339: 84,415,419,290,355,106
340: 223,37,91,146,159,389
341: 459,103,413,24,369,250
342: 195,226,99,199,425,85
343: 25,332,497,315,12,210
344: 478,477,116,467,147,409
345: 172,26,381,323,426,28,354
346: 86,152,260,181,304
347: 89,362,401,268,216,147
348: 176,433,7,163,278,355
349: 314,120,491,375,104,217
350: 496,27,336,356,156,244
351: 242,49,278,432,468,87
352: 149,38,134,267,81,391
353: 316,5,218,408,447,34
354: 28,511,360,220,323,345
355: 150,415,419,339,7,163,348
356: 501,88,307,244,27,350
357: 29,186,367,193,258,90
358: 156,219,385,496,123,61
359: 214,250,331,459,151,175
360: 191,511,354,236,53,220
361: 30,302,51,439,77
362: 89,401,190,450,347,321
363: 39,129,286,152,395,260
364: 62,485,446,15,312,221
365: 198,274,21,90,324,258
366: 270,75,153,2,137,124
367: 73,186,357,222,454,90
368: 226,379,297,31,68,386
369: 127,63,370,24,341,250
370: 487,63,369,223,91
371: 32,85,277,326,199,238
372: 224,122,302,206,495
373: 54,464,272,453,92,252
374: 40,401,268,131,411,33
375: 154,104,349,251,217
376: 44,105,313,418,422,93
377: 225,46,506,64,489
378: 399,164,34,469,291,10
379: 226,368,425,68,420,169
380: 291,10,213,133,94,327
381: 172,467,246,155,26,345
382: 255,435,173,470,417,95
383: 393,182,35,481,72,229
384: 80,44,67,165,418,227,320
385: 156,219,358,8,285,444
386: 31,96,256,136,368,297
387: 144,333,36
388: 120,55,238,416,228,277
389: 422,159,400,41,37,340
390: 393,240,429,11,129,97
391: 318,140,149,38,352
392: 400,406,471,157,221,446
393: 390,383,429,35,11,229
394: 98,303,338,325,23,271
395: 152,286,363
396: 501,184,204,158,443,476
397: 230,510,509,321,189,18
398: 42,8,285,438,195,99
399: 164,231,423,291,456,378
400: 159,389,41,406,392,157
401: 40,374,362,190,268,347
402: 100,269,211,458,196
403: 284,160,202,76,410,280
404: 25,82,106,232,415
405: 309,101,171,461,315,210
406: 466,400,41,392,446,245
407: 119,488,233,482,160,61
408: 316,353,34,469,161
409: 102,59,478,344,147,216
410: 160,202,403,219,42,285
411: 33,281,131,374,162,414
412: 187,234
413: 58,459,475,103,56,341
414: 162,293,43,131,135,411
415: 339,355,163,232,404,106
416: 314,120,388,228,235,452
417: 13,104,173,382,95,491
418: 80,44,384,376,93
419: 84,150,236,53,339,355
420: 472,45,448,169,270,68,379
421: 505,29,237,186,227,320
422: 389,41,93,37,313,376
423: 399,164,456,110,188,508
424: 183,16,46,118,484,170
425: 226,379,199,342,169,107
426: 172,345,200,28,233,47
427: 171,197,206,239,495,461
428: 25,497,106,290,72,182
429: 393,390,143,138,240,35
430: 49,479,114,165,292,468
431: 117,48,212,473,220,323
432: 215,241,87,242,351,449,436
433: 176,49,479,265,278,348
434: 230,166,3,149,267
435: 455,472,255,448,382,95
436: 191,449,432,242,150,53
437: 178,50,248,453
438: 108,8,398,99,136,297
439: 51,361
440: 36,470,333,167,255
441: 498,243,301,201,269,137
442: 52,486,50
443: 501,204,396,114,109,27
444: 156,244,108,8,385,483
445: 168,317,162,17,70,281
446: 485,364,245,221,406,392
447: 5,353,110,164,34,273
448: 420,455,472,435,169,107
449: 191,119,488,436,432,241
450: 89,362,246,451,321,18
451: 246,26,111,212,450,18
452: 183,235,416,228,247,499
453: 54,248,373,437,92
454: 178,222,367,274,248,90
455: 448,435,107,55,238,95
456: 399,231,423,118,508,170
457: 249,208,308
458: 58,211,56,100,402,311
459: 475,151,341,413,359,250
460: 243,196,96,256,474,319
461: 171,427,206,309,77,405
462: 251,128,506,60
463: 112,14,207,88,57,307
464: 272,373,252,197,495,122
465: 76,200,280,113,303,47
466: 41,93,406,245,253,80
467: 172,155,381,147,477,344
468: 109,87,114,351,49,430
469: 34,378,10,254,408,161
470: 173,440,255,382
471: 115,492,9,157,221,392
472: 420,167,255,45,448,435
473: 84,236,220,117,431,174
474: 112,57,177,319,256,460
475: 58,459,306,151,413,207
476: 184,175,396,158,214,78
477: 113,116,344,47,172,467
478: 116,344,283,327,409,59
479: 49,433,265,430,67,165
480: 217,225,16,235,314,60
481: 117,48,512,72,229,174,383
482: 160,200,280,61,233,407
483: 88,57,177,244,108,444
484: 118,502,499,296,424,183
485: 125,62,446,364,500,245
486: 52,178,442,50,222,295
487: 63,370,310,288,223
488: 119,449,407,241,123,61
489: 64,508,170,46,377
490: 179,39,286,3,140,71
491: 120,55,95,349,104,417
492: 115,471,180,15,221
493: 83,125,500,121,505,237
494: 51,181,309,101,304,138
495: 197,427,206,464,122,372
496: 215,336,350,123,156,358
497: 25,343,428,329,182
498: 31,243,441,124,96,137
499: 502,484,126,247,183,452
500: 83,125,62,485,335,493
501: 184,356,396,443,307,27
502: 23,499,484,126,296,205
503: 69,168,275,317,185
504: 127,208
505: 121,73,237,186,421,493
506: 462,128,60,225,377
507: 187,234,83,121,52,295
508: 188,489,170,423,456
509: 397,192,189,18,111,512
510: 230,397,321,74,190,328
511: 28,191,119,354,233,360
512: 481,111,48,229,509,192
