0: 264,257,70,17
2: 334,261,301,366,153,137
3: 140,490,149,166,179,434
4: 32,142,326,271,126,247
5: 218,353,447,273
6: 193,324,148,276,258,141
7: 348,242,278,150,355,419
8: 385,108,285,444,398,438
9: 115,157,310,471,288
10: 380,378,291,94,254,469
11: 294,390,97,393,229,192
12: 171,315,239,299,343,332
13: 305,154,104,417,173
14: 463,307,151,207,175,184
15: 180,312,221,492,364
16: 235,424,225,480,183,46
17: 317,445,0,70
18: 509,397,321,111,451,450
19: 324,276,21,82,332,299
20: 142,266,326,284,202
21: 198,330,365,19,324,299
22: 334,301,282,201
23: 394,502,271,338,126,205
24: 208,308,103,341,127,369
25: 82,343,332,404,497,106
26: 246,345,381,323,212,451
27: 501,356,443,109,350,336
28: 172,345,426,354,511,233
29: 421,186,357,227,322,193
30: 361,302,224
31: 498,386,96,68,124,368
32: 4,371,326,228,277,247
33: 40,411,374,132,298,281
34: 469,353,408,447,164,378
35: 393,429,143,329,383,182
36: 440,387,333
37: 422,313,389,340,78,146
38: 287,134,352,391
39: 179,129,97,363,490,286
40: 74,374,298,33,401,190
41: 422,466,400,389,93,406
42: 285,195,398,266,202,410
43: 131,94,59,254,102,135
44: 418,384,105,165,376,292
45: 270,75,300,167,420,472
46: 424,225,16,377,489,170
47: 477,113,465,200,172,426
48: 481,117,111,512,431,212
49: 351,433,479,468,278,430
50: 437,442,178,486
51: 309,494,361,439,77,181
52: 187,507,486,295,442
53: 150,236,419,191,436,360
54: 198,274,248,272,373,453
55: 120,238,388,95,455,491
56: 58,413,311,289,103,458
57: 112,463,474,88,483,177
58: 475,56,306,413,458,211
59: 43,94,327,409,102,478
60: 462,251,217,506,225,480
61: 160,219,358,123,407,488
62: 485,500,312,364,335
63: 487,127,504,370
64: 377,337,489
65: 287,259
66: 81,262,328,74,298,279
67: 384,165,227,322,479,265
68: 270,124,31,420,379,368
69: 161,168,293,316,408,275
70: 0,257,445,132,281,17
71: 318,140,490,286
72: 383,182,174,428,481,117
73: 367,222,295,121,505,186
74: 40,298,190,510,66,328
75: 366,270,45,153,194,300
76: 284,280,403,325,303,465
77: 361,302,461,51,309
78: 214,146,476,313,37,158
79: 275,316,218
80: 253,466,93,418,320
81: 134,66,267,262,352,328
82: 25,332,404,232,19,276
83: 234,507,335,121,493,500
84: 339,236,419,174,290,473
85: 371,266,326,195,199,342
86: 346,181,439
87: 215,109,432,336,351,468
88: 463,307,57,483,244,356
89: 147,347,362,450,246,155
90: 274,365,357,454,367,258
91: 340,146,331,370,223
92: 252,373,453
93: 422,466,41,80,418,376
94: 43,59,327,254,380,10
95: 55,382,455,435,417,491
96: 31,498,243,256,386,460
97: 179,39,129,294,390,11
98: 113,303,283,116,394,338
99: 195,226,398,438,342,297
100: 458,282,402,139,311
101: 138,309,405,210,494,143
102: 43,131,59,409,216,268
103: 308,24,289,341,56,413
104: 154,13,375,417,349,491
105: 44,376,292,313,204,158
106: 25,404,428,497,290
107: 455,169,448,425,199,238
108: 8,444,136,483,177,438
109: 87,336,27,114,443,468
110: 273,145,188,423,164,447
111: 48,512,212,451,18,509
112: 463,474,57,207,306,319
113: 47,98,477,303,116,465
114: 204,443,430,292,109,468
115: 9,471,209,492
116: 98,477,113,283,344,478
117: 481,48,473,431,174,72
118: 456,170,424,484,296,231
119: 407,191,511,488,233,449
120: 55,388,416,349,491,314
121: 507,83,493,505,73,295
122: 372,495,252,464
123: 215,496,241,358,61,488
124: 68,366,270,137,31,498
125: 253,485,493,245,500,237
126: 23,502,271,499,247,4
127: 63,504,369,370,208,24
128: 462,506
129: 39,390,97,363,260,240
130: 264,257,279,262,259
131: 43,102,268,414,411,374
132: 298,279,33,281,257,70
133: 380,213,338,205,283,327
134: 81,262,352,287,259,38
135: 161,414,293,43,254
136: 256,386,177,438,297,108
137: 366,124,301,2,441,498
138: 101,494,429,143,304,240
139: 203,311,100,282
140: 318,71,391,3,490,149
141: 193,6,148,176,322,265
142: 20,325,4,326,284,271
143: 429,329,35,138,101,210
144: 387,333,194,300
145: 273,110,188
146: 214,340,91,78,331,37
147: 89,347,216,344,467,155,409
148: 232,6,276,141,163,176
149: 140,391,3,434,267,352
150: 355,53,419,242,7,436
151: 459,475,207,359,175,14
152: 346,363,260,395
153: 366,75,263,261,2,194
154: 13,375,104
155: 467,246,381,147,89
156: 385,358,444,244,496,350
157: 159,9,471,288,392,400
158: 204,396,78,476,313,105
159: 157,288,223,340,400,389
160: 61,482,280,403,410,219,407
161: 69,135,293,254,469,408
162: 168,414,293,445,411,281
163: 232,148,176,348,355,415
164: 399,378,423,110,447,34
165: 44,384,67,430,292,479
166: 230,189,179,294,434,3
167: 440,255,333,300,45,472
168: 69,293,445,162,317,503
169: 420,472,107,448,379,425
170: 456,118,489,508,424,46
171: 427,315,239,12,461,405
172: 467,345,381,426,28,47,477
173: 470,382,305,13,417
174: 84,428,290,117,473,72
175: 359,214,476,151,14,184
176: 148,141,163,348,433,265
177: 474,57,483,136,256,108
178: 454,486,222,437,50,248
179: 39,294,97,166,3,490
180: 15,492
181: 346,86,304,51,494,439
