0: 70,257,264,17
411: 162,131,414,33,268,281,374
412: 234
413: 475,103,56,289,341,58,250,459
414: 43,135,162,254,293,131,411
415: 163,106,339,355,232,404
416: 235,228,452,388,120,314
417: 13,104,95,349,491,382
418: 80,44,376,384,165,265,67
419: 84,150,236,355,53
420: 169,68,448,75,270,45
421: 237,186,227,29,505,320,384
422: 41,37,93,376,105,313
423: 508,164,110,399,170,456
424: 118,183,170,484,16,46
425: 226,169,107,448,342,379,238
426: 28,233,200,465,345,47
427: 206,495,372,197,239
428: 72,106,290,182,497
429: 143,129,138,240,35,390,383,393
430: 165,49,479,433,292,114,468
431: 117,111,48,220,473,212,323
432: 241,87,351,242,449,436
433: 176,49,479,265,278,348,430
434: 230,3,166,267,328
435: 472,255,382,107,448,95,455
436: 53,449,351,432,242,7,150
437: 50,54,248,453,178
438: 99,177,108,8,398,136,297
439: 51,361
440: 36,167,300,333
441: 498,137,243,201,269,301
442: 52,486
443: 109,114,27,336,501,204,396
444: 244,108,8,385,483,156
445: 168,317,162,281,70
446: 221,406,392,485,364,245
447: 164,110,218,34,273,353
448: 420,169,107,425,472,45,435
449: 191,119,53,488,436,241,432
450: 89,246,18,451,362,321
451: 246,18,212,450,111,509
452: 247,235,228,416,183,499
453: 92,50,54,373,437
454: 90,367,274,222,178,248
455: 95,491,435,107,55,238
456: 118,231,170,296,508,399,423
457: 249
458: 100,56,311,58,211,402
459: 359,475,413,250,331,151
460: 112,474,196,319,243,96,269,256
461: 206,77,171,405,309
462: 128,60,251
463: 112,14,207,57,307,88
464: 252,272,373,122,495,197
465: 76,280,303,200,426,113,47
466: 253,41,93,245,406
467: 172,155,147,47,381,477,113,116,344
468: 109,114,87,336,351,49,430
469: 10,135,161,254,34,353,378,408
470: 255,382,173
471: 115,492,221,9,157,392
472: 167,255,45,435,448
473: 236,174,220,117,48,431
474: 112,57,460,256,177
475: 413,58,250,306,151,459
476: 184,214,175,78,158,396
477: 98,113,116,283,344,172,47,467
478: 59,116,283,327,344,409
479: 176,165,49,265,430,433
480: 60,225,506,16,314,217
481: 117,48,512,229,383,393,72
482: 61,233,200,407,160,280
483: 88,244,177,108,444,57
484: 118,502,183,296,424,499
485: 62,364,446,245,125,500
486: 52,178,442,222,73,295
487: 63,223,288,369,370
488: 119,61,407,358,449,241,123
489: 170,64,46,508,188
490: 140,3,179,71,39,286
491: 120,95,349,417,455,55,388
492: 115,471,221,180,15
493: 121,237,125,500,505,507,83
494: 138,101,304,51,181,309
495: 122,206,372,427,197,464
496: 215,350,123,385,156,358
497: 25,182,315,329,343,404,106,428
498: 137,243,441,124,96,366,31
499: 502,183,126,484,247,235,452
500: 125,493,83,62,485,245
501: 184,356,396,307,443,27
502: 118,23,126,296,484,499,205
503: 185,69,168,275,317
504: 127
505: 121,73,237,186,421,29,493
506: 128,60,225,377,480
507: 121,187,295,493,83,52
508: 110,188,423,170,456,489
509: 189,111,192,18,451,321,397
510: 74,190,362,321,230,328,397
511: 28,191,119,233,360,407,354
512: 117,111,48,229,192,481
