tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.992742127087359,5.128286365299976,0.010633429337321077
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.986401735853136,4.943653561808976,0.010245947423307178
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.980219051454457,4.865378475615408,0.010082706627460476
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.97417275404354,4.819492976588671,0.009987210151614601
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.968312258486502,4.788458614288902,0.00992268940691929
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.962702991957531,4.765678802952396,0.00987536032475795
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.95740044822494,4.748045187631541,0.009838739417096667
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.952441238019691,4.733878195386897,0.009809327453359612
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.947843189508037,4.722182599417023,0.00978505266689135
