tool,run_id,dx_um,dt_min,average_source,center_source,resolution_label,timestep,average_uM,center_uM
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.29,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.3,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.31,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.32,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.33,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.34,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.35,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.36,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.37,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.38,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.39,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.4,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.41,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.42,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.43,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.44,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.45,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.46,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.47,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.48,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.49,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.5,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.51,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.52,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.53,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.54,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.55,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.56,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.57,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.58,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.59,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.6,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.61,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.62,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.63,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.64,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.65,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.66,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.67,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.68,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.69,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.7,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.71,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.72,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.73,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.74,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.75,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.76,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.77,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.78,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.79,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.8,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.81,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.82,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.83,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.84,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.85,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.86,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.87,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.88,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.89,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.9,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.91,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.92,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.93,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.94,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.95,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.96,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.97,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.98,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,2.99,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.0,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.01,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.02,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.03,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.04,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.05,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.06,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.07,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.08,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.09,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.1,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.11,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.12,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.13,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.14,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.15,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.16,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.17,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.18,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.19,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.2,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.21,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.22,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.23,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.24,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.25,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.26,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.27,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.28,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.29,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.3,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.31,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.32,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.33,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.34,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.35,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.36,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.37,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.38,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.39,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.4,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.41,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.42,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.43,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.44,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.45,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.46,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.47,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.48,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.49,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.5,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.51,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.52,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.53,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.54,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.55,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.56,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.57,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.58,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.59,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.6,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.61,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.62,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.63,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.64,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.65,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.66,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.67,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.68,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.69,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.7,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,3.71,9.978038696856213,9.40704481511778
