center_lower_voxel_uM,center_upper_voxel_uM,center_corner_mean_uM,center_trilinear_uM,center_spherical_average_uM,center_gaussian_uM,average_uM,cell_voxel_average_uM,unique_cell_voxel_count,cell_voxel_window_average_uM,unique_cell_window_voxel_count,cell_trilinear_average_uM,cell_inverse_distance_average_uM,cell_spherical_average_uM,cell_gaussian_average_uM,time_min,layout,run_id,dx_um,dt_diffusion_min,total_volume_um3
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12,10.0,96,10.0,10.0,10.0,10.0,0.0,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
10.0,8.691495371778714,9.345747685889357,9.345747685889357,9.345747685889357,9.60246635272389,9.990913162304018,9.563831790592905,12,9.863697434560281,96,9.563831790592905,9.913122523840501,9.563831790592905,9.563831790592905,0.1,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.833385026478062,8.151044933774916,8.992214980126489,8.992214980126487,8.992214980126489,9.378812671158853,9.982345541914052,9.323033010136548,12,9.760366690271907,96,9.323033010136548,9.848776509556709,9.323033010136548,9.323033010136548,0.2,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.680964909444304,7.9002999309881385,8.790632420216221,8.790632420216221,8.790632420216221,9.238663214487817,9.9741284250977,9.171323052219078,12,9.680573424442393,96,9.171323052219076,9.798215623578768,9.171323052219076,9.171323052219076,0.3,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.565900677594275,7.762570386033779,8.664235531814027,8.664235531814027,8.664235531814027,9.143073759979254,9.966262807547023,9.068013368544419,12,9.61778658013825,96,9.068013368544419,9.757091456778806,9.068013368544419,9.068013368544419,0.4,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.480647784719313,7.675537293281317,8.578092539000316,8.578092539000314,8.578092539000316,9.07358722165281,9.958791326691898,8.993400540489253,12,9.567408194095126,96,8.993400540489255,9.72285458099463,8.993400540489255,8.993400540489253,0.5,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.41610536569469,7.614829029695,8.515467197694845,8.515467197694846,8.515467197694845,9.020603759607802,9.951756952973675,8.936955015812064,12,9.52622571843901,96,8.936955015812062,9.693864018913905,8.936955015812062,8.936955015812062,0.6,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.365787227381801,7.56955359665085,8.467670412016325,8.467670412016325,8.467670412016325,8.978714688038899,9.945189432159038,8.892663908985353,12,9.491991331751175,96,8.892663908985353,9.668998013095903,8.892663908985353,8.892663908985353,0.7,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.325461609067716,7.534196273612723,8.429828941340219,8.429828941340219,8.429828941340219,8.944664594807128,9.939102533268212,8.856897117106598,12,9.463116908716712,96,8.856897117106598,9.647456143359582,8.856897117106598,8.856897117106598,0.8,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.292379673091876,7.505663272737023,8.39902147291445,8.39902147291445,8.39902147291445,8.916384724277139,9.93349565344879,8.82735416904041,12,9.438463632007029,96,8.82735416904041,9.628647904948298,8.82735416904041,8.827354169040412,0.9,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.264718204093716,7.482074695945794,8.373396450019754,8.373396450019756,8.373396450019754,8.892499596450548,9.92835690234996,8.80251408794001,12,9.417200265385802,96,8.802514087940011,9.61212538074871,8.802514087940011,8.80251408794001,1.0,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.241233115257842,7.462215525219526,8.351724320238684,8.351724320238684,8.351724320238684,8.872058858888678,9.923666342938613,8.781333153586706,12,9.39870833120574,96,8.781333153586706,9.597540496555325,8.781333153586706,8.781333153586706,1.1,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.221050037960556,7.445261239839534,8.333155638900045,8.333155638900045,8.333155638900045,8.85438362461741,9.919398831709811,8.76307115519577,12,9.382518500694902,96,8.76307115519577,9.584616896034516,8.76307115519577,8.76307115519577,1.2,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.203536720990607,7.430629597573831,8.317083159282218,8.31708315928222,8.317083159282218,8.83897440879706,9.915526284562217,8.74718740839465,12,9.36826758787223,96,8.74718740839465,9.573130923801491,8.74718740839465,8.74718740839465,1.3,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.188223649794045,7.417895407929266,8.303059528861656,8.303059528861654,8.303059528861656,8.825453865509568,9.912019375096307,8.733276290179164,12,9.355669166614835,96,8.733276290179163,9.562898478794814,8.733276290179163,8.733276290179163,1.4,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.174753449674714,7.406739019434166,8.29074623455444,8.29074623455444,8.29074623455444,8.813530022826907,9.908848745240613,8.72102602722361,12,9.344493256635777,96,8.721026027223612,9.553765749310282,8.721026027223612,8.72102602722361,1.5,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.162847848969863,7.3969139076284085,8.279880878299135,8.279880878299135,8.279880878299135,8.802972030303986,9.905985827295595,8.710191636268982,12,9.334552102869099,96,8.71019163626898,9.545602567156603,8.71019163626898,8.71019163626898,1.6,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.152285617372915,7.388225598330407,8.270255607851661,8.270255607851661,8.270255607851661,8.79359378022786,9.903403371040293,8.700576735791627,12,9.325690091426663,96,8.700576735791623,9.538297558965809,8.700576735791623,8.700576735791623,1.7,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.142887527884502,7.380517577894185,8.261702552889345,8.261702552889345,8.261702552889345,8.7852426139772,9.901075754841532,8.69202106336139,12,9.317776503542241,96,8.69202106336139,9.531754548899892,8.69202106336139,8.69202106336139,1.8,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.134505912385439,7.373661647031897,8.254083779708669,8.254083779708667,8.254083779708669,8.777791386286605,9.89897914323173,8.684391745269371,12,9.310700237123461,96,8.684391745269371,9.525889844586397,8.684391745269371,8.684391745269371,1.9,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.127017280449886,7.367551175313405,8.247284227881645,8.247284227881645,8.247284227881645,8.771132789753487,9.897091538432061,8.6775770819196,12,9.3043659066699,96,8.677577081919601,9.52063015458952,8.677577081919601,8.677577081919601,2.0,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
9.120317016187233,7.362096291435398,8.241206653811314,8.241206653811316,8.241206653811314,8.765175226433838,9.895392760893753,8.671482048752077,12,9.298690918785049,96,8.671482048752079,9.515910963342973,8.671482048752079,8.671482048752077,2.1,cells_10,cells_10__dx_20um__dtdiff_0p1min__volume_1um3,20.0,0.1,1
