time_min,average_uM,center_corner_mean_uM
0.0,10.0,10.0
0.1,9.991326645834484,5.0041480006636805
0.2,9.983867509152587,4.587135917741123
0.3,9.976670936473708,4.442094595793757
0.4,9.969669559880403,4.369480065071753
0.5,9.962874231417416,4.325045203384091
0.6,9.956316678415362,4.294473151991601
0.7,9.950030820620727,4.271827140303954
0.8,9.944044917333107,4.254193810917277
0.9,9.93837867691837,4.2399646921787
1.0,9.9330429492082,4.228172898117347
1.1,9.92804068326953,4.218199106441986
1.2,9.923368381108592,4.209626690219657
1.3,9.91901762217186,4.2021642078977175
1.4,9.914976449264865,4.195601126782772
1.5,9.911230533542321,4.1897811588796685
1.6,9.907764104978764,4.184585496130158
1.7,9.904560667852925,4.179921889510872
1.8,9.901603533638541,4.17571732309578
1.9,9.898876205912753,4.171912977914848
2.0,9.896362649104347,4.168460697767033
2.1,9.89404746820548,4.165320464945513
2.2,9.891916021547425,4.162458569380466
2.3,9.889954484124226,4.15984626238115
2.4,9.888149875011573,4.157458754165896
2.5,9.886490059215491,4.15527445844505
2.6,9.884963731736445,4.153274416543575
2.7,9.883560389650645,4.1514418533093504
2.8,9.88227029648779,4.149761830643264
2.9,9.881084442028202,4.148220973971308
3.0,9.87999449977153,4.1468072536797616
3.1,9.878992783678148,4.14550980831884
3.2,9.87807220530061,4.144318799826386
3.3,9.877226232065759,4.143225293524166
3.4,9.876448847206154,4.142221157466192
3.5,9.8757345116493,4.141298977060188
3.6,9.875078128035856,4.140451981873788
3.7,9.874475006940221,4.139673982271468
3.8,9.873920835298346,4.138959314075108
3.9,9.873411647000399,4.1383027898500835
4.0,9.872943795574507,4.1376996557260535
4.1,9.872513928867752,4.137145552893349
4.2,9.872118965618816,4.136636483091721
4.3,9.871756073810795,4.136168777542153
4.4,9.871422650691024,4.135739068875386
4.5,9.87111630434584,4.135344265690104
4.6,9.870834836721427,4.134981529435644
4.7,9.870576227986193,4.134648253362617
4.8,9.870338622135398,4.134342043323248
4.9,9.87012031374427,4.134060700234084
5.0,9.869919735781659,4.133802204038598
5.1,9.869735448402066,4.133564699027602
5.2,9.869566128639525,4.1333464803922375
5.3,9.869410560932263,4.1331459818984495
5.4,9.86926762841231,4.132961764583731
5.5,9.869136304899117,4.132792506387229
5.6,9.869015647540925,4.132636992633
5.7,9.868904790051912,4.132494107294017
5.8,9.868802936497218,4.132362824971156
5.9,9.868709355581755,4.132242203527464
6.0,9.868623375402116,4.132131377323265
6.1,9.868544378624184,4.132029551002437
6.2,9.868471798052013,4.131935993784506
6.3,9.86840511255631,4.131850034221013
6.4,9.868343843333387,4.13177105537818
6.5,9.86828755046782,4.131698490411017
6.6,9.868235829774171,4.1316318184969525
6.7,9.868188309895134,4.131570561099703
6.8,9.868144649635324,4.131514278536493
6.9,9.868104535511582,4.131462566823966
7.0,9.868067679502218,4.131415054780134
7.1,9.868033816979006,4.131371401361549
7.2,9.86800270480719,4.131331293216629
7.3,9.86797411959975,4.131294442437558
7.4,9.867947856113483,4.131260584494652
7.5,9.86792372577532,4.131229476338384
7.6,9.86790155532838,4.131200894655465
7.7,9.867881185587951,4.131174634266467
7.8,9.867862470298528,4.131150506653515
7.9,9.86784527508368,4.131128338607486
8.0,9.867829476481216,4.131107970985028
8.1,9.867814961056716,4.131089257566457
8.2,9.867801624589053,4.131072064006408
8.3,9.867789371322068,4.131056266869624
8.4,9.867778113277053,4.131041752745067
8.5,9.86776776962103,4.131028417431924
8.6,9.867758266086378,4.131016165191701
8.7,9.867749534437582,4.131004908061059
8.8,9.867741511981295,4.130994565220414
8.9,9.867734141116197,4.130985062413822
9.0,9.867727368919411,4.130976331415968
9.1,9.867721146766518,4.130968309542415
9.2,9.86771542998242,4.1309609391996425
9.3,9.867710177520589,4.130954167471609
9.4,9.867705351668329,4.130947945739885
9.5,9.86770091777602,4.130942229334647
9.6,9.867696844008302,4.1309369772139926
9.7,9.867693101115538,4.13093215166931
9.8,9.867689662223752,4.130927718054569
9.9,9.86768650264172,4.130923644537599
10.0,9.867683599683646,4.130919901871564
