tool,run_id,dx_um,dt_min,average_source,center_source,resolution_label,time_min,average_uM,center_uM
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,5.5,9.987989789309886,9.85865205327469
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,5.6,9.987980610020037,9.858622963770076
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,5.7,9.987972214991201,9.858596359656246
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,5.8,9.987964537218177,9.858572028577061
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,5.9,9.98795751542036,9.858549776322056
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,6.0,9.987951093552695,9.858529425275472
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,6.1,9.987945220358382,9.85851081299797
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,6.2,9.987939848959877,9.858493790929629
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,6.3,9.987934936484695,9.858478223203882
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,6.4,9.987930443723293,9.858463985562848
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,6.5,9.987926334816052,9.858450964365355
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,6.6,9.98792257696715,9.8584390556798
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,6.7,9.98791914018277,9.858428164454487
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,6.8,9.987915997031683,9.858418203758927
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,6.9,9.987913122426372,9.858409094089902
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,7.0,9.987910493422708,9.858400762736904
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,7.1,9.987908089036912,9.858393143201729
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,7.2,9.987905890077982,9.858386174667713
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,7.3,9.987903878994576,9.858379801514292
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,7.4,9.987902039734935,9.858373972873054
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,7.5,9.987900357618695,9.858368642221711
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,7.6,9.98789881921977,9.858363767012781
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,7.7,9.987897412259214,9.85835930833397
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,7.8,9.987896125507111,9.8583552305976
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,7.9,9.987894948693059,9.858351501256545
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,8.0,9.987893872424113,9.858348090544462
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,8.1,9.98789288810988,9.858344971238191
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,8.2,9.987891987893883,9.858342118440481
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,8.3,9.987891164590906,9.858339509381267
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,8.4,9.987890411629625,9.858337123235916
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,8.5,9.987889723000153,9.858334940959022
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,8.6,9.987889093206084,9.858332945132393
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,8.7,9.987888517220615,9.858331119826007
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,8.8,9.987887990446435,9.858329450470892
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,8.9,9.987887508678998,9.858327923742815
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,9.0,9.987887068072999,9.858326527455953
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,9.1,9.987886665111684,9.858325250465613
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,9.2,9.987886296578726,9.858324082579294
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,9.3,9.987885959532637,9.85832301447532
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,9.4,9.987885651283245,9.858322037628445
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,9.5,9.987885369370174,9.858321144241813
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,9.6,9.98788511154331,9.858320327184709
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,9.7,9.98788487574477,9.858319579935662
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,9.8,9.987884660092474,9.858318896530381
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,9.9,9.987884462865164,9.858318271514161
PhysiCell,PhysiCell_dx_2um_uptake,2.0,,mean over all voxels,mean over center voxels,voxel size=2 um,10.0,9.987884282488656,9.858317699898327
