tool,run_id,dx_um,dt_min,average_source,center_source,resolution_label,time_min,average_uM,center_uM
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,0.0,10.0,10.0
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,0.1,9.799528007084094,5.548326170795182
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,0.2,9.731405652159918,5.022234734277785
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,0.3,9.679554019435423,4.763975401212094
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,0.4,9.637290378012064,4.582961218330695
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,0.5,9.602753774584109,4.448300566018145
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,0.6,9.574555166619952,4.3451693337944794
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,0.7,9.551548572891557,4.264542505549947
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,0.8,9.532786212980206,4.200550395827935
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,0.9,9.517487448728344,4.149194699984676
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,1.0,9.505011961419717,4.1076437820780765
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,1.1,9.494836261505379,4.073825476444904
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,1.2,9.48653339243894,4.0461816556324885
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,1.3,9.479755679603285,4.0235144980396935
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,1.4,9.474220272325935,4.0048866954445215
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,1.5,9.469697157757448,3.9895544728237518
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,1.6,9.465999303079226,3.976921197419374
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,1.7,9.462974594005637,3.966504292382588
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,1.8,9.460499267898285,3.957910995787914
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,1.9,9.458472578053055,3.9508201668509746
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,2.0,9.456812465099308,3.944968341046749
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,2.1,9.45545204831924,3.9401388504914845
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,2.2,9.454336782401825,3.9361532112627886
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,2.3,9.453422153204402,3.932864225523896
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,2.4,9.45267180964542,3.930150406739735
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,2.5,9.452056048330904,3.9279114430140627
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,2.6,9.451550583468618,3.9260644862183445
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,2.7,9.45113554759914,3.9245411052179517
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,2.8,9.450794679179845,3.9232847776849753
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,2.9,9.450514661541312,3.9222488214921634
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,3.0,9.450284584573875,3.9213946865623655
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,3.1,9.450095506009264,3.920690543281805
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,3.2,9.449940093596549,3.9201101154798517
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,3.3,9.449812333042598,3.9196317154100906
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,3.4,9.449707289464747,3.9192374457416035
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,3.5,9.449620912423839,3.9189125397103672
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,3.6,9.44954987647853,3.9186448155963878
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,3.7,9.449491450714968,3.918424225810467
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,3.8,9.449443391929936,3.9182424842688794
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,3.9,9.449403857136469,3.9180927585388634
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,4.0,9.449371331864297,3.9179694155593108
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,4.1,9.449344571379445,3.9178678116642454
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,4.2,9.449322552476714,3.9177841192311567
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,4.3,9.4493044339295,3.9177151835979607
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,4.4,9.449289524031823,3.917658404988398
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,4.5,9.449277253952955,3.9176116410940316
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,4.6,9.449267155857902,3.9175731267137763
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,4.7,9.44925884493688,3.91754140747547
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,4.8,9.44925200464214,3.917515285180344
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,4.9,9.449246374557232,3.9174937727385273
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,5.0,9.449241740427473,3.917476057017467
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,5.1,9.449237925965175,3.9174614682174296
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,5.2,9.449234786112726,3.9174494546301255
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,5.3,9.44923220150331,3.917439561836318
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,5.4,9.449230073905882,3.9174314155632506
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,5.5,9.449228322478993,3.917424707559222
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,5.6,9.44922688068955,3.9174191839551495
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,5.7,9.449225693778269,3.917414635675855
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,5.8,9.449224716674603,3.917410890540629
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,5.9,9.449223912281315,3.9174078067557705
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,6.0,9.449223250063081,3.9174052675541375
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,6.1,9.449222704885145,3.917403176779718
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,6.2,9.44922225605767,3.9174014552507463
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,6.3,9.449221886549333,3.9174000377642573
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,6.4,9.449221582340131,3.9173988706289826
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,6.5,9.449221331888738,3.9173979096334777
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,6.6,9.44922112569415,3.9173971183727474
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,6.7,9.449220955934868,3.917396466870167
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,6.8,9.449220816171929,3.9173959304425785
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,6.9,9.449220701104467,3.9173954887657154
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,7.0,9.449220606368504,3.9173951251045622
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,7.1,9.449220528371333,3.917394825679594
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,7.2,9.44922046415517,3.917394579144894
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,7.3,9.44922041128494,3.9173943761583994
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,7.4,9.449220367755881,3.9173942090280285
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,7.5,9.449220331917495,3.917394071420303
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,7.6,9.44922030241093,3.9173939581203947
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,7.7,9.449220278117448,3.9173938648345725
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,7.8,9.449220258115986,3.917393788027508
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,7.9,9.44922024164823,3.9173937247883432
PhysiCell,PhysiCell_dx_40um_uptake,40.0,,mean over all voxels,mean over center voxels,voxel size=40 um,8.0,9.449220228089853,3.9173936727203755
