tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,time_min,average_uM,origin_center_uM,center_uM,cell_voxel_average_uM
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,0.0,10.0,10.0,10.0,10.0
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,0.1,9.98138913604315,7.9560442458944864,9.845303236805318,9.845303236805318
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,0.2,9.969001499862998,7.6450687554837105,9.606236913607797,9.606236913607797
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,0.3,9.957272135692603,7.481237795330442,9.440910156945382,9.440910156945382
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,0.4,9.946222297329179,7.377177336694349,9.326902104442398,9.326902104442398
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,0.5,9.935954332849109,7.303872944858439,9.243517264108778,9.243517264108778
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,0.6,9.9265417755397,7.248764358680865,9.179431879776214,9.179431879776214
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,0.7,9.91801029746927,7.205478863556748,9.128335458256586,9.128335458256586
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,0.8,9.910344856059254,7.170417908466803,9.086482366065324,9.086482366065324
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,0.9,9.903502631072671,7.141384795841545,9.051514297887362,9.051514297887362
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,1.0,9.89742471508418,7.116954769960038,9.021869726194339,9.021869726194339
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min__volume_1000um3,20.0,12044,0.005,1000.0,100.0,1.1,9.892044783768059,7.096156367909563,8.996468419869878,8.996468419869878
