140	 -4.99172, 0, 0	 5.00827, 0, 0
141	 -4.99172, 0, 0	 5.00827, 0, 0
142	 -4.99172, 0, 0	 5.00827, 0, 0
143	 -4.99172, 0, 0	 5.00827, 0, 0
144	 -4.99172, 0, 0	 5.00827, 0, 0
145	 -4.99172, 0, 0	 5.00827, 0, 0
146	 -4.99172, 0, 0	 5.00827, 0, 0
147	 -4.99172, 0, 0	 5.00827, 0, 0
148	 -4.99172, 0, 0	 5.00827, 0, 0
149	 -4.99172, 0, 0	 5.00827, 0, 0
150	 -4.99172, 0, 0	 5.00827, 0, 0
151	 -4.99172, 0, 0	 5.00827, 0, 0
152	 -4.99172, 0, 0	 5.00827, 0, 0
153	 -4.99172, 0, 0	 5.00827, 0, 0
154	 -4.99172, 0, 0	 5.00827, 0, 0
155	 -4.99172, 0, 0	 5.00827, 0, 0
156	 -4.99172, 0, 0	 5.00827, 0, 0
157	 -4.99172, 0, 0	 5.00827, 0, 0
158	 -4.99172, 0, 0	 5.00827, 0, 0
159	 -4.99172, 0, 0	 5.00827, 0, 0
160	 -4.99172, 0, 0	 5.00827, 0, 0
161	 -4.99172, 0, 0	 5.00827, 0, 0
162	 -4.99172, 0, 0	 5.00827, 0, 0
163	 -4.99172, 0, 0	 5.00827, 0, 0
164	 -4.99172, 0, 0	 5.00827, 0, 0
165	 -4.99172, 0, 0	 5.00827, 0, 0
166	 -4.99172, 0, 0	 5.00827, 0, 0
167	 -4.99172, 0, 0	 5.00827, 0, 0
168	 -4.99172, 0, 0	 5.00827, 0, 0
169	 -4.99172, 0, 0	 5.00827, 0, 0
170	 -4.99172, 0, 0	 5.00827, 0, 0
171	 -4.99172, 0, 0	 5.00827, 0, 0
172	 -4.99172, 0, 0	 5.00827, 0, 0
173	 -4.99172, 0, 0	 5.00827, 0, 0
174	 -4.99172, 0, 0	 5.00827, 0, 0
175	 -4.99172, 0, 0	 5.00827, 0, 0
176	 -4.99172, 0, 0	 5.00827, 0, 0
177	 -4.99172, 0, 0	 5.00827, 0, 0
178	 -4.99172, 0, 0	 5.00827, 0, 0
179	 -4.99172, 0, 0	 5.00827, 0, 0
180	 -4.99172, 0, 0	 5.00827, 0, 0
