time_min,average_uM,center_corner_mean_uM
0.0,10.0,10.0
0.1,9.99901695679337,9.999999999999993
0.2,9.998043797544016,9.936827632121156
0.3,9.997076297505057,9.904662913757097
0.4,9.996117157881072,9.885574676956683
0.5,9.995170573942117,9.872776233571415
0.6,9.994241220713029,9.86349388316847
0.7,9.993333622180266,9.856388331327118
0.8,9.99245176189093,9.850731542955197
0.9,9.991598887541787,9.846092340083757
1.0,9.990777455072864,9.842198270595985
1.1,9.989989160942576,9.838868267374563
1.2,9.989235022419193,9.835977061548096
1.3,9.988515478204736,9.83343511546893
1.4,9.987830492175933,9.831176684589963
1.5,9.98717965062424,9.829152389168012
1.6,9.98656224839157,9.827324413100953
1.7,9.98597736236429,9.825663298813083
1.8,9.985423912519751,9.824145747806453
1.9,9.984900711599492,9.822753075382337
2.0,9.984406504847895,9.821470102903783
2.1,9.98394000132746,9.820284349914974
2.2,9.983499898239762,9.819185436167745
2.3,9.983084899527984,9.818164633328378
2.4,9.982693729860525,9.817214525144632
2.5,9.982325144920303,9.816328747305558
2.6,9.981977938765015,9.815501786567033
2.7,9.981650948883292,9.814728824415015
2.8,9.981343059452808,9.814005614504184
2.9,9.98105320320697,9.8133283859144
3.0,9.980780362234714,9.812693766280638
3.1,9.98052356797137,9.812098720316026
3.2,9.980281900584448,9.811540500324757
3.3,9.980054487914837,9.811016606102132
3.4,9.979840504098949,9.810524752219568
3.5,9.979639167969976,9.81006284114627
3.6,9.979449741313985,9.809628941004798
3.7,9.979271527039492,9.809221267022354
3.8,9.979103867305174,9.808838165943257
3.9,9.978946141639604,9.808478102825553
4.0,9.978797765078303,9.8081396497669
4.1,9.978658186336846,9.807821476200182
4.2,9.97852688603342,9.807522340473607
4.3,9.978403374970272,9.807241082488375
4.4,9.978287192480279,9.80697661721283
4.5,9.978177904842545,9.80672792892796
4.6,9.978075103769019,9.806494066087634
4.7,9.977978404962737,9.806274136699429
4.8,9.977887446747255,9.806067304149682
4.9,9.97780188876613,9.805872783410598
5.0,9.97772141075056,9.805689837578484
5.1,9.977645711353157,9.80551777470118
5.2,9.977574507045304,9.805355944859889
5.3,9.977507531075597,9.805203737476491
5.4,9.977444532486606,9.805060578821934
5.5,9.97738527518724,9.804925929705153
5.6,9.977329537078045,9.804799283324932
5.7,9.97727710922672,9.804680163269676
5.8,9.977227795091178,9.80456812165199
5.9,9.977181409787736,9.80446273736677
6.0,9.977137779401867,9.804363614462734
6.1,9.977096740339238,9.804270380618588
6.2,9.977058138714744,9.804182685715986
6.3,9.977021829777424,9.804100200502145
6.4,9.976987677369166,9.804022615335832
6.5,9.976955553415353,9.803949639010895
6.6,9.976925337445495,9.80388099765213
6.7,9.97689691614222,9.803816433678637
6.8,9.976870182916874,9.80375570483028
6.9,9.976845037510275,9.803698583253167
7.0,9.97682138561706,9.803644854640408
7.1,9.976799138532291,9.80359431742465
7.2,9.976778212819031,9.803546782019168
7.3,9.976758529995555,9.803502070104514
7.4,9.976740016241193,9.803460013957878
7.5,9.976722602119539,9.8034204558226
7.6,9.976706222318152,9.803383247315356
7.7,9.976690815403643,9.803348248868733
7.8,9.976676323591349,9.803315329207056
7.9,9.976662692528608,9.80328436485346
8.0,9.976649871090988,9.803255239666356
8.1,9.976637811190534,9.803227844403455
8.2,9.97662646759545,9.803202076311788
8.3,9.97661579776046,9.803177838742084
8.4,9.976605761667257,9.803155040786123
8.5,9.976596321674416,9.803133596935623
8.6,9.97658744237622,9.803113426761431
8.7,9.976579090469897,9.803094454611784
8.8,9.976571234630685,9.803076609328496
8.9,9.97656384539437,9.803059823980012
9.0,9.976556895046789,9.803044035610355
9.1,9.976550357519852,9.803029185002941
9.2,9.97654420829381,9.803015216458478
9.3,9.97653842430528,9.803002077586022
9.4,9.976532983860736,9.802989719106478
9.5,9.976527866555143,9.802978094667742
9.6,9.976523053195454,9.802967160670859
9.7,9.97651852572859,9.802956876106487
9.8,9.976514267173751,9.802947202401075
9.9,9.976510261558726,9.802938103272194
10.0,9.976506493859977,9.80292954459243
