0: 10,18,17,19
2: 4,12,25,29,24
3: 30,25
4: 12,32,2,14
5: 10,19,22
6: 23,31
7: 21,26,27
8: 29,17,27,15
9: 30,16,17,19,24
10: 20,0,5
11: 22
12: 4,21,27,32,2
13: 21,32
14: 4,25
15: 28,18,8
16: 31,9,19,22
17: 8,29,9,19,0
18: 15,28,0
19: 9,16,17,0,5
20: 10
21: 7,12,13,26,27
22: 11,5,16
23: 6
24: 30,25,29,9,2
25: 24,2,14,3
26: 7,21
27: 7,12,21,8,29
28: 15,18
29: 8,17,24,27,2
30: 31,9,24,3
31: 30,16,6
32: 4,12,13
