snap,conc_single
741,9.437201476503628
742,9.437302352594259
743,9.43740219372485
744,9.437501010513788
745,9.437598813470533
746,9.437695612996713
747,9.43779141938724
748,9.437886242831407
749,9.437980093413959
750,9.43807298111618
751,9.438164915816953
752,9.4382559072938
753,9.438345965223931
754,9.438435099185261
755,9.438523318657461
756,9.438610633022925
757,9.43869705156779
758,9.438782583482917
759,9.438867237864883
760,9.438951023716925
761,9.439033949949907
762,9.439116025383283
763,9.439197258746017
764,9.439277658677511
765,9.439357233728533
766,9.439435992362124
767,9.439513942954498
768,9.439591093795919
769,9.439667453091609
770,9.439743028962605
771,9.439817829446618
772,9.439891862498902
773,9.439965135993084
774,9.44003765772202
775,9.440109435398606
776,9.440180476656606
777,9.440250789051465
778,9.440320380061113
779,9.440389257086757
780,9.440457427453675
781,9.440524898411976
782,9.440591677137398
783,9.440657770732054
784,9.440723186225192
785,9.440787930573942
786,9.440852010664049
787,9.440915433310627
788,9.440978205258851
789,9.441040333184704
790,9.441101823695673
791,9.441162683331456
792,9.441222918564655
793,9.441282535801454
794,9.441341541382332
795,9.441399941582699
796,9.441457742613586
797,9.441514950622304
798,9.441571571693094
799,9.441627611847766
800,9.441683077046358
801,9.44173797318776
802,9.441792306110333
803,9.441846081592542
804,9.441899305353571
805,9.441951983053915
806,9.44200412029601
807,9.442055722624797
808,9.442106795528339
809,9.442157344438387
810,9.442207374730971
811,9.44225689172695
812,9.442305900692606
813,9.442354406840188
814,9.44240241532846
815,9.44244993126327
816,9.44249695969808
817,9.442543505634495
818,9.442589574022813
819,9.442635169762545
820,9.44268029770293
821,9.442724962643453
822,9.442769169334367
823,9.44281292247718
824,9.44285622672517
825,9.44289908668386
826,9.442941506911545
827,9.442983491919733
828,9.443025046173652
829,9.443066174092722
830,9.443106880051017
831,9.443147168377733
832,9.443187043357652
833,9.443226509231595
834,9.443265570196877
835,9.443304230407737
836,9.443342493975809
837,9.443380364970537
838,9.443417847419605
839,9.443454945309382
840,9.443491662585346
841,9.443528003152476
842,9.4435639708757
843,9.443599569580297
844,9.443634803052285
845,9.443669675038857
846,9.44370418924874
847,9.443738349352627
848,9.443772158983544
849,9.443805621737246
850,9.443838741172593
851,9.44387152081193
852,9.443903964141475
853,9.443936074611665
854,9.443967855637547
855,9.443999310599123
856,9.444030442841719
857,9.444061255676347
858,9.444091752380036
859,9.4441219361962
860,9.444151810334978
861,9.44418137797357
862,9.444210642256586
863,9.444239606296359
864,9.444268273173309
865,9.444296645936236
866,9.444324727602671
867,9.444352521159177
868,9.44438002956168
869,9.444407255735783
870,9.444434202577067
871,9.444460872951412
872,9.444487269695284
873,9.444513395616053
874,9.444539253492293
875,9.444564846074062
876,9.444590176083207
877,9.444615246213646
878,9.444640059131663
879,9.444664617476182
880,9.44468892385906
881,9.444712980865349
882,9.444736791053579
883,9.444760356956033
884,9.444783681079022
885,9.444806765903126
886,9.44482961388349
887,9.44485222745006
888,9.444874609007853
889,9.444896760937214
890,9.44491868559407
891,9.444940385310172
892,9.444961862393342
893,9.444983119127734
894,9.445004157774067
895,9.445024980569857
896,9.445045589729679
897,9.445065987445364
898,9.445086175886281
899,9.445106157199518
900,9.445125933510159
901,9.44514550692146
902,9.44516487951512
903,9.445184053351467
904,9.445203030469694
905,9.445221812888075
906,9.445240402604176
907,9.445258801595065
908,9.445277011817529
909,9.44529503520828
910,9.44531287368416
911,9.445330529142336
912,9.445348003460524
913,9.445365298497167
914,9.445382416091643
915,9.445399358064458
916,9.44541612621744
917,9.445432722333935
918,9.44544914817898
919,9.445465405499519
920,9.445481496024568
921,9.445497421465392
922,9.445513183515716
923,9.445528783851874
924,9.445544224133016
925,9.445559506001251
926,9.445574631081856
927,9.445589600983428
928,9.44560441729806
929,9.44561908160151
930,9.445633595453367
931,9.445647960397224
932,9.445662177960834
933,9.445676249656273
934,9.445690176980115
935,9.44570396141357
936,9.445717604422644
937,9.445731107458318
938,9.445744471956683
939,9.445757699339087
940,9.445770791012297
941,9.445783748368658
942,9.445796572786222
943,9.4458092656289
944,9.445821828246618
945,9.445834261975442
946,9.445846568137737
947,9.445858748042298
948,9.445870802984498
949,9.44588273424641
950,9.445894543096967
951,9.445906230792065
952,9.445917798574726
953,9.445929247675224
954,9.445940579311198
955,9.445951794687806
956,9.44596289499783
957,9.445973881421823
958,9.445984755128226
959,9.44599551727349
960,9.446006169002198
961,9.446016711447188
962,9.446027145729687
963,9.446037472959413
964,9.446047694234688
965,9.446057810642582
966,9.446067823259002
967,9.446077733148819
968,9.446087541365978
969,9.446097248953617
970,9.446106856944157
971,9.446116366359442
972,9.44612577821083
973,9.446135093499288
974,9.446144313215536
975,9.44615343834011
976,9.446162469843493
977,9.446171408686219
978,9.446180255818955
979,9.44618901218262
980,9.446197678708478
981,9.44620625631824
982,9.44621474592416
983,9.446223148429132
984,9.446231464726791
985,9.446239695701593
986,9.446247842228932
987,9.446255905175214
988,9.44626388539795
989,9.446271783745871
990,9.446279601058986
991,9.446287338168684
992,9.446294995897832
993,9.446302575060855
994,9.446310076463813
995,9.446317500904506
996,9.446324849172546
997,9.446332122049443
998,9.446339320308688
999,9.446346444715836
