tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1000um3,3,12044,0.005,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1000um3,3,12044,0.005,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.996419711275589,6.627477335596406,0.0029920928893113386
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1000um3,3,12044,0.005,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.993069827633825,6.494974260676583,0.0029316852190511772
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1000um3,3,12044,0.005,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.989629844422417,6.540437338803919,0.003028724192630977
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1000um3,3,12044,0.005,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.986239901448641,6.501706016290328,0.0030107042424163946
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1000um3,3,12044,0.005,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.982932799986171,6.47616209796014,0.00299883731105655
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1000um3,3,12044,0.005,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.979598838447503,6.62694686167047,0.003095642043751803
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1000um3,3,12044,0.005,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.976366301607401,8.241235837313681,8.057937034761142
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1000um3,3,12044,0.005,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.973319334597637,8.22422928552056,8.041273719343682
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1000um3,3,12044,0.005,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.970470911453416,8.210057278326255,8.027377457543
PhysiCell,dx_3um__uptake_12044__dtdiff_0p005min__volume_1000um3,3,12044,0.005,1000.0,100.0,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.967827902601034,8.198353472307101,8.015906031449962
