tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,time_min,average_uM,origin_center_uM,center_uM,cell_voxel_average_uM
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,0.0,10.0,10.0,10.0,10.0
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,0.1,9.743014126020263,4.574995338325688,9.130768633169813,4.57499533832569
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,0.2,9.676801553543687,4.249906814460973,8.481876591455867,4.249906814460977
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,0.3,9.622940277602108,4.02553193308785,8.033971702382582,4.025531933087851
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,0.4,9.579152145446209,3.8634582279491765,7.7104103840103315,3.863458227949179
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,0.5,9.54358895373466,3.7422522839498695,7.468421796044712,3.7422522839498713
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,0.6,9.514730432687188,3.649216360483253,7.282664804517262,3.6492163604832557
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,0.7,9.491325277938534,3.5764049498156547,7.13728120114352,3.576404949815657
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,0.8,9.4723472799557,3.5185975340131543,7.0218509301525645,3.518597534013159
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,0.9,9.456958412953433,3.4722140964919026,6.929228052129873,3.472214096491905
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,1.0,9.444476831942406,3.434707245146,6.8543276389914825,3.434707245146004
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,1.1,9.434349295460123,3.40420656330736,6.793415972471002,3.4042065633073633
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,1.2,9.42612775609258,3.3793022177899372,6.7436786502128765,3.379302217789939
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,1.3,9.419449777506845,3.3589084581485835,6.702948139740893,3.3589084581485853
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,1.4,9.414022345792619,3.3421745548998594,6.669526017074973,3.3421745548998607
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,1.5,9.409608605900758,3.328424798902342,6.642063210856277,3.3284247989023434
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,1.6,9.406017064526994,3.3171168262282227,6.619476823780615,3.3171168262282236
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_1000um3,40.0,12044,0.01,1000.0,100.0,1.7,9.403092840130071,3.3078118237072323,6.600890667061812,3.307811823707234
