0 0 0
0.01 9.62963 0
0.02 9.73333 2.8
0.03 9.80593 4.76
0.04 9.85674 6.132
0.05 9.89231 7.0924
0.06 9.91721 7.76468
0.07 9.93464 8.23528
0.08 9.94684 8.56469
0.09 9.95538 8.79529
0.1 9.96136 8.9567
0.11 9.96554 9.06969
0.12 9.96847 9.14878
0.13 9.97052 9.20415
0.14 9.97196 9.2429
0.15 9.97296 9.27003
0.16 9.97367 9.28902
0.17 9.97416 9.30232
0.18 9.9745 9.31162
0.19 9.97475 9.31813
0.2 9.97491 9.32269
0.21 9.97503 9.32589
0.22 9.97512 9.32812
0.23 9.97517 9.32968
0.24 9.97521 9.33078
0.25 9.97524 9.33155
0.26 9.97526 9.33208
0.27 9.97528 9.33246
0.28 9.97529 9.33272
0.29 9.97529 9.3329
0.3 9.9753 9.33303
0.31 9.9753 9.33312
0.32 9.9753 9.33319
0.33 9.9753 9.33323
0.34 9.97531 9.33326
0.35 9.97531 9.33328
0.36 9.97531 9.3333
0.37 9.97531 9.33331
0.38 9.97531 9.33332
0.39 9.97531 9.33332
0.4 9.97531 9.33332
0.41 9.97531 9.33333
0.42 9.97531 9.33333
0.43 9.97531 9.33333
0.44 9.97531 9.33333
0.45 9.97531 9.33333
0.46 9.97531 9.33333
0.47 9.97531 9.33333
0.48 9.97531 9.33333
0.49 9.97531 9.33333
0.5 9.97531 9.33333
0.51 9.97531 9.33333
0.52 9.97531 9.33333
0.53 9.97531 9.33333
0.54 9.97531 9.33333
0.55 9.97531 9.33333
0.56 9.97531 9.33333
0.57 9.97531 9.33333
0.58 9.97531 9.33333
0.59 9.97531 9.33333
0.6 9.97531 9.33333
0.61 9.97531 9.33333
0.62 9.97531 9.33333
0.63 9.97531 9.33333
0.64 9.97531 9.33333
0.65 9.97531 9.33333
0.66 9.97531 9.33333
0.67 9.97531 9.33333
0.68 9.97531 9.33333
0.69 9.97531 9.33333
0.7 9.97531 9.33333
0.71 9.97531 9.33333
0.72 9.97531 9.33333
0.73 9.97531 9.33333
0.74 9.97531 9.33333
0.75 9.97531 9.33333
0.76 9.97531 9.33333
0.77 9.97531 9.33333
0.78 9.97531 9.33333
0.79 9.97531 9.33333
0.8 9.97531 9.33333
0.81 9.97531 9.33333
0.82 9.97531 9.33333
0.83 9.97531 9.33333
0.84 9.97531 9.33333
0.85 9.97531 9.33333
0.86 9.97531 9.33333
0.87 9.97531 9.33333
0.88 9.97531 9.33333
0.89 9.97531 9.33333
0.9 9.97531 9.33333
0.91 9.97531 9.33333
0.92 9.97531 9.33333
0.93 9.97531 9.33333
0.94 9.97531 9.33333
0.95 9.97531 9.33333
0.96 9.97531 9.33333
0.97 9.97531 9.33333
0.98 9.97531 9.33333
0.99 9.97531 9.33333
1 9.97531 9.33333
1.01 9.97531 9.33333
1.02 9.97531 9.33333
1.03 9.97531 9.33333
1.04 9.97531 9.33333
1.05 9.97531 9.33333
1.06 9.97531 9.33333
1.07 9.97531 9.33333
1.08 9.97531 9.33333
1.09 9.97531 9.33333
1.1 9.97531 9.33333
1.11 9.97531 9.33333
1.12 9.97531 9.33333
1.13 9.97531 9.33333
1.14 9.97531 9.33333
1.15 9.97531 9.33333
1.16 9.97531 9.33333
1.17 9.97531 9.33333
1.18 9.97531 9.33333
1.19 9.97531 9.33333
1.2 9.97531 9.33333
1.21 9.97531 9.33333
1.22 9.97531 9.33333
1.23 9.97531 9.33333
1.24 9.97531 9.33333
1.25 9.97531 9.33333
1.26 9.97531 9.33333
1.27 9.97531 9.33333
1.28 9.97531 9.33333
1.29 9.97531 9.33333
1.3 9.97531 9.33333
1.31 9.97531 9.33333
1.32 9.97531 9.33333
1.33 9.97531 9.33333
1.34 9.97531 9.33333
1.35 9.97531 9.33333
1.36 9.97531 9.33333
1.37 9.97531 9.33333
1.38 9.97531 9.33333
1.39 9.97531 9.33333
1.4 9.97531 9.33333
1.41 9.97531 9.33333
1.42 9.97531 9.33333
1.43 9.97531 9.33333
1.44 9.97531 9.33333
1.45 9.97531 9.33333
1.46 9.97531 9.33333
1.47 9.97531 9.33333
1.48 9.97531 9.33333
1.49 9.97531 9.33333
1.5 9.97531 9.33333
1.51 9.97531 9.33333
1.52 9.97531 9.33333
1.53 9.97531 9.33333
1.54 9.97531 9.33333
1.55 9.97531 9.33333
1.56 9.97531 9.33333
