id,x,y,z,velocity,is_motile,migration_speed,mvx,mvy,mvz,dt,persistence_time
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.6000000000000005,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.7,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.800000000000001,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.9,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.0,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.1000000000000005,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.2,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.300000000000001,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.4,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.5,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.6000000000000005,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.7,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.800000000000001,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.9,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.1,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.200000000000001,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.3,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.4,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.5,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.6,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.700000000000001,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.8,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.9,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.1,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.200000000000001,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.3,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.4,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.5,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.600000000000001,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.700000000000001,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.8,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.9,0.01
0.0,1.0000000000000002,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.01
