time_s,distance_10um,force_nN
7359,0.999948,1.83391e-09
7362,0.999948,1.82444e-09
7365,0.999948,1.81498e-09
7368,0.999948,1.80551e-09
7371,0.999948,1.79604e-09
7374,0.999948,1.78657e-09
7377,0.999948,1.7771e-09
7380,0.999948,1.76764e-09
7383,0.999948,1.75817e-09
7386,0.999948,1.7487e-09
7389,0.999948,1.73923e-09
7392,0.999948,1.72976e-09
7395,0.999948,1.7203e-09
7398,0.999948,1.71083e-09
7401,0.999948,1.70136e-09
7404,0.999948,1.69189e-09
7407,0.999948,1.68242e-09
7410,0.999948,1.67295e-09
7413,0.999948,1.66349e-09
7416,0.999948,1.65402e-09
7419,0.999948,1.64455e-09
7422,0.999948,1.63508e-09
7425,0.999948,1.62561e-09
7428,0.999948,1.61615e-09
7431,0.999948,1.60668e-09
7434,0.999948,1.59721e-09
7437,0.999948,1.58774e-09
7440,0.999948,1.57827e-09
7443,0.999948,1.56881e-09
7446,0.999948,1.55934e-09
7449,0.999948,1.54987e-09
7452,0.999948,1.5404e-09
7455,0.999948,1.53093e-09
7458,0.999948,1.52147e-09
7461,0.999948,1.512e-09
7464,0.999948,1.50253e-09
7467,0.999948,1.49306e-09
7470,0.999948,1.48359e-09
7473,0.999948,1.47412e-09
7476,0.999948,1.46466e-09
7479,0.999948,1.45519e-09
7482,0.999948,1.44572e-09
7485,0.999948,1.43625e-09
7488,0.999948,1.42678e-09
7491,0.999948,1.41732e-09
7494,0.999948,1.40785e-09
7497,0.999948,1.39838e-09
7500,0.999948,1.38891e-09
7503,0.999948,1.37944e-09
7506,0.999948,1.36998e-09
7509,0.999948,1.36051e-09
7512,0.999948,1.35104e-09
7515,0.999948,1.34157e-09
7518,0.999948,1.33211e-09
7521,0.999948,1.32264e-09
7524,0.999948,1.31317e-09
7527,0.999948,1.3037e-09
7530,0.999948,1.29423e-09
7533,0.999948,1.28477e-09
7536,0.999948,1.2753e-09
7539,0.999948,1.26583e-09
7542,0.999948,1.25636e-09
7545,0.999948,1.24689e-09
7548,0.999948,1.23743e-09
7551,0.999948,1.22796e-09
7554,0.999948,1.21849e-09
7557,0.999948,1.20902e-09
7560,0.999948,1.19955e-09
7563,0.999948,1.19009e-09
7566,0.999948,1.18062e-09
7569,0.999948,1.17115e-09
7572,0.999948,1.16168e-09
7575,0.999948,1.15221e-09
7578,0.999948,1.14275e-09
7581,0.999948,1.13328e-09
7584,0.999948,1.12381e-09
7587,0.999948,1.11434e-09
7590,0.999948,1.10488e-09
7593,0.999948,1.09541e-09
7596,0.999948,1.08594e-09
7599,0.999948,1.07647e-09
7602,0.999948,1.067e-09
7605,0.999948,1.05754e-09
7608,0.999948,1.04807e-09
7611,0.999948,1.0386e-09
7614,0.999948,1.02913e-09
7617,0.999948,1.01966e-09
7620,0.999948,1.0102e-09
7623,0.999948,1.00073e-09
7626,0.999948,9.91262e-10
7629,0.999948,9.81794e-10
7632,0.999948,9.72326e-10
7635,0.999948,9.62858e-10
7638,0.999948,9.5339e-10
7641,0.999948,9.43923e-10
7644,0.999948,9.34455e-10
7647,0.999948,9.24987e-10
7650,0.999948,9.15519e-10
7653,0.999948,9.06052e-10
7656,0.999948,8.96584e-10
7659,0.999948,8.87116e-10
7662,0.999948,8.77648e-10
7665,0.999948,8.68181e-10
7668,0.999948,8.58713e-10
7671,0.999948,8.49245e-10
7674,0.999948,8.39777e-10
7677,0.999948,8.3031e-10
7680,0.999948,8.20842e-10
7683,0.999948,8.11374e-10
7686,0.999948,8.01906e-10
7689,0.999948,7.92439e-10
7692,0.999948,7.82971e-10
7695,0.999948,7.73503e-10
7698,0.999948,7.64036e-10
7701,0.999948,7.54568e-10
7704,0.999948,7.451e-10
7707,0.999948,7.35633e-10
7710,0.999948,7.26165e-10
7713,0.999948,7.16697e-10
7716,0.999948,7.0723e-10
7719,0.999948,6.97762e-10
7722,0.999948,6.88294e-10
7725,0.999948,6.78827e-10
7728,0.999948,6.69359e-10
7731,0.999948,6.59891e-10
7734,0.999948,6.50424e-10
7737,0.999948,6.40956e-10
7740,0.999948,6.31488e-10
7743,0.999948,6.22021e-10
7746,0.999948,6.12553e-10
7749,0.999948,6.03086e-10
7752,0.999948,5.93618e-10
7755,0.999948,5.8415e-10
7758,0.999948,5.74683e-10
7761,0.999948,5.65215e-10
7764,0.999948,5.55748e-10
7767,0.999948,5.4628e-10
7770,0.999948,5.36812e-10
7773,0.999948,5.27345e-10
7776,0.999948,5.17877e-10
7779,0.999948,5.0841e-10
7782,0.999948,4.98942e-10
7785,0.999948,4.89475e-10
7788,0.999948,4.80007e-10
7791,0.999948,4.70539e-10
7794,0.999948,4.61072e-10
7797,0.999948,4.51604e-10
7800,0.999948,4.42137e-10
7803,0.999948,4.32669e-10
7806,0.999948,4.23202e-10
7809,0.999948,4.13734e-10
7812,0.999948,4.04267e-10
7815,0.999948,3.94799e-10
7818,0.999948,3.85332e-10
7821,0.999948,3.75864e-10
7824,0.999948,3.66397e-10
7827,0.999948,3.56929e-10
7830,0.999948,3.47462e-10
7833,0.999948,3.37994e-10
7836,0.999948,3.28527e-10
7839,0.999948,3.19059e-10
7842,0.999948,3.09592e-10
7845,0.999948,3.00124e-10
7848,0.999948,2.90657e-10
7851,0.999948,2.81189e-10
7854,0.999948,2.71722e-10
7857,0.999948,2.62254e-10
7860,0.999948,2.52787e-10
7863,0.999948,2.43319e-10
7866,0.999948,2.33852e-10
7869,0.999948,2.24385e-10
7872,0.999948,2.14917e-10
7875,0.999948,2.0545e-10
7878,0.999948,1.95982e-10
7881,0.999948,1.86515e-10
7884,0.999948,1.77047e-10
7887,0.999948,1.6758e-10
7890,0.999948,1.58113e-10
7893,0.999948,1.48645e-10
7896,0.999948,1.39178e-10
7899,0.999948,1.2971e-10
7902,0.999948,1.20243e-10
7905,0.999948,1.10776e-10
7908,0.999948,1.01308e-10
7911,0.999948,9.18409e-11
7914,0.999948,8.23735e-11
7917,0.999948,7.29061e-11
7920,0.999948,6.34388e-11
7923,0.999948,5.39714e-11
7926,0.999948,4.4504e-11
7929,0.999948,3.50367e-11
7932,0.999948,2.55693e-11
7935,0.999948,1.6102e-11
7938,0.999948,6.63467e-12
7941,0.999948,2.83267e-12
7944,0.999948,1.23e-11
7947,0.999948,2.17673e-11
7950,0.999948,3.12346e-11
7953,0.999948,4.0702e-11
7956,0.999948,5.01693e-11
7959,0.999948,5.96366e-11
7962,0.999948,6.91039e-11
7965,0.999948,7.85712e-11
7968,0.999948,8.80385e-11
7971,0.999948,9.75057e-11
7974,0.999948,1.06973e-10
7977,0.999948,1.1644e-10
7980,0.999948,1.25908e-10
7983,0.999948,1.35375e-10
7986,0.999948,1.44842e-10
7989,0.999948,1.54309e-10
7992,0.999948,1.63777e-10
7995,0.999948,1.73244e-10
7998,0.999948,1.82711e-10
8001,0.999948,1.92178e-10
8004,0.999948,2.01646e-10
8007,0.999948,2.11113e-10
8010,0.999948,2.2058e-10
8013,0.999948,2.30047e-10
8016,0.999948,2.39515e-10
8019,0.999948,2.48982e-10
8022,0.999948,2.58449e-10
8025,0.999948,2.67916e-10
8028,0.999948,2.77383e-10
8031,0.999948,2.86851e-10
8034,0.999948,2.96318e-10
8037,0.999948,3.05785e-10
8040,0.999948,3.15252e-10
8043,0.999948,3.24719e-10
8046,0.999948,3.34187e-10
8049,0.999948,3.43654e-10
8052,0.999948,3.53121e-10
8055,0.999948,3.62588e-10
8058,0.999948,3.72055e-10
8061,0.999948,3.81522e-10
8064,0.999948,3.90989e-10
8067,0.999948,4.00457e-10
8070,0.999948,4.09924e-10
8073,0.999948,4.19391e-10
8076,0.999948,4.28858e-10
8079,0.999948,4.38325e-10
8082,0.999948,4.47792e-10
8085,0.999948,4.57259e-10
8088,0.999948,4.66727e-10
8091,0.999948,4.76194e-10
8094,0.999948,4.85661e-10
8097,0.999948,4.95128e-10
8100,0.999948,5.04595e-10
8103,0.999948,5.14062e-10
8106,0.999948,5.23529e-10
8109,0.999948,5.32996e-10
8112,0.999948,5.42463e-10
8115,0.999948,5.5193e-10
8118,0.999948,5.61397e-10
8121,0.999948,5.70864e-10
8124,0.999948,5.80332e-10
8127,0.999948,5.89799e-10
8130,0.999948,5.99266e-10
8133,0.999948,6.08733e-10
8136,0.999948,6.182e-10
8139,0.999948,6.27667e-10
8142,0.999948,6.37134e-10
8145,0.999948,6.46601e-10
8148,0.999948,6.56068e-10
8151,0.999948,6.65535e-10
8154,0.999948,6.75002e-10
8157,0.999948,6.84469e-10
8160,0.999948,6.93936e-10
8163,0.999948,7.03403e-10
8166,0.999948,7.1287e-10
8169,0.999948,7.22337e-10
8172,0.999948,7.31804e-10
8175,0.999948,7.41271e-10
8178,0.999948,7.50738e-10
8181,0.999948,7.60205e-10
8184,0.999948,7.69672e-10
8187,0.999948,7.79139e-10
8190,0.999948,7.88606e-10
8193,0.999948,7.98073e-10
8196,0.999948,8.0754e-10
8199,0.999948,8.17007e-10
8202,0.999948,8.26474e-10
8205,0.999948,8.35941e-10
8208,0.999948,8.45407e-10
8211,0.999948,8.54874e-10
8214,0.999948,8.64341e-10
8217,0.999948,8.73808e-10
8220,0.999948,8.83275e-10
8223,0.999948,8.92742e-10
8226,0.999948,9.02209e-10
8229,0.999948,9.11676e-10
8232,0.999948,9.21143e-10
8235,0.999948,9.3061e-10
8238,0.999948,9.40077e-10
8241,0.999948,9.49544e-10
8244,0.999948,9.5901e-10
8247,0.999948,9.68477e-10
8250,0.999948,9.77944e-10
8253,0.999948,9.87411e-10
8256,0.999948,9.96878e-10
8259,0.999948,1.00634e-09
8262,0.999948,1.01581e-09
8265,0.999948,1.02528e-09
8268,0.999948,1.03475e-09
8271,0.999948,1.04421e-09
8274,0.999948,1.05368e-09
8277,0.999948,1.06315e-09
8280,0.999948,1.07261e-09
8283,0.999948,1.08208e-09
8286,0.999948,1.09155e-09
8289,0.999948,1.10101e-09
8292,0.999948,1.11048e-09
8295,0.999948,1.11995e-09
8298,0.999948,1.12941e-09
8301,0.999948,1.13888e-09
8304,0.999948,1.14835e-09
8307,0.999948,1.15781e-09
8310,0.999948,1.16728e-09
8313,0.999948,1.17675e-09
8316,0.999948,1.18621e-09
8319,0.999948,1.19568e-09
8322,0.999948,1.20515e-09
8325,0.999948,1.21461e-09
8328,0.999948,1.22408e-09
8331,0.999948,1.23355e-09
8334,0.999948,1.24301e-09
8337,0.999948,1.25248e-09
8340,0.999948,1.26195e-09
8343,0.999948,1.27142e-09
8346,0.999948,1.28088e-09
8349,0.999948,1.29035e-09
8352,0.999948,1.29982e-09
8355,0.999948,1.30928e-09
8358,0.999948,1.31875e-09
8361,0.999948,1.32822e-09
8364,0.999948,1.33768e-09
8367,0.999948,1.34715e-09
8370,0.999948,1.35662e-09
8373,0.999948,1.36608e-09
8376,0.999948,1.37555e-09
8379,0.999948,1.38502e-09
8382,0.999948,1.39448e-09
8385,0.999948,1.40395e-09
8388,0.999948,1.41342e-09
8391,0.999948,1.42288e-09
8394,0.999948,1.43235e-09
8397,0.999948,1.44182e-09
8400,0.999948,1.45128e-09
8403,0.999948,1.46075e-09
8406,0.999948,1.47022e-09
8409,0.999948,1.47968e-09
8412,0.999948,1.48915e-09
8415,0.999948,1.49862e-09
8418,0.999948,1.50808e-09
8421,0.999948,1.51755e-09
8424,0.999948,1.52702e-09
8427,0.999948,1.53648e-09
8430,0.999948,1.54595e-09
8433,0.999948,1.55542e-09
8436,0.999948,1.56488e-09
8439,0.999948,1.57435e-09
8442,0.999948,1.58381e-09
8445,0.999948,1.59328e-09
8448,0.999948,1.60275e-09
8451,0.999948,1.61221e-09
8454,0.999948,1.62168e-09
8457,0.999948,1.63115e-09
8460,0.999948,1.64061e-09
8463,0.999948,1.65008e-09
8466,0.999948,1.65955e-09
8469,0.999948,1.66901e-09
8472,0.999948,1.67848e-09
8475,0.999948,1.68795e-09
8478,0.999948,1.69741e-09
8481,0.999948,1.70688e-09
8484,0.999948,1.71635e-09
8487,0.999948,1.72581e-09
8490,0.999948,1.73528e-09
8493,0.999948,1.74475e-09
8496,0.999948,1.75421e-09
8499,0.999948,1.76368e-09
8502,0.999948,1.77315e-09
8505,0.999948,1.78261e-09
8508,0.999948,1.79208e-09
8511,0.999948,1.80155e-09
8514,0.999948,1.81101e-09
8517,0.999948,1.82048e-09
8520,0.999948,1.82994e-09
8523,0.999948,1.83941e-09
8526,0.999948,1.84888e-09
8529,0.999948,1.85834e-09
8532,0.999948,1.86781e-09
8535,0.999948,1.87728e-09
8538,0.999948,1.88674e-09
8541,0.999948,1.89621e-09
8544,0.999948,1.90568e-09
8547,0.999948,1.91514e-09
8550,0.999948,1.92461e-09
8553,0.999948,1.93408e-09
8556,0.999948,1.94354e-09
8559,0.999948,1.95301e-09
8562,0.999948,1.96247e-09
8565,0.999948,1.97194e-09
8568,0.999948,1.98141e-09
8571,0.999948,1.99087e-09
8574,0.999948,2.00034e-09
8577,0.999948,2.00981e-09
8580,0.999948,2.01927e-09
8583,0.999948,2.02874e-09
8586,0.999948,2.03821e-09
8589,0.999948,2.04767e-09
8592,0.999948,2.05714e-09
8595,0.999948,2.06661e-09
8598,0.999948,2.07607e-09
8601,0.999948,2.08554e-09
8604,0.999948,2.095e-09
8607,0.999948,2.10447e-09
8610,0.999948,2.11394e-09
8613,0.999948,2.1234e-09
8616,0.999948,2.13287e-09
8619,0.999948,2.14234e-09
8622,0.999948,2.1518e-09
8625,0.999948,2.16127e-09
8628,0.999948,2.17073e-09
8631,0.999948,2.1802e-09
8634,0.999948,2.18967e-09
8637,0.999948,2.19913e-09
8640,0.999948,2.2086e-09
8643,0.999948,2.21807e-09
8646,0.999948,2.22753e-09
8649,0.999948,2.237e-09
8652,0.999948,2.24647e-09
8655,0.999948,2.25593e-09
8658,0.999948,2.2654e-09
8661,0.999948,2.27486e-09
8664,0.999948,2.28433e-09
8667,0.999948,2.2938e-09
8670,0.999948,2.30326e-09
8673,0.999948,2.31273e-09
8676,0.999948,2.3222e-09
8679,0.999948,2.33166e-09
8682,0.999948,2.34113e-09
8685,0.999948,2.35059e-09
8688,0.999948,2.36006e-09
8691,0.999948,2.36953e-09
8694,0.999948,2.37899e-09
8697,0.999948,2.38846e-09
8700,0.999948,2.39793e-09
8703,0.999948,2.40739e-09
8706,0.999948,2.41686e-09
8709,0.999948,2.42632e-09
8712,0.999948,2.43579e-09
8715,0.999948,2.44526e-09
8718,0.999948,2.45472e-09
8721,0.999948,2.46419e-09
8724,0.999948,2.47365e-09
8727,0.999948,2.48312e-09
8730,0.999948,2.49259e-09
8733,0.999948,2.50205e-09
8736,0.999948,2.51152e-09
8739,0.999948,2.52099e-09
8742,0.999948,2.53045e-09
8745,0.999948,2.53992e-09
8748,0.999948,2.54938e-09
8751,0.999948,2.55885e-09
8754,0.999948,2.56832e-09
8757,0.999948,2.57778e-09
8760,0.999948,2.58725e-09
8763,0.999948,2.59671e-09
8766,0.999948,2.60618e-09
8769,0.999948,2.61565e-09
8772,0.999948,2.62511e-09
8775,0.999948,2.63458e-09
8778,0.999948,2.64404e-09
8781,0.999948,2.65351e-09
8784,0.999948,2.66298e-09
8787,0.999948,2.67244e-09
8790,0.999948,2.68191e-09
8793,0.999948,2.69138e-09
8796,0.999948,2.70084e-09
8799,0.999948,2.71031e-09
8802,0.999948,2.71977e-09
8805,0.999948,2.72924e-09
8808,0.999948,2.73871e-09
8811,0.999948,2.74817e-09
8814,0.999948,2.75764e-09
8817,0.999948,2.7671e-09
8820,0.999948,2.77657e-09
8823,0.999948,2.78604e-09
8826,0.999948,2.7955e-09
8829,0.999948,2.80497e-09
8832,0.999948,2.81443e-09
8835,0.999948,2.8239e-09
8838,0.999948,2.83337e-09
8841,0.999948,2.84283e-09
8844,0.999948,2.8523e-09
8847,0.999948,2.86176e-09
8850,0.999948,2.87123e-09
8853,0.999948,2.8807e-09
8856,0.999948,2.89016e-09
8859,0.999948,2.89963e-09
8862,0.999948,2.90909e-09
8865,0.999948,2.91856e-09
8868,0.999948,2.92803e-09
8871,0.999948,2.93749e-09
8874,0.999948,2.94696e-09
8877,0.999948,2.95642e-09
8880,0.999948,2.96589e-09
8883,0.999948,2.97536e-09
8886,0.999948,2.98482e-09
8889,0.999948,2.99429e-09
8892,0.999948,3.00375e-09
8895,0.999948,3.01322e-09
8898,0.999948,3.02268e-09
8901,0.999948,3.03215e-09
8904,0.999948,3.04162e-09
8907,0.999948,3.05108e-09
8910,0.999948,3.06055e-09
8913,0.999948,3.07001e-09
8916,0.999948,3.07948e-09
8919,0.999948,3.08895e-09
8922,0.999948,3.09841e-09
8925,0.999948,3.10788e-09
8928,0.999948,3.11734e-09
8931,0.999948,3.12681e-09
8934,0.999948,3.13628e-09
8937,0.999948,3.14574e-09
8940,0.999948,3.15521e-09
8943,0.999948,3.16467e-09
8946,0.999948,3.17414e-09
8949,0.999948,3.1836e-09
8952,0.999948,3.19307e-09
8955,0.999948,3.20254e-09
8958,0.999948,3.212e-09
8961,0.999948,3.22147e-09
8964,0.999948,3.23093e-09
8967,0.999948,3.2404e-09
8970,0.999948,3.24987e-09
8973,0.999948,3.25933e-09
8976,0.999948,3.2688e-09
8979,0.999948,3.27826e-09
8982,0.999948,3.28773e-09
8985,0.999948,3.29719e-09
8988,0.999948,3.30666e-09
8991,0.999948,3.31613e-09
8994,0.999948,3.32559e-09
8997,0.999948,3.33506e-09
9000,0.999948,3.34452e-09
9003,0.999948,3.35399e-09
9006,0.999948,3.36345e-09
9009,0.999948,3.37292e-09
9012,0.999948,3.38239e-09
9015,0.999948,3.39185e-09
9018,0.999948,3.40132e-09
9021,0.999948,3.41078e-09
9024,0.999948,3.42025e-09
9027,0.999948,3.42972e-09
9030,0.999948,3.43918e-09
9033,0.999948,3.44865e-09
9036,0.999948,3.45811e-09
9039,0.999948,3.46758e-09
9042,0.999948,3.47704e-09
9045,0.999948,3.48651e-09
9048,0.999948,3.49598e-09
9051,0.999948,3.50544e-09
9054,0.999948,3.51491e-09
9057,0.999948,3.52437e-09
9060,0.999948,3.53384e-09
9063,0.999948,3.5433e-09
9066,0.999948,3.55277e-09
9069,0.999948,3.56223e-09
9072,0.999948,3.5717e-09
9075,0.999948,3.58117e-09
9078,0.999948,3.59063e-09
9081,0.999948,3.6001e-09
9084,0.999948,3.60956e-09
9087,0.999948,3.61903e-09
9090,0.999948,3.62849e-09
9093,0.999948,3.63796e-09
9096,0.999948,3.64743e-09
9099,0.999948,3.65689e-09
9102,0.999948,3.66636e-09
9105,0.999948,3.67582e-09
9108,0.999948,3.68529e-09
9111,0.999948,3.69475e-09
9114,0.999948,3.70422e-09
9117,0.999948,3.71368e-09
9120,0.999948,3.72315e-09
9123,0.999948,3.73262e-09
9126,0.999948,3.74208e-09
9129,0.999948,3.75155e-09
9132,0.999948,3.76101e-09
9135,0.999948,3.77048e-09
9138,0.999948,3.77994e-09
9141,0.999948,3.78941e-09
9144,0.999948,3.79887e-09
9147,0.999948,3.80834e-09
9150,0.999948,3.81781e-09
9153,0.999948,3.82727e-09
9156,0.999948,3.83674e-09
9159,0.999948,3.8462e-09
9162,0.999948,3.85567e-09
9165,0.999948,3.86513e-09
9168,0.999948,3.8746e-09
9171,0.999948,3.88406e-09
9174,0.999948,3.89353e-09
9177,0.999948,3.903e-09
9180,0.999948,3.91246e-09
9183,0.999948,3.92193e-09
9186,0.999948,3.93139e-09
9189,0.999948,3.94086e-09
9192,0.999948,3.95032e-09
9195,0.999948,3.95979e-09
9198,0.999948,3.96925e-09
9201,0.999948,3.97872e-09
9204,0.999948,3.98818e-09
9207,0.999948,3.99765e-09
9210,0.999948,4.00712e-09
9213,0.999948,4.01658e-09
9216,0.999948,4.02605e-09
9219,0.999948,4.03551e-09
9222,0.999948,4.04498e-09
9225,0.999948,4.05444e-09
9228,0.999948,4.06391e-09
9231,0.999948,4.07337e-09
9234,0.999948,4.08284e-09
9237,0.999948,4.0923e-09
9240,0.999948,4.10177e-09
9243,0.999948,4.11124e-09
9246,0.999948,4.1207e-09
9249,0.999948,4.13017e-09
9252,0.999948,4.13963e-09
9255,0.999948,4.1491e-09
9258,0.999948,4.15856e-09
9261,0.999948,4.16803e-09
9264,0.999948,4.17749e-09
9267,0.999948,4.18696e-09
9270,0.999948,4.19642e-09
9273,0.999948,4.20589e-09
9276,0.999948,4.21535e-09
9279,0.999948,4.22482e-09
9282,0.999948,4.23429e-09
9285,0.999948,4.24375e-09
9288,0.999948,4.25322e-09
9291,0.999948,4.26268e-09
9294,0.999948,4.27215e-09
9297,0.999948,4.28161e-09
9300,0.999948,4.29108e-09
9303,0.999948,4.30054e-09
9306,0.999948,4.31001e-09
9309,0.999948,4.31947e-09
9312,0.999948,4.32894e-09
9315,0.999948,4.3384e-09
9318,0.999948,4.34787e-09
9321,0.999948,4.35733e-09
9324,0.999948,4.3668e-09
9327,0.999948,4.37627e-09
9330,0.999948,4.38573e-09
9333,0.999948,4.3952e-09
9336,0.999948,4.40466e-09
9339,0.999948,4.41413e-09
9342,0.999948,4.42359e-09
9345,0.999948,4.43306e-09
9348,0.999948,4.44252e-09
9351,0.999948,4.45199e-09
9354,0.999948,4.46145e-09
9357,0.999948,4.47092e-09
9360,0.999948,4.48038e-09
9363,0.999948,4.48985e-09
9366,0.999948,4.49931e-09
9369,0.999948,4.50878e-09
9372,0.999948,4.51824e-09
9375,0.999948,4.52771e-09
9378,0.999948,4.53717e-09
9381,0.999948,4.54664e-09
9384,0.999948,4.5561e-09
9387,0.999948,4.56557e-09
9390,0.999948,4.57503e-09
9393,0.999948,4.5845e-09
9396,0.999948,4.59397e-09
9399,0.999948,4.60343e-09
9402,0.999948,4.6129e-09
9405,0.999948,4.62236e-09
9408,0.999948,4.63183e-09
9411,0.999948,4.64129e-09
9414,0.999948,4.65076e-09
9417,0.999948,4.66022e-09
9420,0.999948,4.66969e-09
9423,0.999948,4.67915e-09
9426,0.999948,4.68862e-09
9429,0.999948,4.69808e-09
9432,0.999948,4.70755e-09
9435,0.999948,4.71701e-09
9438,0.999948,4.72648e-09
9441,0.999948,4.73594e-09
9444,0.999948,4.74541e-09
9447,0.999948,4.75487e-09
9450,0.999948,4.76434e-09
9453,0.999948,4.7738e-09
9456,0.999948,4.78327e-09
9459,0.999948,4.79273e-09
9462,0.999948,4.8022e-09
9465,0.999948,4.81166e-09
9468,0.999948,4.82113e-09
9471,0.999948,4.83059e-09
9474,0.999948,4.84006e-09
9477,0.999948,4.84952e-09
9480,0.999948,4.85899e-09
9483,0.999948,4.86845e-09
9486,0.999948,4.87792e-09
9489,0.999948,4.88738e-09
9492,0.999948,4.89685e-09
9495,0.999948,4.90631e-09
9498,0.999948,4.91578e-09
9501,0.999948,4.92524e-09
9504,0.999948,4.93471e-09
9507,0.999948,4.94417e-09
9510,0.999948,4.95364e-09
9513,0.999948,4.9631e-09
9516,0.999948,4.97257e-09
9519,0.999948,4.98203e-09
9522,0.999948,4.9915e-09
9525,0.999948,5.00096e-09
9528,0.999948,5.01043e-09
9531,0.999948,5.01989e-09
9534,0.999948,5.02936e-09
9537,0.999948,5.03882e-09
9540,0.999948,5.04829e-09
9543,0.999948,5.05775e-09
9546,0.999948,5.06722e-09
9549,0.999948,5.07668e-09
9552,0.999948,5.08615e-09
9555,0.999948,5.09561e-09
9558,0.999948,5.10508e-09
9561,0.999948,5.11454e-09
9564,0.999948,5.12401e-09
9567,0.999948,5.13347e-09
9570,0.999948,5.14294e-09
9573,0.999948,5.1524e-09
9576,0.999948,5.16187e-09
9579,0.999948,5.17133e-09
9582,0.999948,5.1808e-09
9585,0.999948,5.19026e-09
9588,0.999948,5.19973e-09
9591,0.999948,5.20919e-09
9594,0.999948,5.21866e-09
9597,0.999948,5.22812e-09
9600,0.999948,5.23759e-09
9603,0.999948,5.24705e-09
9606,0.999948,5.25652e-09
9609,0.999948,5.26598e-09
9612,0.999948,5.27545e-09
9615,0.999948,5.28491e-09
9618,0.999948,5.29438e-09
9621,0.999948,5.30384e-09
9624,0.999948,5.31331e-09
9627,0.999948,5.32277e-09
9630,0.999948,5.33224e-09
9633,0.999948,5.3417e-09
9636,0.999948,5.35117e-09
9639,0.999948,5.36063e-09
9642,0.999948,5.37009e-09
9645,0.999948,5.37956e-09
9648,0.999948,5.38902e-09
9651,0.999948,5.39849e-09
9654,0.999948,5.40795e-09
9657,0.999948,5.41742e-09
9660,0.999948,5.42688e-09
9663,0.999948,5.43635e-09
9666,0.999948,5.44581e-09
9669,0.999948,5.45528e-09
9672,0.999948,5.46474e-09
9675,0.999948,5.47421e-09
9678,0.999948,5.48367e-09
9681,0.999948,5.49314e-09
9684,0.999948,5.5026e-09
9687,0.999948,5.51207e-09
9690,0.999948,5.52153e-09
9693,0.999948,5.531e-09
9696,0.999948,5.54046e-09
9699,0.999948,5.54993e-09
9702,0.999948,5.55939e-09
9705,0.999948,5.56885e-09
9708,0.999948,5.57832e-09
9711,0.999948,5.58778e-09
9714,0.999948,5.59725e-09
9717,0.999948,5.60671e-09
9720,0.999948,5.61618e-09
9723,0.999948,5.62564e-09
9726,0.999948,5.63511e-09
9729,0.999948,5.64457e-09
9732,0.999948,5.65404e-09
9735,0.999948,5.6635e-09
9738,0.999948,5.67297e-09
9741,0.999948,5.68243e-09
9744,0.999948,5.6919e-09
9747,0.999948,5.70136e-09
9750,0.999948,5.71082e-09
9753,0.999948,5.72029e-09
9756,0.999948,5.72975e-09
9759,0.999948,5.73922e-09
9762,0.999948,5.74868e-09
9765,0.999948,5.75815e-09
9768,0.999948,5.76761e-09
9771,0.999948,5.77708e-09
9774,0.999948,5.78654e-09
9777,0.999948,5.79601e-09
9780,0.999948,5.80547e-09
9783,0.999948,5.81494e-09
9786,0.999948,5.8244e-09
9789,0.999948,5.83387e-09
9792,0.999948,5.84333e-09
9795,0.999948,5.85279e-09
9798,0.999948,5.86226e-09
9801,0.999948,5.87172e-09
9804,0.999948,5.88119e-09
9807,0.999948,5.89065e-09
9810,0.999948,5.90012e-09
9813,0.999948,5.90958e-09
9816,0.999948,5.91905e-09
9819,0.999948,5.92851e-09
9822,0.999948,5.93798e-09
9825,0.999948,5.94744e-09
9828,0.999948,5.9569e-09
9831,0.999948,5.96637e-09
9834,0.999948,5.97583e-09
9837,0.999948,5.9853e-09
9840,0.999948,5.99476e-09
9843,0.999948,6.00423e-09
9846,0.999948,6.01369e-09
9849,0.999948,6.02316e-09
9852,0.999948,6.03262e-09
9855,0.999948,6.04209e-09
9858,0.999948,6.05155e-09
9861,0.999948,6.06101e-09
9864,0.999948,6.07048e-09
9867,0.999948,6.07994e-09
9870,0.999948,6.08941e-09
9873,0.999948,6.09887e-09
9876,0.999948,6.10834e-09
9879,0.999948,6.1178e-09
9882,0.999948,6.12727e-09
9885,0.999948,6.13673e-09
9888,0.999948,6.14619e-09
9891,0.999948,6.15566e-09
9894,0.999948,6.16512e-09
9897,0.999948,6.17459e-09
9900,0.999948,6.18405e-09
9903,0.999948,6.19352e-09
9906,0.999948,6.20298e-09
9909,0.999948,6.21245e-09
9912,0.999948,6.22191e-09
9915,0.999948,6.23137e-09
9918,0.999948,6.24084e-09
9921,0.999948,6.2503e-09
9924,0.999948,6.25977e-09
9927,0.999948,6.26923e-09
9930,0.999948,6.2787e-09
9933,0.999948,6.28816e-09
9936,0.999948,6.29762e-09
9939,0.999948,6.30709e-09
9942,0.999948,6.31655e-09
9945,0.999948,6.32602e-09
9948,0.999948,6.33548e-09
9951,0.999948,6.34495e-09
9954,0.999948,6.35441e-09
9957,0.999948,6.36388e-09
9960,0.999948,6.37334e-09
9963,0.999948,6.3828e-09
9966,0.999948,6.39227e-09
9969,0.999948,6.40173e-09
9972,0.999948,6.4112e-09
9975,0.999948,6.42066e-09
9978,0.999948,6.43013e-09
