time_s,distance_10um,force_nN
786,0.983089,0.0392633
789,0.983164,0.0390015
792,0.983239,0.038742
795,0.983313,0.0384849
798,0.983387,0.03823
801,0.98346,0.0379773
804,0.983533,0.0377269
807,0.983605,0.0374787
810,0.983677,0.0372327
813,0.983749,0.0369888
816,0.983819,0.0367471
819,0.98389,0.0365074
822,0.98396,0.0362699
825,0.984029,0.0360344
828,0.984098,0.0358009
831,0.984167,0.0355695
834,0.984235,0.03534
837,0.984303,0.0351126
840,0.98437,0.0348871
843,0.984437,0.0346635
846,0.984503,0.0344418
849,0.984569,0.034222
852,0.984635,0.0340041
855,0.9847,0.033788
858,0.984765,0.0335738
861,0.984829,0.0333614
864,0.984893,0.0331508
867,0.984956,0.0329419
870,0.98502,0.0327348
873,0.985082,0.0325294
876,0.985145,0.0323258
879,0.985206,0.0321238
882,0.985268,0.0319236
885,0.985329,0.031725
888,0.98539,0.031528
891,0.98545,0.0313327
894,0.98551,0.031139
897,0.98557,0.0309469
900,0.985629,0.0307564
903,0.985688,0.0305674
906,0.985747,0.03038
909,0.985805,0.0301941
912,0.985863,0.0300097
915,0.98592,0.0298269
918,0.985977,0.0296455
921,0.986034,0.0294656
924,0.986091,0.0292871
927,0.986147,0.0291101
930,0.986202,0.0289345
933,0.986258,0.0287603
936,0.986313,0.0285876
939,0.986368,0.0284162
942,0.986422,0.0282461
945,0.986476,0.0280775
948,0.98653,0.0279102
951,0.986583,0.0277442
954,0.986637,0.0275795
957,0.986689,0.0274161
960,0.986742,0.027254
963,0.986794,0.0270932
966,0.986846,0.0269337
969,0.986897,0.0267754
972,0.986949,0.0266183
975,0.987,0.0264625
978,0.98705,0.0263079
981,0.987101,0.0261545
984,0.987151,0.0260023
987,0.987201,0.0258513
990,0.98725,0.0257014
993,0.987299,0.0255527
996,0.987348,0.0254052
999,0.987397,0.0252588
1002,0.987445,0.0251135
1005,0.987493,0.0249693
1008,0.987541,0.0248262
1011,0.987589,0.0246843
1014,0.987636,0.0245434
1017,0.987683,0.0244035
1020,0.98773,0.0242648
1023,0.987776,0.0241271
1026,0.987822,0.0239904
1029,0.987868,0.0238548
1032,0.987914,0.0237201
1035,0.987959,0.0235865
1038,0.988004,0.0234539
1041,0.988049,0.0233223
1044,0.988094,0.0231917
1047,0.988138,0.0230621
1050,0.988183,0.0229334
1053,0.988226,0.0228057
1056,0.98827,0.0226789
1059,0.988314,0.0225531
1062,0.988357,0.0224282
1065,0.9884,0.0223042
1068,0.988442,0.0221811
1071,0.988485,0.022059
1074,0.988527,0.0219377
1077,0.988569,0.0218173
1080,0.988611,0.0216978
1083,0.988652,0.0215792
1086,0.988694,0.0214615
1089,0.988735,0.0213446
1092,0.988776,0.0212285
1095,0.988816,0.0211133
1098,0.988857,0.0209989
1101,0.988897,0.0208854
1104,0.988937,0.0207726
1107,0.988977,0.0206607
1110,0.989016,0.0205496
1113,0.989055,0.0204393
1116,0.989095,0.0203298
1119,0.989133,0.020221
1122,0.989172,0.020113
1125,0.989211,0.0200058
1128,0.989249,0.0198994
1131,0.989287,0.0197937
1134,0.989325,0.0196888
1137,0.989363,0.0195846
1140,0.9894,0.0194811
1143,0.989437,0.0193784
1146,0.989474,0.0192764
1149,0.989511,0.0191751
1152,0.989548,0.0190745
1155,0.989585,0.0189746
1158,0.989621,0.0188754
1161,0.989657,0.0187769
1164,0.989693,0.0186791
1167,0.989729,0.018582
1170,0.989764,0.0184855
1173,0.9898,0.0183898
1176,0.989835,0.0182946
1179,0.98987,0.0182002
1182,0.989905,0.0181063
1185,0.989939,0.0180132
1188,0.989974,0.0179206
1191,0.990008,0.0178287
1194,0.990042,0.0177375
1197,0.990076,0.0176468
1200,0.99011,0.0175568
1203,0.990144,0.0174673
1206,0.990177,0.0173785
1209,0.99021,0.0172903
1212,0.990243,0.0172027
1215,0.990276,0.0171157
1218,0.990309,0.0170292
1221,0.990342,0.0169434
1224,0.990374,0.0168581
1227,0.990406,0.0167734
1230,0.990438,0.0166893
1233,0.99047,0.0166057
1236,0.990502,0.0165227
1239,0.990534,0.0164402
1242,0.990565,0.0163583
1245,0.990596,0.0162769
1248,0.990628,0.0161961
1251,0.990659,0.0161158
1254,0.990689,0.016036
1257,0.99072,0.0159568
1260,0.990751,0.0158781
1263,0.990781,0.0157999
1266,0.990811,0.0157222
1269,0.990841,0.015645
1272,0.990871,0.0155683
1275,0.990901,0.0154922
1278,0.990931,0.0154165
1281,0.99096,0.0153413
1284,0.99099,0.0152666
1287,0.991019,0.0151924
1290,0.991048,0.0151187
1293,0.991077,0.0150454
1296,0.991106,0.0149727
1299,0.991134,0.0149004
1302,0.991163,0.0148285
1305,0.991191,0.0147571
1308,0.991219,0.0146862
1311,0.991247,0.0146157
1314,0.991275,0.0145457
1317,0.991303,0.0144761
1320,0.991331,0.014407
1323,0.991358,0.0143383
1326,0.991386,0.0142701
1329,0.991413,0.0142023
1332,0.99144,0.0141349
1335,0.991467,0.0140679
1338,0.991494,0.0140014
1341,0.991521,0.0139353
1344,0.991548,0.0138696
1347,0.991574,0.0138043
1350,0.991601,0.0137394
1353,0.991627,0.0136749
1356,0.991653,0.0136108
1359,0.991679,0.0135472
1362,0.991705,0.0134839
1365,0.991731,0.013421
1368,0.991757,0.0133585
1371,0.991782,0.0132964
1374,0.991808,0.0132347
1377,0.991833,0.0131734
1380,0.991858,0.0131124
1383,0.991883,0.0130518
1386,0.991908,0.0129916
1389,0.991933,0.0129318
1392,0.991958,0.0128723
1395,0.991982,0.0128132
1398,0.992007,0.0127545
1401,0.992031,0.0126961
1404,0.992056,0.0126381
1407,0.99208,0.0125804
1410,0.992104,0.0125231
1413,0.992128,0.0124661
1416,0.992152,0.0124095
1419,0.992175,0.0123532
1422,0.992199,0.0122972
1425,0.992222,0.0122416
1428,0.992246,0.0121864
1431,0.992269,0.0121314
1434,0.992292,0.0120768
1437,0.992315,0.0120225
1440,0.992338,0.0119686
1443,0.992361,0.0119149
1446,0.992384,0.0118616
1449,0.992407,0.0118086
1452,0.992429,0.0117559
1455,0.992452,0.0117036
1458,0.992474,0.0116515
1461,0.992497,0.0115998
1464,0.992519,0.0115483
1467,0.992541,0.0114972
1470,0.992563,0.0114464
1473,0.992585,0.0113958
1476,0.992607,0.0113456
1479,0.992628,0.0112956
1482,0.99265,0.011246
1485,0.992671,0.0111966
1488,0.992693,0.0111476
1491,0.992714,0.0110988
1494,0.992735,0.0110503
1497,0.992756,0.0110021
1500,0.992777,0.0109541
1503,0.992798,0.0109065
1506,0.992819,0.0108591
1509,0.99284,0.010812
1512,0.992861,0.0107651
1515,0.992881,0.0107186
1518,0.992902,0.0106723
1521,0.992922,0.0106262
1524,0.992943,0.0105805
1527,0.992963,0.010535
1530,0.992983,0.0104897
1533,0.993003,0.0104448
1536,0.993023,0.0104
1539,0.993043,0.0103556
1542,0.993063,0.0103113
1545,0.993082,0.0102674
1548,0.993102,0.0102237
1551,0.993122,0.0101802
1554,0.993141,0.010137
1557,0.99316,0.010094
1560,0.99318,0.0100513
1563,0.993199,0.0100088
1566,0.993218,0.00996651
1569,0.993237,0.0099245
1572,0.993256,0.00988272
1575,0.993275,0.00984117
1578,0.993294,0.00979986
1581,0.993313,0.00975878
1584,0.993331,0.00971793
1587,0.99335,0.00967731
1590,0.993368,0.00963691
1593,0.993387,0.00959674
1596,0.993405,0.00955679
1599,0.993423,0.00951706
1602,0.993442,0.00947755
1605,0.99346,0.00943826
1608,0.993478,0.00939919
1611,0.993496,0.00936034
1614,0.993514,0.0093217
1617,0.993532,0.00928327
1620,0.993549,0.00924505
1623,0.993567,0.00920704
1626,0.993585,0.00916924
1629,0.993602,0.00913165
1632,0.99362,0.00909426
1635,0.993637,0.00905707
1638,0.993654,0.00902009
1641,0.993672,0.00898331
1644,0.993689,0.00894673
1647,0.993706,0.00891035
1650,0.993723,0.00887417
1653,0.99374,0.00883818
1656,0.993757,0.00880238
1659,0.993774,0.00876678
1662,0.99379,0.00873137
1665,0.993807,0.00869615
1668,0.993824,0.00866113
1671,0.99384,0.00862628
1674,0.993857,0.00859163
1677,0.993873,0.00855716
1680,0.993889,0.00852288
1683,0.993906,0.00848878
1686,0.993922,0.00845486
1689,0.993938,0.00842112
1692,0.993954,0.00838756
1695,0.99397,0.00835418
1698,0.993986,0.00832097
1701,0.994002,0.00828794
1704,0.994018,0.00825509
1707,0.994034,0.00822241
1710,0.99405,0.0081899
1713,0.994065,0.00815757
1716,0.994081,0.0081254
1719,0.994096,0.0080934
1722,0.994112,0.00806158
1725,0.994127,0.00802991
1728,0.994143,0.00799842
1731,0.994158,0.00796709
1734,0.994173,0.00793592
1737,0.994188,0.00790491
1740,0.994203,0.00787407
1743,0.994218,0.00784338
1746,0.994233,0.00781286
1749,0.994248,0.00778249
1752,0.994263,0.00775228
1755,0.994278,0.00772223
1758,0.994293,0.00769233
1761,0.994308,0.00766259
1764,0.994322,0.007633
1767,0.994337,0.00760356
1770,0.994351,0.00757428
1773,0.994366,0.00754514
1776,0.99438,0.00751615
1779,0.994395,0.00748731
1782,0.994409,0.00745862
1785,0.994423,0.00743008
1788,0.994437,0.00740168
1791,0.994452,0.00737343
1794,0.994466,0.00734532
1797,0.99448,0.00731735
1800,0.994494,0.00728952
1803,0.994508,0.00726184
1806,0.994522,0.0072343
1809,0.994535,0.00720689
1812,0.994549,0.00717962
1815,0.994563,0.00715249
1818,0.994577,0.0071255
1821,0.99459,0.00709864
1824,0.994604,0.00707192
1827,0.994617,0.00704533
1830,0.994631,0.00701888
1833,0.994644,0.00699256
1836,0.994658,0.00696637
1839,0.994671,0.00694031
1842,0.994684,0.00691438
1845,0.994697,0.00688858
1848,0.994711,0.0068629
1851,0.994724,0.00683736
1854,0.994737,0.00681194
1857,0.99475,0.00678665
1860,0.994763,0.00676148
1863,0.994776,0.00673644
1866,0.994789,0.00671152
1869,0.994801,0.00668672
1872,0.994814,0.00666205
1875,0.994827,0.00663749
1878,0.99484,0.00661306
1881,0.994852,0.00658875
1884,0.994865,0.00656455
1887,0.994877,0.00654048
1890,0.99489,0.00651652
1893,0.994902,0.00649268
1896,0.994915,0.00646896
1899,0.994927,0.00644535
1902,0.994939,0.00642185
1905,0.994952,0.00639847
1908,0.994964,0.00637521
1911,0.994976,0.00635205
1914,0.994988,0.00632901
1917,0.995,0.00630608
1920,0.995012,0.00628326
1923,0.995024,0.00626055
1926,0.995036,0.00623795
1929,0.995048,0.00621546
1932,0.99506,0.00619308
1935,0.995072,0.0061708
1938,0.995084,0.00614863
1941,0.995096,0.00612657
1944,0.995107,0.00610461
1947,0.995119,0.00608276
1950,0.995131,0.00606101
1953,0.995142,0.00603937
1956,0.995154,0.00601782
1959,0.995165,0.00599639
1962,0.995177,0.00597505
1965,0.995188,0.00595381
1968,0.995199,0.00593268
1971,0.995211,0.00591164
1974,0.995222,0.0058907
1977,0.995233,0.00586987
1980,0.995245,0.00584913
1983,0.995256,0.00582848
1986,0.995267,0.00580794
1989,0.995278,0.00578749
1992,0.995289,0.00576714
1995,0.9953,0.00574688
1998,0.995311,0.00572672
2001,0.995322,0.00570665
2004,0.995333,0.00568668
2007,0.995344,0.0056668
2010,0.995355,0.00564701
2013,0.995365,0.00562731
2016,0.995376,0.00560771
2019,0.995387,0.0055882
2022,0.995398,0.00556877
2025,0.995408,0.00554944
2028,0.995419,0.0055302
2031,0.995429,0.00551104
2034,0.99544,0.00549197
2037,0.99545,0.0054730000000000004
2040,0.995461,0.0054541
2043,0.995471,0.0054353
2046,0.995482,0.00541658
2049,0.995492,0.00539795
2052,0.995502,0.0053794
2055,0.995513,0.00536094
2058,0.995523,0.00534257
2061,0.995533,0.00532427
2064,0.995543,0.00530606
2067,0.995554,0.00528794
2070,0.995564,0.00526989
2073,0.995574,0.00525193
2076,0.995584,0.00523405
2079,0.995594,0.00521625
2082,0.995604,0.00519853
2085,0.995614,0.00518089
2088,0.995624,0.00516333
2091,0.995633,0.00514585
2094,0.995643,0.00512845
2097,0.995653,0.00511113
2100,0.995663,0.00509389
2103,0.995673,0.00507672
2106,0.995682,0.00505963
2109,0.995692,0.00504262
2112,0.995702,0.00502568
2115,0.995711,0.00500882
2118,0.995721,0.00499203
2121,0.99573,0.00497532
2124,0.99574,0.00495869
2127,0.995749,0.00494212
2130,0.995759,0.00492563
2133,0.995768,0.00490922
2136,0.995778,0.00489288
2139,0.995787,0.00487661
2142,0.995796,0.00486041
2145,0.995806,0.00484428
2148,0.995815,0.00482823
2151,0.995824,0.00481225
2154,0.995833,0.00479633
2157,0.995842,0.00478049
2160,0.995851,0.00476472
2163,0.995861,0.00474901
2166,0.99587,0.00473338
2169,0.995879,0.00471781
2172,0.995888,0.00470231
2175,0.995897,0.00468688
2178,0.995906,0.00467152
2181,0.995915,0.00465622
2184,0.995924,0.004641
2187,0.995932,0.00462583
2190,0.995941,0.00461074
2193,0.99595,0.0045957
2196,0.995959,0.00458074
2199,0.995968,0.00456584
2202,0.995976,0.004551
2205,0.995985,0.00453623
2208,0.995994,0.00452152
2211,0.996002,0.00450688
2214,0.996011,0.0044923
2217,0.99602,0.00447778
2220,0.996028,0.00446332
2223,0.996037,0.00444893
2226,0.996045,0.0044346
2229,0.996054,0.00442033
2232,0.996062,0.00440612
2235,0.99607,0.00439197
2238,0.996079,0.00437788
2241,0.996087,0.00436385
2244,0.996096,0.00434988
2247,0.996104,0.00433598
2250,0.996112,0.00432213
2253,0.99612,0.00430834
2256,0.996129,0.00429461
2259,0.996137,0.00428093
2262,0.996145,0.00426732
2265,0.996153,0.00425376
2268,0.996161,0.00424026
2271,0.996169,0.00422682
2274,0.996178,0.00421343
2277,0.996186,0.0042001
2280,0.996194,0.00418683
2283,0.996202,0.00417361
2286,0.99621,0.00416045
2289,0.996218,0.00414734
2292,0.996225,0.00413429
2295,0.996233,0.0041213
2298,0.996241,0.00410835
2301,0.996249,0.00409546
2304,0.996257,0.00408263
2307,0.996265,0.00406985
2310,0.996273,0.00405712
2313,0.99628,0.00404445
2316,0.996288,0.00403183
2319,0.996296,0.00401926
2322,0.996303,0.00400674
2325,0.996311,0.00399427
2328,0.996319,0.00398186
2331,0.996326,0.0039695
2334,0.996334,0.00395719
2337,0.996341,0.00394493
2340,0.996349,0.00393272
2343,0.996356,0.00392056
2346,0.996364,0.00390845
2349,0.996371,0.00389639
2352,0.996379,0.00388438
2355,0.996386,0.00387242
2358,0.996394,0.00386051
2361,0.996401,0.00384865
2364,0.996408,0.00383683
2367,0.996416,0.00382507
2370,0.996423,0.00381335
2373,0.99643,0.00380168
2376,0.996438,0.00379006
2379,0.996445,0.00377849
2382,0.996452,0.00376696
2385,0.996459,0.00375548
2388,0.996466,0.00374404
2391,0.996474,0.00373266
2394,0.996481,0.00372131
2397,0.996488,0.00371002
2400,0.996495,0.00369877
2403,0.996502,0.00368756
2406,0.996509,0.00367641
2409,0.996516,0.00366529
2412,0.996523,0.00365422
2415,0.99653,0.0036432
2418,0.996537,0.00363222
2421,0.996544,0.00362128
2424,0.996551,0.00361039
2427,0.996558,0.00359954
2430,0.996565,0.00358873
2433,0.996572,0.00357797
2436,0.996578,0.00356725
2439,0.996585,0.00355657
2442,0.996592,0.00354594
2445,0.996599,0.00353535
2448,0.996606,0.0035248
2451,0.996612,0.00351429
2454,0.996619,0.00350383
2457,0.996626,0.0034934
2460,0.996632,0.00348302
2463,0.996639,0.00347268
2466,0.996646,0.00346237
2469,0.996652,0.00345211
2472,0.996659,0.00344189
2475,0.996665,0.00343172
2478,0.996672,0.00342158
2481,0.996679,0.00341148
2484,0.996685,0.00340142
2487,0.996692,0.0033914
2490,0.996698,0.00338142
2493,0.996705,0.00337147
2496,0.996711,0.00336157
2499,0.996717,0.00335171
2502,0.996724,0.00334188
2505,0.99673,0.0033321
2508,0.996737,0.00332235
2511,0.996743,0.00331264
2514,0.996749,0.00330296
2517,0.996756,0.00329333
2520,0.996762,0.00328373
2523,0.996768,0.00327417
2526,0.996774,0.00326464
2529,0.996781,0.00325516
2532,0.996787,0.00324571
2535,0.996793,0.00323629
2538,0.996799,0.00322692
2541,0.996805,0.00321758
2544,0.996812,0.00320827
2547,0.996818,0.003199
2550,0.996824,0.00318977
2553,0.99683,0.00318057
2556,0.996836,0.00317141
2559,0.996842,0.00316228
2562,0.996848,0.00315319
2565,0.996854,0.00314413
2568,0.99686,0.00313511
2571,0.996866,0.00312612
2574,0.996872,0.00311717
2577,0.996878,0.00310825
2580,0.996884,0.00309936
2583,0.99689,0.00309051
2586,0.996896,0.00308169
2589,0.996902,0.00307291
2592,0.996908,0.00306415
2595,0.996913,0.00305544
2598,0.996919,0.00304675
2601,0.996925,0.0030381
2604,0.996931,0.00302948
2607,0.996937,0.00302089
2610,0.996942,0.00301234
2613,0.996948,0.00300382
2616,0.996954,0.00299533
2619,0.99696,0.00298687
2622,0.996965,0.00297844
2625,0.996971,0.00297005
2628,0.996977,0.00296168
2631,0.996982,0.00295335
2634,0.996988,0.00294505
2637,0.996994,0.00293678
2640,0.996999,0.00292854
2643,0.997005,0.00292033
2646,0.99701,0.00291216
2649,0.997016,0.00290401
2652,0.997022,0.00289589
2655,0.997027,0.00288781
2658,0.997033,0.00287975
2661,0.997038,0.00287173
2664,0.997044,0.00286373
2667,0.997049,0.00285576
2670,0.997055,0.00284783
2673,0.99706,0.00283992
2676,0.997065,0.00283204
2679,0.997071,0.00282419
2682,0.997076,0.00281637
2685,0.997082,0.00280858
2688,0.997087,0.00280082
2691,0.997092,0.00279308
2694,0.997098,0.00278538
2697,0.997103,0.0027777
2700,0.997108,0.00277005
2703,0.997114,0.00276243
2706,0.997119,0.00275484
2709,0.997124,0.00274727
2712,0.997129,0.00273973
2715,0.997135,0.00273222
2718,0.99714,0.00272474
2721,0.997145,0.00271728
2724,0.99715,0.00270986
2727,0.997155,0.00270245
2730,0.997161,0.00269508
2733,0.997166,0.00268773
2736,0.997171,0.00268041
2739,0.997176,0.00267312
2742,0.997181,0.00266585
2745,0.997186,0.00265861
2748,0.997191,0.00265139
2751,0.997196,0.0026442
2754,0.997201,0.00263704
2757,0.997206,0.0026299
2760,0.997211,0.00262279
2763,0.997216,0.00261571
2766,0.997221,0.00260864
2769,0.997226,0.00260161
2772,0.997231,0.0025946
2775,0.997236,0.00258762
2778,0.997241,0.00258066
2781,0.997246,0.00257372
2784,0.997251,0.00256681
2787,0.997256,0.00255993
2790,0.997261,0.00255307
2793,0.997266,0.00254623
2796,0.997271,0.00253942
2799,0.997276,0.00253263
2802,0.99728,0.00252587
2805,0.997285,0.00251913
2808,0.99729,0.00251241
2811,0.997295,0.00250572
2814,0.9973,0.00249905
2817,0.997304,0.00249241
2820,0.997309,0.00248579
2823,0.997314,0.00247919
2826,0.997319,0.00247262
2829,0.997323,0.00246607
2832,0.997328,0.00245954
2835,0.997333,0.00245304
2838,0.997337,0.00244655
2841,0.997342,0.00244009
2844,0.997347,0.00243366
2847,0.997351,0.00242725
2850,0.997356,0.00242085
2853,0.997361,0.00241449
2856,0.997365,0.00240814
2859,0.99737,0.00240182
2862,0.997375,0.00239551
2865,0.997379,0.00238923
2868,0.997384,0.00238298
2871,0.997388,0.00237674
2874,0.997393,0.00237053
2877,0.997397,0.00236433
2880,0.997402,0.00235816
2883,0.997406,0.00235201
2886,0.997411,0.00234588
2889,0.997415,0.00233978
2892,0.99742,0.00233369
2895,0.997424,0.00232763
2898,0.997429,0.00232158
2901,0.997433,0.00231556
2904,0.997438,0.00230956
2907,0.997442,0.00230358
2910,0.997446,0.00229762
2913,0.997451,0.00229168
2916,0.997455,0.00228576
2919,0.99746,0.00227986
2922,0.997464,0.00227398
2925,0.997468,0.00226812
2928,0.997473,0.00226228
2931,0.997477,0.00225646
2934,0.997481,0.00225066
2937,0.997485,0.00224488
2940,0.99749,0.00223913
2943,0.997494,0.00223339
2946,0.997498,0.00222767
2949,0.997503,0.00222197
2952,0.997507,0.00221628
2955,0.997511,0.00221062
2958,0.997515,0.00220498
2961,0.997519,0.00219936
2964,0.997524,0.00219375
2967,0.997528,0.00218817
2970,0.997532,0.0021826
2973,0.997536,0.00217706
2976,0.99754,0.00217153
2979,0.997545,0.00216602
2982,0.997549,0.00216053
2985,0.997553,0.00215505
2988,0.997557,0.0021496
2991,0.997561,0.00214416
2994,0.997565,0.00213875
2997,0.997569,0.00213335
3000,0.997573,0.00212797
3003,0.997577,0.0021226
3006,0.997581,0.00211726
3009,0.997585,0.00211193
3012,0.99759,0.00210662
3015,0.997594,0.00210133
3018,0.997598,0.00209606
3021,0.997602,0.0020908
3024,0.997606,0.00208556
3027,0.99761,0.00208034
3030,0.997614,0.00207514
3033,0.997617,0.00206995
3036,0.997621,0.00206478
3039,0.997625,0.00205963
3042,0.997629,0.0020545
3045,0.997633,0.00204938
3048,0.997637,0.00204428
3051,0.997641,0.00203919
3054,0.997645,0.00203413
3057,0.997649,0.00202908
3060,0.997653,0.00202404
3063,0.997657,0.00201903
3066,0.99766,0.00201403
3069,0.997664,0.00200904
3072,0.997668,0.00200407
3075,0.997672,0.00199912
3078,0.997676,0.00199419
3081,0.99768,0.00198927
3084,0.997683,0.00198437
3087,0.997687,0.00197948
3090,0.997691,0.00197461
3093,0.997695,0.00196976
3096,0.997699,0.00196492
3099,0.997702,0.0019601
