time_min,average_uM,center_corner_mean_uM
0.0,10.0,10.0
0.1,9.995257275852333,7.268190890945382
0.2,9.990880234046964,6.83399766265285
0.3,9.98661485011692,6.692424365607465
0.4,9.982439963646257,6.622258295604115
0.5,9.978369722283439,6.579385792579686
0.6,9.974427153525436,6.54990711614615
0.7,9.970635314204737,6.5280838495452596
0.8,9.96701336118964,6.511100575640356
0.9,9.963575062398448,6.4974026239128575
1.0,9.960328671402895,6.486055417311823
1.1,9.957277505902562,6.476460374401037
1.2,9.954420815966985,6.468214875670332
1.3,9.951754701273751,6.46103733169687
1.4,9.94927295338298,6.454724382516411
1.5,9.946967771326856,6.449125125416179
1.6,9.944830339485385,6.444124911812454
1.7,9.942851277167728,6.439634791149972
1.8,9.941020977814597,6.435584427588157
1.9,9.939329857731849,6.431917228229497
2.0,9.937768533066446,6.428586921977017
2.1,9.936327941221297,6.4255551140421305
2.2,9.93499942006886,6.422789510702107
2.3,9.933774755643894,6.420262612843448
2.4,9.932646206669782,6.417950742424808
2.5,9.931606512348742,6.41583330848217
2.6,9.930648888302635,6.413892247457138
2.7,9.929767014338452,6.4121115916672355
2.8,9.928955016773688,6.410477132834167
2.9,9.928207447338252,6.408976156731341
3.0,9.927519260124043,6.407597231479864
3.1,9.926885787642567,6.406330036646144
3.2,9.926302716743155,6.405165223630513
3.3,9.92576606491558,6.404094300262141
3.4,9.925272157331543,6.403109534291326
3.5,9.924817604855138,6.402203871777591
3.6,9.924399283161746,6.401370867339453
3.7,9.924014313039496,6.4006046239508985
3.8,9.923660041900602,6.399899740506503
3.9,9.923334026497278,6.399251265779658
4.0,9.923034016814302,6.398654657701356
4.1,9.92275794109549,6.398105747116117
4.2,9.922503891951779,6.39760070534561
4.3,9.922270113493248,6.397136015023393
4.4,9.922054989424728,6.396708443766166
4.5,9.921857032044132,6.396315020325711
4.6,9.921674872083422,6.395953012926942
4.7,9.921507249333915,6.3956199095455775
4.8,9.921353004000022,6.39531339991686
4.9,9.921211068728313,6.395031359097086
5.0,9.921080461261692,6.3947718324241105
5.1,9.920960277671659,6.394533021742898
5.2,9.920849686124553,6.394313272778494
5.3,9.920747921140764,6.3941110635525105
5.4,9.920654278308668,6.393924993750592
5.5,9.92056810941797,6.3937537749581
5.6,9.920488817979514,6.393596221689628
5.7,9.920415855101282,6.393451243145188
5.8,9.92034871569249,6.393317835632259
5.9,9.920286934969859,6.393195075598456
6.0,9.920230085242137,6.393082113224555
6.1,9.920177772950856,6.39297816653197
6.2,9.920129635946934,6.392882515962823
6.3,9.920085340984405,6.392794499394222
6.4,9.92004458141403,6.3927135075516555
6.5,9.920007075060822,6.39263897978931
6.6,9.91997256227092,6.39257040020777
6.7,9.919940804114244,6.392507294082013
6.8,9.919911580730577,6.392449224574774
6.9,9.919884689807603,6.392395789712445
7.0,9.9198599451804,6.392346619602456
7.1,9.919837175542675,6.392301373872839
7.2,9.919816223260872,6.3922597393161995
7.3,9.919796943282913,6.3922214277217595
7.4,9.919779202133999,6.392186173880434
7.5,9.919762876992612,6.392153733749157
7.6,9.919747854840223,6.392123882761678
7.7,9.919734031678859,6.392096414274203
7.8,9.919721311811143,6.392071138135065
7.9,9.919709607177786,6.392047879368544
8.0,9.919698836747944,6.392026476963732
8.1,9.919688925958251,6.39200678276004
8.2,9.919679806196616,6.391988660421649
8.3,9.919671414327215,6.391971984493809
8.4,9.919663692253415,6.391956639534437
8.5,9.919656586515561,6.391942519315032
8.6,9.919650047920877,6.3919295260853435
8.7,9.919644031202907,6.391917569896735
8.8,9.91963849470814,6.391906567979543
8.9,9.919633400107626,6.391896444170126
9.0,9.919628712131649,6.391887128383634
9.1,9.919624398325535,6.391878556128859
9.2,9.919620428824976,6.391870668061808
9.3,9.919616776149283,6.391863409574896
9.4,9.91961341501114,6.391856730418926
9.5,9.919610322141525,6.391850584355245
9.6,9.919607476128638,6.391844928835651
9.7,9.919604857269654,6.391839724707852
9.8,9.91960244743433,6.391834935944436
9.9,9.919600229939482,6.391830529393463
10.0,9.919598189433495,6.3918264745489655
