layout,dx_um,dt_diffusion_min,total_volume_um3,Lower voxel,Upper voxel,8-voxel mean,Trilinear,Spherical,Gaussian
cells_10,5.0,0.05,1000.0,2.3367968421334364,2.3028289578719896,2.317633662819297,2.317633662819297,2.317633662819297,2.2531197296780983
cells_10,10.0,0.05,1000.0,0.6165722305180693,0.2933228305057595,0.4799757671684987,0.4799757671684987,0.4799757671684987,0.07164983028788185
cells_10,20.0,0.1,1.0,1.8507535734866007,0.15391368727486035,0.9850637511623317,0.9850637511623317,0.9850637511623317,1.4983469844650577
cells_10,40.0,0.1,1.0,2.2615859050183102,1.0253669306074873,1.643476417812899,1.6434764178128987,1.643476417812899,2.209419180080787
inner_voxels,5.0,0.05,1000.0,6.5918914546981595,1.9770671298391393,2.5788566738956096,2.5788566738956096,2.5788566738956096,0.6513744878754434
inner_voxels,10.0,0.05,1000.0,7.174218439435886,0.05696510805222113,3.615591773744053,3.615591773744053,3.615591773744053,1.8642598559865797
inner_voxels,20.0,0.1,1.0,0.15391368727486152,1.850753573486599,0.9850637511623317,0.9850637511623317,0.9850637511623317,1.4982638160363302
inner_voxels,40.0,0.1,1.0,1.8314590957596402,2.40863746527015,2.120048280514895,2.120048280514895,2.120048280514895,2.343608147204195
