center_lower_voxel_uM,center_upper_voxel_uM,center_corner_mean_uM,center_trilinear_uM,center_spherical_average_uM,center_gaussian_uM,average_uM,cell_voxel_average_uM,unique_cell_voxel_count,cell_voxel_window_average_uM,unique_cell_window_voxel_count,cell_trilinear_average_uM,cell_inverse_distance_average_uM,cell_spherical_average_uM,cell_gaussian_average_uM,time_min,layout,run_id,dx_um,dt_diffusion_min,total_volume_um3,center_concentration_uM,average_concentration_uM,absolute_error_uM,relative_error_percent
0.04843924728468436,6.322158774972874,3.1852990111287793,3.1852990111287793,3.1852990111287793,4.963166813090402,9.520713182886903,4.5764430995057035,12,7.01204971481167,96,4.5764430995057035,7.896741922380451,5.255746707871463,4.578027129087777,7.5,inner_voxels,inner_voxels__dx_20um__dtdiff_0p1min__volume_523um3,20.0,0.1,523.0,7.139773147740513,9.783849053789021,0.26313587090211854,2.6894923404425697
0.04843914125493236,6.322143267810395,3.1852912045326636,3.185291204532664,3.1852912045326636,4.963155991764568,9.520708009563899,4.576432591856764,12,7.012035922062655,96,4.576432591856764,7.896729493619788,5.255735185486288,4.578016619072846,7.6,inner_voxels,inner_voxels__dx_20um__dtdiff_0p1min__volume_523um3,20.0,0.1,523.0,7.139728757786297,9.78383760063598,0.2631295910720812,2.6894313030602324
0.04843904767144492,6.3221295800638355,3.18528431386764,3.1852843138676405,3.18528431386764,4.963146440305618,9.520703443431037,4.576423317234904,12,7.012023748043796,96,4.576423317234905,7.896718523551296,5.255725015262518,4.578007342362773,7.7,inner_voxels,inner_voxels__dx_20um__dtdiff_0p1min__volume_523um3,20.0,0.1,523.0,7.139688704736991,9.783827266457623,0.26312382302658577,2.6893751888758928
0.04843896507307118,6.322117498298514,3.1852782316857926,3.1852782316857926,3.1852782316857926,4.963138009705271,9.520699413220242,4.576415130960111,12,7.012013002779973,96,4.576415130960111,7.896708840974665,5.255716038530595,4.577999154244924,7.8,inner_voxels,inner_voxels__dx_20um__dtdiff_0p1min__volume_523um3,20.0,0.1,523.0,7.139652564876401,9.783817941929955,0.26311852870971286,2.6893236390068203
0.0484388921702216,6.322106834111786,3.1852728631410034,3.1852728631410034,3.1852728631410034,4.9631305684385545,9.520695856028869,4.576407905326866,12,7.012003518591552,96,4.576407905326865,7.896700294782977,5.255708115238689,4.577991926984992,7.9,inner_voxels,inner_voxels__dx_20um__dtdiff_0p1min__volume_523um3,20.0,0.1,523.0,7.139619955885358,9.783809528410009,0.2631136723811398,2.6892763152953476
0.04843882782471923,6.322097421198288,3.185268124511504,3.185268124511504,3.185268124511504,4.963124000412757,9.520692716337704,4.57640152761296,12,7.011995147477802,96,4.576401527612961,7.896692751604319,5.255701121768393,4.577985547835371,8.0,inner_voxels,inner_voxels__dx_20um__dtdiff_0p1min__volume_523um3,20.0,0.1,523.0,7.139590532797426,9.783801936892141,0.263109220554437,2.6892328999662327
0.04843877103201808,6.32208911275907,3.1852639418955437,3.1852639418955437,3.1852639418955437,4.963118203156922,9.520689945144227,4.576395898321822,12,7.0119877588073996,96,4.576395898321823,7.8966860937202235,5.255694949006666,4.577979917277059,8.1,inner_voxels,inner_voxels__dx_20um__dtdiff_0p1min__volume_523um3,20.0,0.1,523.0,7.13956398434946,9.783795087066675,0.2631051419224484,2.6891930951236955
0.04843872090551071,6.32208177921433,3.1852602500599208,3.1852602500599208,3.1852602500599208,4.963113086223751,9.520687499197654,4.576390929630979,12,7.011981237279952,96,4.576390929630979,7.896680217228433,5.2556895006439435,4.577974947467798,8.2,inner_voxels,inner_voxels__dx_20um__dtdiff_0p1min__volume_523um3,20.0,0.1,523.0,7.139540029688658,9.783788906470132,0.26310140727247777,2.6891566221189196
0.04843867666267885,6.3220753061842485,3.185256991423464,3.185256991423464,3.185256991423464,4.9631085697789175,9.520685340323773,4.576386544022502,12,7.011975481126775,96,4.576386544022502,7.8966750304212985,5.255684691671892,4.577970560872191,8.3,inner_voxels,inner_voxels__dx_20um__dtdiff_0p1min__volume_523um3,20.0,0.1,523.0,7.139518415401659,9.783783329718771,0.26309798939499807,2.689123220828324
0.04843863761287099,6.322069592706469,3.1852541151596703,3.1852541151596703,3.1852541151596703,4.963104583355888,9.52068343482904,4.576382673074088,12,7.011970400522813,96,4.576382673074088,7.896670452354521,5.2556804470574,4.577966689052525,8.4,inner_voxels,inner_voxels__dx_20um__dtdiff_0p1min__volume_523um3,20.0,0.1,523.0,7.139498912833605,9.783778297816804,0.26309486298776363,2.6890926488642104
