tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.999314157033819,9.977820930986159,9.951029793891747
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.99863157878588,9.962093806781429,9.931685621968427
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.997951948457743,9.951733620696887,9.917811655090844
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.997279439749928,9.94437527559041,9.908554623105926
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.996620618634056,9.938846142710792,9.901911257219837
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.995982411965745,9.93450735559063,9.896859480184512
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.99537071961381,9.930989753044486,9.892855055902432
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.994789843057793,9.928065721205732,9.889581793028901
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.99424245718143,9.925587211598451,9.886842779287008
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.993729836972499,9.923453694187883,9.884508628167998
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.9932521608446,9.921594458912812,9.882490654846313
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.2,9.992808803187799,9.919958269351056,9.880725946645631
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.3,9.992398582131237,9.918507022362933,9.879168557757522
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.4,9.992019955178025,9.917211710623182,9.87778406756114
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.5,9.991671166910775,9.916049770534974,9.87654608926027
PhysiCell,dx_2um__uptake_300000__dtdiff_0p01min,2.0,300000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.6,9.991350356864709,9.915003295674556,9.875433961451744
