tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.991319444444443,10.0,10.0
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.983234922639824,8.950556200557553,9.565971497859895
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.97545498761691,8.779517904331351,9.297655845194958
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.967916322552222,8.700235936966514,9.295364430086902
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.960607574465282,8.633761867846564,9.215923842268971
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.953565438843116,8.582118078766019,9.149816076428563
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.946826036875144,8.541526219261934,9.098725485713969
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.940418008260217,8.508793855199151,9.058438689936416
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.934360388162727,8.481761214849007,9.025792016427665
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.928662756392521,8.458986614601438,8.99870066917219
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.923326477240115,8.439485560740945,8.97577985903214
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.2,9.918346328274817,8.422566380533162,8.956082673803223
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p1min,10.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.3,9.913712131152256,8.407729646757604,8.938941508877623
