-20,-20,-20,0
-20,20,-20,0
20,-20,-20,0
20,20,-20,0
-60,-20,-20,0
-60,20,-20,0
-20,-60,-20,0
-20,60,-20,0
20,-60,-20,0
20,60,-20,0
60,-20,-20,0
60,20,-20,0
