time_min,average_uM,center_corner_mean_uM
0.0,10.0,10.0
0.1,9.814960110677037,5.0039229882800065
0.2,9.757480385791922,4.66828445972278
0.3,9.7090169625489,4.4346408124186025
0.4,9.668146946465143,4.263967431572776
0.5,9.633729670958774,4.135053643628312
0.6,9.604788028070256,4.035081335315013
0.7,9.580480471057127,3.9559454784229517
0.8,9.560084024901212,3.8923011249988186
0.9,9.542980655624309,3.8404859607638477
1.0,9.528644746063879,3.7979031024292076
1.1,9.51663127653701,3.762654556321821
1.2,9.506564826444219,3.733316018989722
1.3,9.498129568865323,3.708794068201432
1.4,9.491060357563152,3.6882328977781302
1.5,9.485134921306543,3.6709517126045097
1.6,9.480167117425497,3.6564016044864527
1.7,9.476001158662534,3.6441351100420443
1.8,9.47250670950797,3.633784213886691
1.9,9.469574743888046,3.6250440983428525
2.0,9.467114060006825,3.617660885989959
2.1,9.465048356533542,3.6114222143107026
2.2,9.463313784688616,3.6061498605700804
2.3,9.461856901587126,3.601693881129414
2.4,9.460632960576667,3.597927891581277
2.5,9.459604483809759,3.5947452224814476
2.6,9.458740070732587,3.5920557588881383
2.7,9.458013403519764,3.5897833223714204
2.8,9.45740241679093,3.587863489336626
2.9,9.456888604303266,3.5862417644317723
3.0,9.456456439834978,3.5848720457752377
3.1,9.456092893269515,3.5837153319271904
3.2,9.45578702606431,3.5827386303916353
3.3,9.455529652936024,3.581914034953435
3.4,9.455313058799684,3.581217944989729
3.5,9.455130761834313,3.5806304045015866
3.6,9.454977315073288,3.5801345423042448
3.7,9.45484814018621,3.579716097813355
3.8,9.454739388173234,3.5793630193277397
3.9,9.454647822569632,3.5790651237503295
4.0,9.454570721487318,3.5788138083926504
4.1,9.454505795426883,3.578601806938059
4.2,9.45445111829866,3.578422982843917
4.3,9.454405069512209,3.5782721544815366
4.4,9.454366285344154,3.5781449471755375
4.5,9.454333618086881,3.578037668036308
4.6,9.454306101724596,3.5779472001007715
4.7,9.454282923087064,3.5778709128247117
4.8,9.454263397601595,3.5778065864185664
4.9,9.454246948906231,3.577752347899832
5.0,9.454233091706051,3.577706617059146
5.1,9.454221417354226,3.5776680608121647
5.2,9.454211581722785,3.5776355546429706
5.3,9.454203294998068,3.5776081500429524
5.4,9.454196313094162,3.577585047017316
5.5,9.45419043042699,3.5775655708740004
5.6,9.454185473832663,3.57754915263069
5.7,9.454181297448342,3.577535312478064
5.8,9.454177778402936,3.5775236458242086
5.9,9.454174813189079,3.5775138115186063
6.0,9.454172314608494,3.5775055219162835
6.1,9.454170209199926,3.577498534495371
6.2,9.454168435073225,3.577492644785797
6.3,9.454166940085335,3.5774876804045177
6.4,9.454165680304133,3.5774834960244846
6.5,9.454164618714627,3.577479969131478
6.6,9.454163724129181,3.5774769964456317
6.7,9.454162970269612,3.577474490903701
6.8,9.454162334993963,3.5774723791143455
6.9,9.454161799645151,3.577470599212365
7.0,9.454161348502256,3.5774690990494533
7.1,9.45416096831826,3.5774678346687216
7.2,9.45416064793061,3.577466769018556
7.3,9.454160377933105,3.5774658708682865
7.4,9.454160150399465,3.5774651138940237
7.5,9.454159958650424,3.577464475908
7.6,9.454159797057484,3.577463938208876
7.7,9.454159660877584,3.577463485034068
7.8,9.45415954611377,3.5774631030980664
7.9,9.454159449397803,3.577462781203256
8.0,9.454159367891258,3.5774625099118667
8.1,9.454159299202155,3.577462281269444
8.2,9.454159241314738,3.5774620885717656
8.3,9.454159192530296,3.577461926168365
8.4,9.454159151417281,3.5774617892969376
8.5,9.454159116769294,3.57746167394375
8.6,9.454159087569657,3.5774615767259923
8.7,9.454159062961594,3.5774614947926144
8.8,9.454159042223061,3.5774614257407444
8.9,9.454159024745568,3.577461367545244
9.0,9.454159010016316,3.5774613184993354
9.1,9.454158997603145,3.5774612771645513
9.2,9.454158987141854,3.57746124232857
9.3,9.454158978325525,3.577461212969656
9.4,9.454158970895483,3.5774611882267036
9.5,9.45415896463375,3.577461167373986
9.6,9.454158959356613,3.577461149799869
9.7,9.454158954909254,3.5774611349888805
9.8,9.45415895116119,3.5774611225065924
9.9,9.454158948002469,3.5774611119868727
10.0,9.454158945340424,3.577461103121155
