tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.946099289217496,7.514024511195861,6.644385496562369
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.907038543188438,6.979609344199337,6.557289637446954
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.871882548872238,6.645022941477136,6.152589634899327
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.83919018898602,6.427064766775552,5.896496938331492
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.809027967970929,6.274602064597579,5.726272577550561
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.781524833220054,6.161341723300948,5.604634047774822
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.756714967361168,6.073366916779312,5.512733204147501
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.734526448338592,6.002776524292344,5.440432306929361
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.714811101882546,5.9447827184343724,5.381864456247812
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.69737722220843,5.896314709653833,5.333408124959996
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.682014704378219,5.855302092960923,5.292700189912572
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.2,9.66851177218473,5.820285291998886,5.258121772393934
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.3,9.656665083952712,5.790193521384427,5.228514819619213
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.4,9.64628523486946,5.764213169125395,5.203018526746739
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.5,9.637199271280824,5.741707109588691,5.180971271845185
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.6,9.629251361813697,5.722163709057107,5.161849864201407
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.7,9.62230238884107,5.705163641576391,5.145230757967431
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.8,9.616228950538817,5.690357653128416,5.130764554919966
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.9,9.610922079152648,5.6774512086458735,5.118158741222924
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.0,9.606285860484212,5.666193561688944,5.107165640273716
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.1,9.602236062578665,5.656369730660832,5.097573743140279
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.2,9.59869883328842,5.647794431579198,5.089201276727216
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.3,9.595609496628002,5.640307362440567,5.08189129135082
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.4,9.592911459885157,5.633769447389751,5.075507807660849
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.5,9.590555232936813,5.628059782259537,5.069932723161316
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.6,9.588497555327557,5.623073107466908,5.0650632793008805
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.7,9.586700623618624,5.618717688359131,5.060809954132951
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.8,9.585131410181248,5.614913518255407,5.057094686762604
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.9,9.58376106428521,5.611590782625157,5.053849366703496
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.0,9.582564386583817,5.608688538429424,5.051014539118707
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.1,9.5815193686519,5.606153573346006,5.048538288989065
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.2,9.580606789930611,5.603939417113768,5.046375275593842
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.3,9.579809865175864,5.602005482651696,5.044485894597791
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.4,9.579113936240303,5.6003163186257305,5.042835549337449
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.5,9.578506202712154,5.598840958196599,5.041394016115164
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.6,9.577975486573099,5.59755235107336,5.04013489078018
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.7,9.577512026616207,5.596426867910802,5.039035105823648
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.8,9.577107298883478,5.5954438676500855,5.038074508784074
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,3.9,9.576753859843713,5.594585319697782,5.037235494049283
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.0,9.576445209438985,5.5938354739277365,5.036502681216786
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.1,9.576175671487341,5.593180572415739,5.03586263408341
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.2,9.575940289244807,5.592608597609385,5.035303615109901
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.3,9.57573473420677,5.592109052318055,5.034815370871861
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.4,9.575555226471062,5.591672767498264,5.034388944582989
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.5,9.575398465197289,5.59129173432206,5.0340165122746585
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.6,9.575261567882556,5.590958957461534,5.033691239648775
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.7,9.57514201733567,5.59066832691081,5.033407156997736
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.8,9.575037615373741,5.590414506005244,5.033159049914187
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,4.9,9.574946442388805,5.590192833593097,5.0329423638000925
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,5.0,9.574866822040105,5.589999238572844,5.032753120435403
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,5.1,9.574797290422156,5.589830165234775,5.03258784508552
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,5.2,9.57473656914111,5.589682508042362,5.032443502818306
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,5.3,9.574683541803857,5.589553554661074,5.032317442868652
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,5.4,9.574637233487191,5.589440936192656,5.032207350035048
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,5.5,9.574596792809277,5.589342583704388,5.032111202220419
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,5.6,9.574561476273443,5.589256690257775,5.03202723334146
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,5.7,9.574530634596307,5.589181677741444,5.031953900928374
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,5.8,9.574503700768654,5.589116167900929,5.031889857822554
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,5.9,9.574480179629441,5.589058957034596,5.031833927454334
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,6.0,9.574459638761134,5.589008993892105,5.0317850822484145
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,6.1,9.574441700538861,5.588965360370303,5.031742424761538
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,6.2,9.574426035187212,5.588927254652688,5.031705171207031
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,6.3,9.5744123547169,5.588893976483272,5.031672637064354
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,6.4,9.574400407629803,5.588864914304795,5.031644224509965
PhysiCell,dx_10um__uptake_1p2044e16__dtdiff_0p005min,10.0,12044000000000000,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,6.5,9.574389974294997,5.588839534025341,5.031619411439152
