time_min,average_uM,center_corner_mean_uM
0.0,10.0,10.0
0.1,9.991326645834484,8.751037000165919
0.2,9.983297249508428,8.33245685368733
0.3,9.975491303432687,8.130295866427112
0.4,9.967891844601148,8.011607807770936
0.5,9.960528807229466,7.932986990815136
0.6,9.953441746460134,7.876589633494679
0.7,9.946666885252483,7.833819786141304
0.8,9.940231861408376,7.800041918067161
0.9,9.934154291461422,7.772537631193113
1.0,9.928442304991679,7.7496067244524625
1.1,9.923095969750793,7.730130379540171
1.2,9.918108985138417,7.713341488532112
1.3,9.913470315004966,7.698695905652498
1.4,9.909165610625356,7.685796357589919
1.5,9.905178377035046,7.674345451904237
1.6,9.90149088889316,7.664115567112573
1.7,9.89808488572993,7.654928953562374
1.8,9.894942083975534,7.646644234905015
1.9,9.892044542541207,7.639147046599335
2.0,9.889374914498942,7.632343419429795
2.1,9.886916612036353,7.626155025651827
2.2,9.884653906564125,7.620515713400843
2.3,9.882571981154578,7.615368946780659
2.4,9.880656948557785,7.610665891661557
2.5,9.878895844867143,7.606363967483259
2.6,9.877276606403422,7.602425739005692
2.7,9.87578803544591,7.5988180584660485
2.8,9.874419758953332,7.595511393850808
2.9,9.873162183290276,7.592479296690318
3.0,9.87200644712684,7.589697975334514
3.1,9.8709443740455,7.587145948657252
3.2,9.86996842591878,7.584803761629379
3.3,9.869071657774114,7.582653748924147
3.4,9.868247674608302,7.580679836176776
3.5,9.86749059042923,7.578867371065721
3.6,9.86679498966972,7.577202978266657
3.7,9.866155891024256,7.575674433730065
3.8,9.865568713693307,7.5742705547783595
3.9,9.865029245975192,7.572981103302026
4.0,9.864533616115837,7.571796699924528
4.1,9.86407826530834,7.57070874745234
4.2,9.863659922723759,7.569709362266227
4.3,9.863275582449997,7.568791312569877
4.4,9.862922482214836,7.5679479626121156
4.5,9.862598083771347,7.567173222154027
4.6,9.862300054827875,7.5664615005736096
4.7,9.862026252409878,7.565807665096054
4.8,9.861774707546841,7.565207002713798
4.9,9.861543611183643,7.5646551854214135
5.0,9.861331301222162,7.5641482384401115
5.1,9.861136250605144,7.563682511147144
5.2,9.860957056360531,7.5632546504592275
5.3,9.860792429530367,7.562861576447341
5.4,9.86064118591391,7.5625004599843
5.5,9.860502237560025,7.562168702246961
5.6,9.860374584948769,7.561863915912759
5.7,9.860257309806808,7.561583907905655
5.8,9.860149568505623,7.561326663560258
5.9,9.860050585995467,7.561090332084831
6.0,9.85995965023179,7.560873213214672
6.1,9.859876107054301,7.560673744956874
6.2,9.859799355481945,7.560490492336113
6.3,9.859728843390174,7.560322137058863
6.4,9.85966406353944,7.560167468020484
6.5,9.859604549926441,7.560025372585945
6.6,9.859549874431902,7.559894828580846
6.7,9.859499643740827,7.559774896934559
6.8,9.859453496513092,7.559664714922259
6.9,9.859411100784023,7.559563489956895
7.0,9.859372151576276,7.559470493886286
7.1,9.859336368705879,7.559385057754133
7.2,9.8593034947666,7.559306566987167
7.3,9.859273293278198,7.559234456973738
7.4,9.859245546985209,7.559168209001927
7.5,9.859220056294028,7.559107346527998
7.6,9.859196637837067,7.559051431748232
7.7,9.859175123153634,7.559000062449526
7.8,9.859155357478045,7.558952869116027
7.9,9.859137198626291,7.5589095122710255
8.0,9.859120515973176,7.558869680034936
8.1,9.859105189512649,7.558833085881821
8.2,9.859091108994496,7.558799466578299
8.3,9.859078173131252,7.558768580290012
8.4,9.85906628886954,7.558740204842026
8.5,9.859055370720718,7.558714136120662
8.6,9.859045340145862,7.558690186605231
8.7,9.85903612499081,7.558668184019153
8.8,9.85902765896712,7.558647970090704
8.9,9.85901988117519,7.558629399414538
9.0,9.859012735666195,7.558612338405726
9.1,9.859006171039612,7.5585966643388565
9.2,9.859000140073467,7.55858226446522
9.3,9.858994599384634,7.558569035201783
9.4,9.858989509116768,7.558556881386086
9.5,9.858984832653595,7.558545715591706
9.6,9.858980536355517,7.558535457499368
9.7,9.858976589317615,7.5585260333192
9.8,9.858972963147348,7.558517375259924
9.9,9.858969631760303,7.558509421041217
10.0,9.858966571192562,7.558502113445716
