tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p1min,5.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p1min,5.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.998914930555555,9.999999999999998,9.999999999999998
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p1min,5.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.997841008011399,9.97064880343911,9.938866223544146
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p1min,5.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.996774256498043,9.944720563451543,9.898550719256397
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p1min,5.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.995717206660522,9.930077093198793,9.889113537069775
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p1min,5.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.99467379178639,9.919145532129608,9.876107568637568
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p1min,5.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.993649030757565,9.910636484868279,9.865817712606837
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p1min,5.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.992647871946279,9.90386949366183,9.857843009724963
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p1min,5.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.991674727117063,9.8983489614656,9.851492418977895
PhysiCell,dx_5um__uptake_1p2044e16__dtdiff_0p1min,5.0,12044000000000000,0.1,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.990733228752866,9.893742184539699,9.846294076734758
