tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.84509968214751,5.2576202275499995,7.1939665200119
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.77182003372539,4.592061577231299,6.02441556774107
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.70810743384859,4.237339283799016,5.463093166450172
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.652312624643562,4.018721907753917,5.138718360549182
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.603789031495731,3.869900063762801,4.9263622259890285
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.561951057344054,3.7615099523314326,4.775380094947847
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.526138415022707,3.678843577899781,4.661932018443825
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.495650179528745,3.613770796145479,4.573422400765941
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.469795916352671,3.5614196759014822,4.502564651210314
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.447930896013448,3.5186656343608487,4.4448205255473505
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.429474018276684,3.483385341639142,4.397182584384025
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.2,9.413913602546456,3.454063331248551,4.3575495539697195
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.3,9.400805998482522,3.429573033421855,4.324386017669498
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.4,9.389770483778575,3.4090490254478,4.296527647814925
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.5,9.380482589008528,3.3918092066767946,4.273064849170872
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.6,9.372667069076392,3.377305370280078,4.253270412991614
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.7,9.36609116438609,3.365090493600825,4.2365527340892495
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.8,9.360558454345817,3.354796202029809,4.222424340212735
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.9,9.355903413667674,3.34611663400558,4.210479873124509
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.0,9.351986678744947,3.338796476264467,4.200380089064216
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.1,9.348690979880255,3.3326218161590706,4.191839823518053
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.2,9.345917672778386,3.3274129680085864,4.1846186620430865
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.3,9.343583796256285,3.323018732714229,4.178513527754172
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.4,9.341619584911449,3.3193117324959864,4.173352676310559
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.5,9.339966371199772,3.3161845753059054,4.168990759468444
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.6,9.33857481861327,3.3135466747150453,4.165304723598667
PhysiCell,dx_20um__uptake_12044__dtdiff_0p005min,20.0,12044,0.005,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.7,9.3374034351411,3.311321597366283,4.162190376199878
