tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,time_min,average_uM,origin_center_uM,center_uM,cell_voxel_average_uM
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,0.0,10.0,10.0,10.0,10.0
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,0.1,9.997747983919496,9.856514907559161,9.863198636816234,9.936681852133102
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,0.2,9.99552755263665,9.775446246243163,9.782319275627794,9.885945569472668
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,0.3,9.993325549487423,9.73059539158945,9.737552134328089,9.853010148789991
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,0.4,9.991156941919094,9.701462294265838,9.708459831101893,9.829793361880844
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,0.5,9.989045043815546,9.680673169194868,9.687692413904847,9.812391627407978
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,0.6,9.987013345582401,9.66490649331526,9.671938041906806,9.798756150217033
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,0.7,9.985080730386569,9.652430862222362,9.659469649881391,9.78771423226495
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,0.8,9.98325992751106,9.642248214327042,9.649291314274663,9.778546001119741
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,0.9,9.981557833911964,9.633739818208698,9.640785442251696,9.770784648286325
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,1.0,9.979976590283975,9.62650050425841,9.633547510648318,9.764113956107675
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,1.1,9.978514795164834,9.620253293252466,9.627300927949499,9.75831188070065
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,1.2,9.977168588190859,9.614802040003422,9.621849793024937,9.753217639279834
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,1.3,9.975932519278096,9.610003581920191,9.617051103665672,9.748711592718122
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,1.4,9.974800204505735,9.60575058554244,9.612797635837586,9.744702481830396
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,1.5,9.973764800568743,9.601960589514354,9.60900700523163,9.741119083548156
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,1.6,9.972819336313336,9.598568799085974,9.605614472712304,9.737904622266802
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,1.7,9.971956936620183,9.59552323436836,9.60256809926569,9.735012949999124
PhysiCell,dx_3um__uptake_12044__dtdiff_0p01min__volume_523um3,3,12044,0.01,523.0,52.300000000000004,1.8,9.971170967565834,9.592781398233488,9.599825418147445,9.732405889434181
