tool,run_id,dx_um,dt_min,average_source,center_source,resolution_label,time_min,average_uM,center_uM
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,0.0,10.0,10.0
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,0.1,9.28428456872377,9.049879720182133
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,0.2,8.768955122587325,8.190149044036657
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,0.3,8.3750059406638,7.413634811838
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,0.4,8.066760842946563,6.71696828227892
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,0.5,7.822370939397112,6.09920471214617
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,0.6,7.626940355208755,5.558872829150748
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,0.7,7.469724980013047,5.092431170985396
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,0.8,7.342702934817466,4.69430293467183
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,0.9,7.239744449097272,4.357601857642683
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,1.0,7.1560877513078776,4.074921908022234
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,1.1,7.087988441168966,3.8389432132642773
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,1.2,7.032474839669176,3.6428159225619976
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,1.3,6.9871717530269475,3.480362044533714
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,1.4,6.9501703025348265,3.3461505770497646
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,1.5,6.919929825481921,3.235493487747508
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,1.6,6.8952027238497,3.1443971812938716
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,1.7,6.874976115649565,3.0694924662349825
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,1.8,6.858426033630947,3.007957307047214
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,1.9,6.844881152483236,2.95744065439027
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,2.0,6.833793855981886,2.9159917599570906
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,2.1,6.824717026410868,2.8819969738612876
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,2.2,6.817285339735954,2.854124596865799
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,2.3,6.811200137695261,2.8312775632637104
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,2.4,6.806217158286996,2.8125533237894658
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,2.5,6.802136562622322,2.797210125548078
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,2.6,6.798794814427733,2.784638848447979
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,2.7,6.796058059214495,2.774339593444049
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,2.8,6.79381672057327,2.765902289726791
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,2.9,6.7919810863121945,2.7589906738675123
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,3.0,6.790477700886436,2.753329081432122
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,3.1,6.789246415421132,2.748691574124861
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,3.2,6.7882379745698,2.7448930000200225
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,3.3,6.78741204195302,2.741781649809399
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,3.4,6.786735584112272,2.73923322828428
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,3.5,6.786181547660621,2.73714590811238
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,3.6,6.7857277762949515,2.735436273250499
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,3.7,6.785356124088566,2.7340359930166316
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,3.8,6.78505172943426,2.7328890958693015
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,3.9,6.784802420496445,2.731949735169712
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,4.0,6.78459822833004,2.731180358400502
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,4.1,6.784430988154717,2.730550207148177
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,4.2,6.784294012814077,2.730034088193466
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,4.3,6.784181825345908,2.7296113667751953
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,4.4,6.784089939959567,2.729265141901877
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,4.5,6.784014682656173,2.7289815708171044
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,4.6,6.783953044314896,2.728749315658856
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,4.7,6.783902560368415,2.728559090219909
PhysiCell,PhysiCell_dx_5um,5.0,,mean over all voxels from microenvironment[4],mean over center voxels from microenvironment[4],voxel size=5 um,4.8,6.7838612122547355,2.7284032887071765
