tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,time_min,average_uM,origin_center_uM,center_uM,cell_voxel_average_uM
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,0.0,10.0,10.0,10.0,10.0
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,0.1,9.999475760780655,9.17830922887049,9.817984407736391,9.817984407736391
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,0.2,9.99896072723227,9.147209699659593,9.785784283834454,9.785784283834454
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,0.3,9.99844781790695,9.13369238453665,9.77157432749565,9.77157432749565
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,0.4,9.997940248474245,9.1256936871529,9.763119956469815,9.763119956469815
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,0.5,9.997444315303811,9.120256782232868,9.757356965272535,9.757356965272535
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,0.6,9.996966925259906,9.116253545436185,9.753106165244793,9.753106165244793
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,0.7,9.996513762307941,9.113147990533419,9.749804600952391,9.749804600952391
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,0.8,9.996088630881163,9.110648911061208,9.747145454099638,9.747145454099638
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,0.9,9.995693530659617,9.108583081752593,9.74494581086701,9.74494581086701
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,1.0,9.995329017140342,9.106840496725866,9.74308932604997,9.74308932604997
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,1.1,9.994994605586283,9.105347718389948,9.741498237593808,9.741498237593808
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,1.2,9.994689120573502,9.10405369855784,9.740118443331149,9.740118443331149
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,1.3,9.994410966137114,9.102921707274799,9.738910989904735,9.738910989904735
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,1.4,9.994158321434112,9.101924494998698,9.737846963236326,9.737846963236326
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,1.5,9.993929276142687,9.101041275332927,9.736904297729122,9.736904297729122
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,1.6,9.993721920522994,9.10025578372623,9.73606572127344,9.73606572127344
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,1.7,9.993534402801568,9.099554996633975,9.735317398399618,9.735317398399618
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,1.8,9.993364963685183,9.098928268292795,9.734648015375287,9.734648015375287
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,1.9,9.99321195523573,9.098366737821557,9.734048151635765,9.734048151635765
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,2.0,9.993073849282819,9.097862914657266,9.733509840234433,9.733509840234433
PhysiCell,dx_5um__uptake_12044__dtdiff_0p005min__volume_1um3,5.0,12044,0.005,1.0,0.1,2.1,9.992949239005851,9.097410383519819,9.733026255038812,9.733026255038812
