0	 -4.5, 0, 00	 4.5, 0, 0
1	 -4.5, 0, 01	 6.10788, 0, 0
2	 -4.5, 0, 02	 6.10788, 0, 0
3	 -4.5, 0, 03	 6.10788, 0, 0
4	 -4.5, 0, 04	 6.10788, 0, 0
5	 -4.5, 0, 05	 6.10788, 0, 0
6	 -4.5, 0, 06	 6.10788, 0, 0
7	 -4.5, 0, 07	 6.10788, 0, 0
8	 -4.5, 0, 08	 6.10788, 0, 0
9	 -4.5, 0, 09	 6.10788, 0, 0
10	 -4.5, 0, 010	 6.10788, 0, 0
11	 -4.5, 0, 011	 6.10788, 0, 0
12	 -4.5, 0, 012	 6.10788, 0, 0
13	 -4.5, 0, 013	 6.10788, 0, 0
14	 -4.5, 0, 014	 6.10788, 0, 0
15	 -4.5, 0, 015	 6.10788, 0, 0
16	 -4.5, 0, 016	 6.10788, 0, 0
17	 -4.5, 0, 017	 6.10788, 0, 0
18	 -4.5, 0, 018	 6.10788, 0, 0
19	 -4.5, 0, 019	 6.10788, 0, 0
20	 -4.5, 0, 020	 6.10788, 0, 0
21	 -4.5, 0, 021	 6.10788, 0, 0
22	 -4.5, 0, 022	 6.10788, 0, 0
23	 -4.5, 0, 023	 6.10788, 0, 0
24	 -4.5, 0, 024	 6.10788, 0, 0
25	 -4.5, 0, 025	 6.10788, 0, 0
26	 -4.5, 0, 026	 6.10788, 0, 0
27	 -4.5, 0, 027	 6.10788, 0, 0
28	 -4.5, 0, 028	 6.10788, 0, 0
29	 -4.5, 0, 029	 6.10788, 0, 0
