time_min,average_uM,center_corner_mean_uM
0.0,10.0,10.0
0.1,9.495684528127187,5.461160753144682
0.2,9.359904864509623,4.765279657311102
0.3,9.269832228767765,4.422159452977575
0.4,9.199635312939211,4.165464945934041
0.5,9.14383684700332,3.9629819585966803
0.6,9.09923664991387,3.801722720567177
0.7,9.06346050015074,3.6725265035412575
0.8,9.034680534590834,3.568462279617309
0.9,9.011472058994125,3.4842398174105593
1.0,8.992716170096234,3.415793426802436
1.1,8.977529237144783,3.359972639646306
1.2,8.965210395553893,3.3143148906453037
1.3,8.955201752651906,3.2768790942184998
1.4,8.94705785624945,3.246123368125451
1.5,8.940422063513642,3.2208144917488575
1.6,8.935008130317298,3.1999601951934817
1.7,8.930585793839272,3.1827579727804487
1.8,8.926969434413667,3.168555964009233
1.9,8.924009126520318,3.156822740456689
2.0,8.921583552665977,3.147123739850938
2.1,8.919594375866042,3.1391027185350926
2.2,8.917961758324003,3.132467035378655
2.3,8.916620783759896,3.1269758923857927
2.4,8.915518594308306,3.1224308798180447
2.5,8.914612094058132,3.1186683339265104
2.6,8.913866103122778,3.1155531320657968
2.7,8.91325187082502,3.1129736358681495
2.8,8.91274587581739,3.1108375571435993
2.9,8.91232885599185,3.1090685693881306
3.0,8.911985022816296,3.107603524527243
3.1,8.911701423998942,3.1063901628302335
3.2,8.911467425684318,3.1053852259603305
3.3,8.911274291156808,3.104552900429657
3.4,8.91111483760178,3.1038635324339183
3.5,8.91098315610857,3.1032925659783066
3.6,8.910874382993406,3.10281966498942
3.7,8.910784512830594,3.10242798720117
3.8,8.910710245428364,3.102103583357839
3.9,8.910648860467543,3.1018348999656356
4.0,8.910598114711823,3.101612367655582
4.1,8.910556157656663,3.1014280603604774
4.2,8.91052146225704,3.101275413087531
4.3,8.910492767998779,3.1011489881901766
4.4,8.910469034083905,3.1010442817910473
4.5,8.910449400910261,3.100957563450607
4.6,8.910433158358632,3.1008857433670274
4.7,8.910419719671143,3.1008262623773053
4.8,8.91040859992529,3.1007770008435096
4.9,8.910399398287499,3.100736203181406
5.0,8.910391783376967,3.1007024153459395
5.1,8.91038548119034,3.100674433049324
5.2,8.910380265135931,3.1006512588694144
5.3,8.910375947806498,3.1006320667223006
5.4,8.91037237418539,3.1006161724350356
5.5,8.910369416034975,3.1006030093713353
5.6,8.910366967260519,3.1005921082428287
5.7,8.91036494007916,3.100583080387309
5.8,8.910363261853576,3.100575603918744
5.9,8.910361872474539,3.1005694122559895
6.0,8.910360722196891,3.1005642846217687
6.1,8.910359769850105,3.1005600381735783
6.2,8.910358981358417,3.100556521486303
6.3,8.910358328516818,3.100553609154374
6.4,8.91035778797855,3.1005511973212125
6.5,8.910357340417507,3.1005491999766823
6.6,8.910356969835208,3.1005475458906426
6.7,8.910356662987388,3.100546176073335
6.8,8.910356408909513,3.100545041672094
6.9,8.910356198524115,3.1005441022294478
7.0,8.910356024315808,3.100543324240504
7.1,8.910355880062358,3.1005426799582176
7.2,8.910355760612042,3.1005421464039413
7.3,8.910355661699409,3.1005417045480033
7.4,8.910355579792723,3.100541338631083
7.5,8.910355511967735,3.1005410356022005
7.6,8.910355455803135,3.1005407846532935
7.7,8.910355409294038,3.1005405768337564
7.8,8.910355370780328,3.100540404731235
7.9,8.910355338887383,3.100540262207265
8.0,8.91035531247694,3.100540144178348
8.1,8.910355290606457,3.100540046434648
8.2,8.910355272495455,3.100539965489841
8.3,8.910355257497642,3.1005398984567742
8.4,8.910355245077843,3.100539842944496
8.5,8.910355234792888,3.1005397969729693
8.6,8.910355226275803,3.100539758902459
8.7,8.910355219222694,3.1005397273750424
8.8,8.910355213381909,3.100539701266177
8.9,8.910355208545061,3.100539679644592
9.0,8.910355204539584,3.1005396617390693
9.1,8.910355201222574,3.1005396469109385
9.2,8.910355198475692,3.100539634631295
9.3,8.910355196200944,3.1005396244621353
9.4,8.910355194317173,3.1005396160407344
9.5,8.910355192757184,3.100539609066709
9.6,8.910355191465321,3.1005396032913
9.7,8.910355190395496,3.100539598508504
9.8,8.910355189509549,3.100539594547721
9.9,8.910355188775872,3.100539591267674
10.0,8.9103551881683,3.100539588551365
