tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,average_source,center_source,raw_center_source,time_min,average_uM,center_uM,raw_center_uM
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.0,10.0,10.0,10.0
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.1,9.999314156808035,9.977820923685053,9.951029777782118
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.2,9.998631578336408,9.962093794338069,9.931685599554736
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.3,9.997951947785873,9.951733604878198,9.917811628170904
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.4,9.997279438858234,9.944375257379656,9.908554593186317
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.5,9.996620617527158,9.93884612270567,9.901911225151666
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.6,9.995982410650528,9.934507334179326,9.896859446484996
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.7,9.995370718099052,9.930989730494373,9.89285502091135
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.8,9.99478984135364,9.92806569770981,9.889581756983112
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,0.9,9.994242455298924,9.925587187301428,9.886842742359368
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.0,9.993729834923034,9.923453669201711,9.884508590489371
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.1,9.99325215863964,9.92159443332642,9.882490616518817
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.2,9.992808800838588,9.919958243236723,9.880725907751001
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.3,9.992398579648619,9.918506995780545,9.879168518362624
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.4,9.992019952572331,9.91721168362322,9.877784027721717
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.5,9.99167116419175,9.916049743160585,9.87654604902353
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.6,9.9913503540415,9.91500326796309,9.875433920858223
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.7,9.991055633152278,9.914057780022603,9.874431143286047
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.8,9.9907851367839,9.913201369709801,9.873524296809201
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,1.9,9.99053705948884,9.912424084545899,9.872702282306195
PhysiCell,dx_2um__uptake_600000__dtdiff_0p01min,2.0,600000.0,0.01,mean over all voxels,mean over unique voxels nearest the configured cell positions,single center voxel nearest the origin,2.0,9.990309677302937,9.9117174887592,9.871955778584784
