time_min,average_uM,center_corner_mean_uM
0.0,10.0,10.0
0.1,9.93101378349646,5.032992411745298
0.2,9.88943138870662,4.384956756973976
0.3,9.851758060084963,4.041105669354031
0.4,9.817147290472933,3.8352020895971846
0.5,9.785400540014987,3.7000564128576214
0.6,9.756440250020047,3.604794170947484
0.7,9.73018201901412,3.5338970207429963
0.8,9.706505522053194,3.4789157027625763
0.9,9.685256868084311,3.434925951190432
1.0,9.666259736330966,3.398886764573409
1.1,9.64932702020441,3.36882421086239
1.2,9.63427025816959,3.3434001516190612
1.3,9.620906351874872,3.3216720766321113
1.4,9.609061890021486,3.302953173406458
1.5,9.598575617480533,3.2867275539373617
1.6,9.58929957256825,3.2725971336255815
1.7,9.581099320865185,3.260247348039011
1.8,9.573853608551886,3.2494244396323513
1.9,9.567453666569582,3.239920045995121
2.0,9.561802325146015,3.2315605053987717
2.1,9.55681304519052,3.2241992735275846
2.2,9.552408935293409,3.217711430545394
2.3,9.548521796879553,3.211989617091969
2.4,9.545091222307555,3.2069409635475807
2.5,9.54206375891043,3.202484721398466
2.6,9.539392144314949,3.1985503995157996
2.7,9.537034613542193,3.1950762701183453
2.8,9.534954275459226,3.192008150511384
2.9,9.533118554481533,3.189298394537439
3.0,9.53149869258044,3.1869050466115274
3.1,9.530069306332637,3.184791124211552
3.2,9.528807993760683,3.182924003699025
3.3,9.527694985922066,3.1812748906461623
3.4,9.526712838522295,3.1798183603033996
3.5,9.525846159199089,3.1785319570351893
3.6,9.525081366513586,3.177395843872546
3.7,9.524406477068782,3.1763924950437104
3.8,9.523810917542479,3.175506425630588
3.9,9.523285358764044,3.174723953482352
4.0,9.522821569278852,3.1740329892842283
4.1,9.522412286129835,3.1734228512881733
4.2,9.522051100843067,3.172884101704093
4.3,9.521732358835173,3.1724084021544816
4.4,9.521451070666247,3.1719883859323685
4.5,9.521202833745292,3.1716175450870243
4.6,9.52098376325788,3.171290130604732
4.7,9.520790431229768,3.1710010641610067
4.8,9.520619812767922,3.1707458601018867
4.9,9.520469238632955,3.170520556469922
5.0,9.520336353396804,3.1703216540288373
5.1,9.520219078527232,3.170146062362315
5.2,9.520115579818508,3.1699910522293484
5.3,9.520024238656045,3.169854213452984
5.4,9.51994362666319,3.1697334177026044
5.5,9.519872483331696,3.169626785603615
5.6,9.519809696284387,3.1695326576735776
5.7,9.519754283859967,3.169449568641514
5.8,9.519705379746563,3.169376224758212
5.9,9.519662219422697,3.1693114837505263
6.0,9.519624128192998,3.1692543371127635
6.1,9.519590510630866,3.169203894463625
6.2,9.519560841262564,3.1691593697286127
6.3,9.51953465634662,3.1691200689355385
6.4,9.519511546619698,3.1690853794353844
6.5,9.519491150895217,3.169054760382518
6.6,9.519473150414457,3.1690277343275097
6.7,9.519457263861579,3.1690038797928355
6.8,9.519443242964577,3.1689828247168252
6.9,9.519430868613172,3.168964240664527
7.0,9.519419947432953,3.1689478377159546
7.1,9.51941030876205,3.1689333599526086
7.2,9.519401801983081,3.168920581472365
7.3,9.519394294168576,3.1689093028709796
7.4,9.519387668003043,3.168899348135655
7.5,9.519381819949173,3.168890561902476
7.6,9.519376658629472,3.1688828070351476
7.7,9.519372103398014,3.1688759624874434
7.8,9.519368083080012,3.1688699214161558
7.9,9.51936453485938,3.1688645895152123
8.0,9.51936140329704,3.1688598835450774
8.1,9.519358639464512,3.1688557300345597
8.2,9.519356200179272,3.168852064134829
8.3,9.519354047329912,3.1688488286078074
8.4,9.51935214728061,3.168845972933209
8.5,9.519350470345483,3.1688434525202847
8.6,9.519348990324726,3.1688412280120457
8.7,9.51934768409522,3.168839264671086
8.8,9.519346531249198,3.1688375318374664
8.9,9.519345513775377,3.168836002450185
9.0,9.519344615777532,3.1688346526248043
9.1,9.519343823226107,3.168833461280625
9.2,9.519343123739013,3.1688324098116114
9.3,9.51934250638816,3.1688314817959324
9.4,9.519341961528715,3.168830662739587
9.5,9.519341480648407,3.16882993985011
9.6,9.519341056234527,3.1688293018368467
9.7,9.519340681656562,3.1688287387346596
9.8,9.51934035106258,3.168828241748327
9.9,9.519340059287819,3.1688278031152075
10.0,9.519339801773995,3.1688274159840226
