tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,time_min,average_uM,origin_center_uM,center_uM,cell_voxel_average_uM
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,0.0,10.0,10.0,10.0,10.0
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,0.1,9.744914984838868,4.603640949666353,9.142750797370708,4.603640949666355
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,0.2,9.678797149312519,4.277104101689457,8.494003133689572,4.277104101689462
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,0.3,9.625001830304498,4.05178762837091,8.046212454917953,4.0517876283709136
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,0.4,9.581257870562917,3.8890604140661473,7.72272875690659,3.889060414066149
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,0.5,9.545722959654174,3.7673777900146885,7.48078642898947,3.767377790014692
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,0.6,9.51688140723028,3.6739812836380588,7.295051637006613,3.6739812836380614
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,0.7,9.493485333610069,3.6008898570215697,7.149672746673268,3.600889857021572
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,0.8,9.474511035658413,3.542860824702032,7.034234963302822,3.542860824702035
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,0.9,9.459122295492179,3.496299535751385,6.941596369310257,3.4962995357513873
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,1.0,9.446638556661952,3.458648468686111,6.866675045359679,3.458648468686113
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,1.1,9.43650748511936,3.428029921692065,6.805739493130412,3.428029921692067
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,1.2,9.42828166363492,3.4030286599721986,6.755976926377362,3.403028659972199
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,1.3,9.421599085833822,3.3825548304168485,6.715220968995898,3.382554830416849
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,1.4,9.4161670241502,3.3657545273018483,6.681774004163319,3.3657545273018488
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,1.5,9.411748807668307,3.351949544454103,6.654287503256326,3.3519495444541043
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,1.6,9.408153055160845,3.3405955302722594,6.6316789126678355,3.3405955302722616
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,1.7,9.405224946983498,3.331252073111177,6.61307223893231,3.3312520731111785
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,1.8,9.40283917102462,3.323560735661049,6.597754421649966,3.3235607356610495
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,1.9,9.400894232320624,3.317228532597694,6.585142515952547,3.317228532597695
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,2.0,9.39930786746317,3.3120152387213198,6.574758480790995,3.31201523872132
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,2.1,9.398013350829585,3.3077234654254424,6.566209463564714,3.307723465425443
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,2.2,9.396956519077195,3.304190788923273,6.559172158300379,3.304190788923273
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,2.3,9.39609337336505,3.301283434424899,6.553380253159869,3.301283434424899
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,2.4,9.395388145993063,3.2988911641600467,6.548614268448393,3.298891164160047
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,2.5,9.39481174035028,3.2969231126307386,6.544693275871472,3.296923112630739
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,2.6,9.394340471033445,3.2953043773967554,6.541468118629055,3.295304377396756
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,2.7,9.39395504546852,3.293973218941167,6.538815841700724,3.2939732189411677
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,2.8,9.393639739984364,3.292878755526938,6.536635105871115,3.2928787555269388
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,2.9,9.393381732594563,3.291979062716819,6.534842406170494,3.2919790627168193
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,3.0,9.39317056219202,3.2912396051110004,6.533368950870802,3.2912396051110027
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,3.1,9.392997689820206,3.290631941618577,6.532158084473419,3.2906319416185785
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,3.2,9.392856142453713,3.2901326563735815,6.531163159540128,3.2901326563735824
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,3.3,9.392740223538851,3.2897224760073223,6.530345779286183,3.2897224760073245
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,3.4,9.39264527760408,3.289385540926105,6.529674346624999,3.289385540926105
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,3.5,9.392567498703855,3.289108803890958,6.5291228665676755,3.2891088038909606
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,3.6,9.392503774429509,3.288881533824429,6.528669958073717,3.2888815338244304
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,3.7,9.392451558804437,3.288694906580371,6.528298039021226,3.2886949065803712
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,3.8,9.392408768655521,3.2885416675605015,6.527992654220665,3.288541667560502
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,3.9,9.39237369907962,3.2884158536663692,6.527741921575134,3.28841585366637
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,4.0,9.392344954452764,3.2883125642336233,6.527536075781455,3.288312564233624
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,4.1,9.392321392098705,3.288227772384389,6.527367092524676,3.28822777238439
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,4.2,9.392302076274783,3.288158169716484,6.527228379068484,3.288158169716485
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,4.3,9.392286240571112,3.2881010384772424,6.527114519589636,3.288101038477243
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,4.4,9.392273257173922,3.2880541463878883,6.5270210656306595,3.28805414638789
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,4.5,9.392262611732013,3.2880156601275004,6.526944363723154,3.288015660127502
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,4.6,9.39225388279882,3.287984074183259,6.5268814136228945,3.287984074183259
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,4.7,9.392246725012576,3.28795815235072,6.526829751746653,3.28795815235072
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,4.8,9.392240855331552,3.287936879644775,6.526787355350335,3.2879368796447768
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,4.9,9.392236041766882,3.2879194227759383,6.52675256377251,3.2879194227759383
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,5.0,9.39223209415797,3.28790509767184,6.5267240137151905,3.2879050976718425
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,5.1,9.392228856618743,3.287893342792259,6.5267005860682294,3.2878933427922603
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,5.2,9.392226201351113,3.2878836972072563,6.526681362224545,3.287883697207258
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,5.3,9.392224023577352,3.2878757825905907,6.526665588196928,3.2878757825905915
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,5.4,9.392222237388493,3.287869288430803,6.526652645146588,3.2878692884308043
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,5.5,9.392220772342696,3.287863959886315,6.5266420251803785,3.2878639598863164
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,5.6,9.392219570677785,3.287859587812755,6.526633311476716,3.287859587812756
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,5.7,9.392218585026855,3.287856000574724,6.526626161967429,3.287856000574725
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,5.8,9.39221777654597,3.2878530573232245,6.526620295940401,3.2878530573232254
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,5.9,9.392217113379422,3.287850642476804,6.526615483040963,3.2878506424768057
PhysiCell,dx_40um__uptake_12044__dtdiff_0p01min__volume_523um3,40.0,12044,0.01,523.0,52.300000000000004,6.0,9.392216569401706,3.287848661191161,6.526611534243168,3.2878486611911617
