89	 -4.99805, 0, 0	 5.00012, 0, 0
90	 -4.99807, 0, 0	 5.00014, 0, 0
91	 -4.99809, 0, 0	 5.00016, 0, 0
92	 -4.99811, 0, 0	 5.00018, 0, 0
93	 -4.99812, 0, 0	 5.00019, 0, 0
94	 -4.99814, 0, 0	 5.00021, 0, 0
95	 -4.99816, 0, 0	 5.00023, 0, 0
96	 -4.99817, 0, 0	 5.00025, 0, 0
97	 -4.99819, 0, 0	 5.00026, 0, 0
98	 -4.99821, 0, 0	 5.00028, 0, 0
99	 -4.99822, 0, 0	 5.00029, 0, 0
100	 -4.99823, 0, 0	 5.00031, 0, 0
101	 -4.99825, 0, 0	 5.00032, 0, 0
102	 -4.99826, 0, 0	 5.00033, 0, 0
103	 -4.99828, 0, 0	 5.00035, 0, 0
104	 -4.99829, 0, 0	 5.00036, 0, 0
105	 -4.9983, 0, 0	 5.00037, 0, 0
106	 -4.99831, 0, 0	 5.00038, 0, 0
107	 -4.99832, 0, 0	 5.0004, 0, 0
108	 -4.99834, 0, 0	 5.00041, 0, 0
109	 -4.99835, 0, 0	 5.00042, 0, 0
110	 -4.99836, 0, 0	 5.00043, 0, 0
111	 -4.99837, 0, 0	 5.00044, 0, 0
112	 -4.99838, 0, 0	 5.00045, 0, 0
113	 -4.99839, 0, 0	 5.00046, 0, 0
114	 -4.9984, 0, 0	 5.00047, 0, 0
115	 -4.99841, 0, 0	 5.00048, 0, 0
116	 -4.99842, 0, 0	 5.00049, 0, 0
117	 -4.99843, 0, 0	 5.0005, 0, 0
118	 -4.99844, 0, 0	 5.00051, 0, 0
119	 -4.99844, 0, 0	 5.00051, 0, 0
120	 -4.99845, 0, 0	 5.00052, 0, 0
121	 -4.99846, 0, 0	 5.00053, 0, 0
122	 -4.99847, 0, 0	 5.00054, 0, 0
123	 -4.99848, 0, 0	 5.00055, 0, 0
124	 -4.99848, 0, 0	 5.00056, 0, 0
125	 -4.99849, 0, 0	 5.00056, 0, 0
126	 -4.9985, 0, 0	 5.00057, 0, 0
127	 -4.99851, 0, 0	 5.00058, 0, 0
128	 -4.99851, 0, 0	 5.00058, 0, 0
129	 -4.99852, 0, 0	 5.00059, 0, 0
130	 -4.99853, 0, 0	 5.0006, 0, 0
131	 -4.99853, 0, 0	 5.0006, 0, 0
132	 -4.99854, 0, 0	 5.00061, 0, 0
133	 -4.99855, 0, 0	 5.00062, 0, 0
134	 -4.99855, 0, 0	 5.00062, 0, 0
135	 -4.99856, 0, 0	 5.00063, 0, 0
136	 -4.99856, 0, 0	 5.00063, 0, 0
137	 -4.99857, 0, 0	 5.00064, 0, 0
138	 -4.99858, 0, 0	 5.00065, 0, 0
139	 -4.99858, 0, 0	 5.00065, 0, 0
140	 -4.99859, 0, 0	 5.00066, 0, 0
141	 -4.99859, 0, 0	 5.00066, 0, 0
142	 -4.9986, 0, 0	 5.00067, 0, 0
143	 -4.9986, 0, 0	 5.00067, 0, 0
144	 -4.99861, 0, 0	 5.00068, 0, 0
145	 -4.99861, 0, 0	 5.00068, 0, 0
146	 -4.99862, 0, 0	 5.00069, 0, 0
147	 -4.99862, 0, 0	 5.00069, 0, 0
148	 -4.99863, 0, 0	 5.0007, 0, 0
149	 -4.99863, 0, 0	 5.0007, 0, 0
150	 -4.99863, 0, 0	 5.0007, 0, 0
151	 -4.99864, 0, 0	 5.00071, 0, 0
152	 -4.99864, 0, 0	 5.00071, 0, 0
153	 -4.99865, 0, 0	 5.00072, 0, 0
154	 -4.99865, 0, 0	 5.00072, 0, 0
155	 -4.99865, 0, 0	 5.00073, 0, 0
156	 -4.99866, 0, 0	 5.00073, 0, 0
157	 -4.99866, 0, 0	 5.00073, 0, 0
158	 -4.99867, 0, 0	 5.00074, 0, 0
159	 -4.99867, 0, 0	 5.00074, 0, 0
160	 -4.99867, 0, 0	 5.00074, 0, 0
161	 -4.99868, 0, 0	 5.00075, 0, 0
162	 -4.99868, 0, 0	 5.00075, 0, 0
163	 -4.99868, 0, 0	 5.00075, 0, 0
164	 -4.99869, 0, 0	 5.00076, 0, 0
165	 -4.99869, 0, 0	 5.00076, 0, 0
166	 -4.99869, 0, 0	 5.00076, 0, 0
167	 -4.9987, 0, 0	 5.00077, 0, 0
168	 -4.9987, 0, 0	 5.00077, 0, 0
169	 -4.9987, 0, 0	 5.00077, 0, 0
170	 -4.99871, 0, 0	 5.00078, 0, 0
171	 -4.99871, 0, 0	 5.00078, 0, 0
172	 -4.99871, 0, 0	 5.00078, 0, 0
173	 -4.99871, 0, 0	 5.00079, 0, 0
174	 -4.99872, 0, 0	 5.00079, 0, 0
175	 -4.99872, 0, 0	 5.00079, 0, 0
176	 -4.99872, 0, 0	 5.00079, 0, 0
177	 -4.99873, 0, 0	 5.0008, 0, 0
178	 -4.99873, 0, 0	 5.0008, 0, 0
179	 -4.99873, 0, 0	 5.0008, 0, 0
180	 -4.99873, 0, 0	 5.0008, 0, 0
