0	 -4.5, 0, 0	 4.5, 0, 0
1	 -4.50424, 0, 0	 4.50421, 0, 0
2	 -4.6841, 0, 0	 4.6851, 0, 0
3	 -4.78107, 0, 0	 4.78253, 0, 0
4	 -4.83927, 0, 0	 4.84095, 0, 0
5	 -4.87691, 0, 0	 4.87872, 0, 0
6	 -4.90265, 0, 0	 4.90454, 0, 0
7	 -4.92103, 0, 0	 4.92297, 0, 0
8	 -4.93461, 0, 0	 4.93658, 0, 0
9	 -4.94492, 0, 0	 4.94692, 0, 0
10	 -4.95294, 0, 0	 4.95495, 0, 0
11	 -4.9593, 0, 0	 4.96132, 0, 0
12	 -4.96443, 0, 0	 4.96646, 0, 0
13	 -4.96862, 0, 0	 4.97066, 0, 0
14	 -4.97209, 0, 0	 4.97413, 0, 0
15	 -4.975, 0, 0	 4.97705, 0, 0
16	 -4.97746, 0, 0	 4.97951, 0, 0
17	 -4.97956, 0, 0	 4.98162, 0, 0
18	 -4.98137, 0, 0	 4.98342, 0, 0
19	 -4.98293, 0, 0	 4.98499, 0, 0
20	 -4.9843, 0, 0	 4.98636, 0, 0
21	 -4.9855, 0, 0	 4.98756, 0, 0
22	 -4.98655, 0, 0	 4.98862, 0, 0
23	 -4.98749, 0, 0	 4.98956, 0, 0
24	 -4.98833, 0, 0	 4.99039, 0, 0
25	 -4.98907, 0, 0	 4.99114, 0, 0
26	 -4.98975, 0, 0	 4.99181, 0, 0
27	 -4.99035, 0, 0	 4.99242, 0, 0
28	 -4.9909, 0, 0	 4.99296, 0, 0
29	 -4.99139, 0, 0	 4.99346, 0, 0
30	 -4.99185, 0, 0	 4.99391, 0, 0
31	 -4.99226, 0, 0	 4.99433, 0, 0
32	 -4.99264, 0, 0	 4.99471, 0, 0
33	 -4.99298, 0, 0	 4.99505, 0, 0
34	 -4.9933, 0, 0	 4.99537, 0, 0
35	 -4.9936, 0, 0	 4.99567, 0, 0
36	 -4.99387, 0, 0	 4.99594, 0, 0
37	 -4.99412, 0, 0	 4.99619, 0, 0
38	 -4.99436, 0, 0	 4.99642, 0, 0
39	 -4.99457, 0, 0	 4.99664, 0, 0
40	 -4.99477, 0, 0	 4.99684, 0, 0
41	 -4.99496, 0, 0	 4.99703, 0, 0
42	 -4.99514, 0, 0	 4.99721, 0, 0
43	 -4.9953, 0, 0	 4.99737, 0, 0
44	 -4.99546, 0, 0	 4.99753, 0, 0
45	 -4.9956, 0, 0	 4.99767, 0, 0
46	 -4.99574, 0, 0	 4.99781, 0, 0
47	 -4.99587, 0, 0	 4.99794, 0, 0
48	 -4.99599, 0, 0	 4.99806, 0, 0
49	 -4.9961, 0, 0	 4.99817, 0, 0
50	 -4.99621, 0, 0	 4.99828, 0, 0
51	 -4.99631, 0, 0	 4.99838, 0, 0
52	 -4.9964, 0, 0	 4.99847, 0, 0
53	 -4.99649, 0, 0	 4.99856, 0, 0
54	 -4.99658, 0, 0	 4.99865, 0, 0
55	 -4.99666, 0, 0	 4.99873, 0, 0
56	 -4.99674, 0, 0	 4.99881, 0, 0
57	 -4.99681, 0, 0	 4.99888, 0, 0
58	 -4.99688, 0, 0	 4.99895, 0, 0
59	 -4.99695, 0, 0	 4.99902, 0, 0
60	 -4.99701, 0, 0	 4.99908, 0, 0
61	 -4.99707, 0, 0	 4.99914, 0, 0
62	 -4.99713, 0, 0	 4.9992, 0, 0
63	 -4.99719, 0, 0	 4.99926, 0, 0
64	 -4.99724, 0, 0	 4.99931, 0, 0
65	 -4.99729, 0, 0	 4.99936, 0, 0
66	 -4.99734, 0, 0	 4.99941, 0, 0
67	 -4.99738, 0, 0	 4.99945, 0, 0
68	 -4.99743, 0, 0	 4.9995, 0, 0
69	 -4.99747, 0, 0	 4.99954, 0, 0
70	 -4.99751, 0, 0	 4.99958, 0, 0
71	 -4.99755, 0, 0	 4.99962, 0, 0
72	 -4.99759, 0, 0	 4.99966, 0, 0
73	 -4.99762, 0, 0	 4.99969, 0, 0
74	 -4.99766, 0, 0	 4.99973, 0, 0
75	 -4.99769, 0, 0	 4.99976, 0, 0
76	 -4.99772, 0, 0	 4.99979, 0, 0
77	 -4.99775, 0, 0	 4.99982, 0, 0
78	 -4.99778, 0, 0	 4.99985, 0, 0
79	 -4.99781, 0, 0	 4.99988, 0, 0
80	 -4.99784, 0, 0	 4.99991, 0, 0
81	 -4.99787, 0, 0	 4.99994, 0, 0
82	 -4.99789, 0, 0	 4.99996, 0, 0
83	 -4.99792, 0, 0	 4.99999, 0, 0
84	 -4.99794, 0, 0	 5.00001, 0, 0
85	 -4.99796, 0, 0	 5.00004, 0, 0
86	 -4.99799, 0, 0	 5.00006, 0, 0
87	 -4.99801, 0, 0	 5.00008, 0, 0
88	 -4.99803, 0, 0	 5.0001, 0, 0
