tool,run_id,dx_um,uptake_rate_per_min,dt_diffusion_min,total_volume_um3,nuclear_volume_um3,time_min,average_uM,origin_center_uM,center_uM,cell_voxel_average_uM
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,0.0,10.0,10.0,10.0,10.0
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,0.1,9.990678570169415,9.351864235992984,9.390600098726143,9.719311925401506
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,0.2,9.981865431699292,9.045804709030643,9.090657394817775,9.523964390175133
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,0.3,9.973256580089588,8.883486197664523,8.930209177418432,9.401137061177867
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,0.4,9.964883539312737,8.780775467374113,8.82823807166929,9.316297929436244
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,0.5,9.956829677785361,8.70882805763064,8.756619086650076,9.25364796407789
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,0.6,9.94917942953002,8.655015324972492,8.70295692460437,9.205118370387938
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,0.7,9.941995669890161,8.612895713948435,8.660901832635899,9.166181939421053
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,0.8,9.935314527859122,8.578822211735375,8.626847912551742,9.134104802561403
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,0.9,9.929148429199792,8.550568503413333,8.598589065472094,9.107138743123098
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,1.0,9.92349173665053,8.526695853801975,8.574697243075555,9.084113359769736
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,1.1,9.918326348508058,8.506231459836256,8.554205643650036,9.064214523167522
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,1.2,9.913626312214154,8.488492268297845,8.53643476723627,9.046856767586908
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,1.3,9.909361291881927,8.47298265827899,8.520891196722909,9.031606295836156
PhysiCell,dx_5um__uptake_12044__dtdiff_0p01min__volume_523um3,5.0,12044,0.01,523.0,52.300000000000004,1.4,9.905499027455132,8.459332246976539,8.5072059701365,9.018132783207179
