time_min,average_uM,center_lower_voxel_uM,center_upper_voxel_uM,center_corner_mean_uM,center_trilinear_uM,center_spherical_average_uM,center_gaussian_uM
0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.000000000000002
0.1,9.98992663135453,9.999999999999995,9.45603809314464,9.728019046572317,9.728019046572317,9.728019046572317,9.904541138086527
0.2,9.980517029498394,9.963738046550764,9.116611151590522,9.540174599070642,9.540174599070642,9.540174599070642,9.83058033362225
0.3,9.971836802119972,9.915698967795663,8.895513528614773,9.405606248205219,9.405606248205219,9.405606248205219,9.77188637453967
0.4,9.963918036252007,9.866539624606624,8.74536957761326,9.305954601109944,9.305954601109942,9.305954601109944,9.724389880526491
0.5,9.956761007440411,9.82059653154644,8.639346372506878,9.229971452026659,9.229971452026659,9.229971452026659,9.685346571308871
0.6,9.950341386594756,9.779345915014604,8.561775016443852,9.170560465729228,9.170560465729228,9.170560465729228,9.652847991649102
0.7,9.944618152181906,9.743005818563585,8.503220075939934,9.12311294725176,9.12311294725176,9.12311294725176,9.62552773803481
0.8,9.939540386288318,9.711276592297105,8.457821917893476,9.084549255095293,9.08454925509529,9.084549255095293,9.602380524587002
0.9,9.935052479201818,9.683678894354578,8.421827987362862,9.052753440858721,9.052753440858721,9.052753440858721,9.58264799741652
1.0,9.931097825352758,9.659703166601465,8.3927608252768,9.026231995939135,9.026231995939135,9.026231995939135,9.565744970625431
1.1,9.927621282710541,9.63887119417711,8.36893517881297,9.003903186495041,9.003903186495041,9.003903186495041,9.55121069149763
1.2,9.924570694674168,9.620757321834697,8.349170978396227,8.984964150115463,8.984964150115463,8.984964150115463,9.538675932800887
1.3,9.921897737332342,9.604991830958943,8.332618724557488,8.968805277758214,8.968805277758216,8.968805277758214,9.527840294013691
1.4,9.919558301221686,9.59125704192753,8.31865082130224,8.954953931614885,8.954953931614885,8.954953931614885,9.518456213153302
1.5,9.91751256461371,9.579280999542174,8.30679242818292,8.943036713862547,8.943036713862547,8.943036713862547,9.51031747051198
1.6,9.915724871703803,9.568830877278415,8.296676484141175,8.932753680709794,8.932753680709792,8.932753680709794,9.503250752877817
1.7,9.914163495095597,9.559706952408348,8.288013811422214,8.923860381915281,8.923860381915283,8.923860381915281,9.4971093397919
1.8,9.912800336688916,9.55173741451011,8.280572809796272,8.916155112153191,8.91615511215319,8.916155112153191,9.49176828714772
1.9,9.911610602837577,9.54477401368346,8.274165365341863,8.909469689512662,8.909469689512662,8.909469689512662,9.487120686139617
2.0,9.910572476790076,9.538688456213398,8.268636861549416,8.903662658881409,8.903662658881407,8.903662658881409,9.483074708345892
2.1,9.909666802548783,9.533369428917329,8.263858948800273,8.8986141888588,8.898614188858803,8.8986141888588,9.479551235840749
2.2,9.908876788267612,9.528720137665644,8.259724203132778,8.894222170399212,8.89422217039921,8.894222170399212,9.476481934417748
2.3,9.90818773331264,9.524656261031854,8.25614210327029,8.890399182151071,8.890399182151073,8.890399182151071,9.473807668245488
2.4,9.907586780519113,9.521104237833283,8.253035944753249,8.887070091293268,8.887070091293268,8.887070091293268,9.471477181957253
2.5,9.907062693550028,9.517999823773772,8.250340432690717,8.884170128232245,8.884170128232245,8.884170128232245,9.469445995449723
2.6,9.906605658284045,9.515286866251119,8.247999775007733,8.881643320629426,8.881643320629427,8.881643320629426,9.467675470254207
2.7,9.906207106616366,9.512916257499516,8.245966151430897,8.879441204465207,8.879441204465207,8.879441204465207,9.466132016049853
2.8,9.905859560795495,9.510845034900033,8.244198469380771,8.877521752140403,8.877521752140405,8.877521752140403,9.464786412917743
2.9,9.905556496339164,9.50903560394177,8.242661342461657,8.875848473201714,8.875848473201716,8.875848473201714,9.463613230099803
3.0,9.905292221604721,9.5074550643806,8.241324244214708,8.874389654297655,8.874389654297655,8.874389654297655,9.462590325879082
3.1,9.90506177218712,9.506074623991797,8.240160801721979,8.873117712856889,8.873117712856887,8.873117712856889,9.46169841611621
3.2,9.904860818450636,9.504869087247203,8.239148202145927,8.872008644696567,8.872008644696566,8.872008644696567,9.460920701221811
3.3,9.904685584649103,9.503816408499574,8.238266691436161,8.871041549967869,8.87104154996787,8.871041549967869,9.460242543097985
3.4,9.904532778241164,9.50289730100313,8.23749914895006,8.870198224976596,8.870198224976596,8.870198224976596,9.459651184971472
3.5,9.904399528154688,9.502094894470597,8.236830725100388,8.869462809785492,8.869462809785492,8.869462809785492,9.45913550815731
3.6,9.904283330893215,9.501394434959748,8.236248531689892,8.868821483324819,8.868821483324819,8.868821483324819,9.458685820699746
3.7,9.904182003505337,9.50078302176655,8.235741376547882,8.868262199157215,8.868262199157217,8.868262199157215,9.458293673583965
3.8,9.904093642554228,9.500249376728092,8.235299535604474,8.867774456166284,8.867774456166284,8.867774456166284,9.457951700832579
3.9,9.904016588328949,9.49978364194362,8.234914556736452,8.867349099340036,8.867349099340037,8.867349099340036,9.457653480320404
4.0,9.903949393632487,9.499377202432626,8.234579090673794,8.866978146553208,8.86697814655321,8.866978146553208,9.457393412579586
4.1,9.903890796564063,9.499022530684659,8.23428674502543,8.866654637855046,8.866654637855044,8.866654637855046,9.45716661523934
4.2,9.903839696786276,9.498713050430785,8.234031958108838,8.866372504269812,8.866372504269812,8.866372504269812,9.456968831062047
4.3,9.90379513483193,9.498443017291924,8.233809889781504,8.866126453536713,8.866126453536713,8.866126453536713,9.456796347809533
4.4,9.903756274061738,9.498207414243142,8.233616326896986,8.865911870570063,8.865911870570063,8.865911870570063,9.456645928407262
4.5,9.903722384933625,9.498001860081457,8.233447601361378,8.865724730721418,8.865724730721416,8.865724730721418,9.456514750075579
4.6,9.903692831287499,9.497822529302905,8.233300519061778,8.86556152418234,8.86556152418234,8.86556152418234,9.456400351271489
4.7,9.90366705838733,9.497666081986669,8.233172298186966,8.865419190086818,8.865419190086818,8.865419190086818,9.456300585434942
4.8,9.903644582495236,9.497529602453145,8.233060515670735,8.865295059061939,8.865295059061939,8.865295059061939,9.456213580664418
4.9,9.903624981781293,9.497410545611977,8.232963060666377,8.865186803139178,8.865186803139178,8.865186803139178,9.45613770455978
5.0,9.903607888397776,9.497306690047518,8.232878094112657,8.865092392080086,8.865092392080086,8.865092392080086,9.456071533568974
5.1,9.903592981568647,9.497216097005047,8.232804013580825,8.865010055292936,8.865010055292935,8.865010055292936,9.45601382626058
5.2,9.903579981564114,9.497137074543222,8.23273942270306,8.864938248623142,8.864938248623142,8.864938248623142,9.455963500018756
5.3,9.903568644446848,9.49706814620819,8.232683104577585,8.864875625392887,8.864875625392889,8.864875625392887,9.455919610721823
5.4,9.903558757490948,9.497008023664007,8.232633998627263,8.864821011145633,8.864821011145635,8.864821011145633,9.455881335022145
5.5,9.903550135187517,9.496955582783722,8.232591180458575,8.864773381621148,8.864773381621148,8.864773381621148,9.455847954894065
5.6,9.903542615761575,9.496909842766739,8.232553844328462,8.8647318435476,8.8647318435476,8.8647318435476,9.455818844159362
5.7,9.903536058134945,9.496869947902002,8.232521287878479,8.864695617890241,8.864695617890241,8.864695617890241,9.455793456737068
5.8,9.90353033927787,9.496835151643785,8.23249289884099,8.864664025242387,8.864664025242385,8.864664025242387,9.45577131639679
5.9,9.903525351899642,9.496804802708496,8.232468143460869,8.864636473084683,8.864636473084683,8.864636473084683,9.455752007823166
6.0,9.903521002434793,9.496778332937268,8.232446556410055,8.864612444673662,8.86461244467366,8.864612444673662,9.45573516882353
6.1,9.903517209287047,9.496755246701104,8.232427732001419,8.86459148935126,8.864591489351263,8.86459148935126,9.455720483532556
6.2,9.903513901297961,9.496735111653337,8.23241131653375,8.864573214093543,8.864573214093543,8.864573214093543,9.455707676486249
6.3,9.903511016411565,9.496717550658742,8.232397001621612,8.864557276140175,8.864557276140177,8.864557276140175,9.455696507454057
6.4,9.903508500509858,9.496702234750071,8.232384518382817,8.864543376566445,8.864543376566443,8.864543376566445,9.455686766932086
6.5,9.903506306397311,9.49668887698162,8.232373632372923,8.86453125467727,8.864531254677269,8.86453125467727,9.45567827221284
6.6,9.903504392915307,9.496677227065934,8.232364139170388,8.86452068311816,8.864520683118158,8.86452068311816,9.455670863957717
6.7,9.903502724169877,9.496667066694078,8.232355860528594,8.864511463611336,8.864511463611336,8.864511463611336,9.455664403207946
6.8,9.90350126885824,9.496658205452604,8.232348641021746,8.864503423237176,8.864503423237174,8.864503423237176,9.455658768777887
6.9,9.903499999681516,9.496650477261216,8.23234234512111,8.864496411191164,8.864496411191164,8.864496411191164,9.455653854981717
7.0,9.903498892832554,9.496643737264932,8.232336854646292,8.864490295955614,8.864490295955616,8.864490295955614,9.455649569650959
7.1,9.903497927549292,9.496637859122796,8.232332066543313,8.864484962833053,8.864484962833053,8.864484962833053,9.455645832405542
7.2,9.903497085725247,9.496632732642645,8.232327890947534,8.864480311795091,8.864480311795091,8.864480311795091,9.455642573146031
7.3,9.903496351569848,9.496628261717827,8.232324249494852,8.86447625560634,8.86447625560634,8.86447625560634,9.455639730738714
7.4,9.903495711312189,9.49662436252734,8.232321073849295,8.864472718188317,8.864472718188317,8.864472718188317,9.455637251868852
7.5,9.903495152942716,9.49662096196584,8.232318304419273,8.864469633192556,8.864469633192556,8.864469633192556,9.455635090040637
7.6,9.903494665987928,9.496617996274159,8.232315889238237,8.864466942756197,8.864466942756197,8.864466942756197,9.455633204705034
7.7,9.903494241313902,9.496615409844765,8.232313782988738,8.864464596416752,8.864464596416752,8.864464596416752,9.455631560499183
7.8,9.90349387095497,9.496613154179816,8.232311946151436,8.864462550165626,8.864462550165625,8.864462550165626,9.455630126583092
7.9,9.903493547964265,9.496611186982356,8.232310344263091,8.864460765622724,8.864460765622724,8.864460765622724,9.455628876061159
8.0,9.903493266283444,9.49660947136363,8.232308947269525,8.864459209316578,8.864459209316578,8.864459209316578,9.45562778547769
8.1,9.903493020629021,9.496607975151708,8.232307728961464,8.864457852056585,8.864457852056585,8.864457852056585,9.455626834376927
8.2,9.903492806393269,9.496606670288442,8.232306666482524,8.864456668385483,8.864456668385484,8.864456668385483,9.455626004919372
8.3,9.90349261955779,9.496605532303542,8.232305739900248,8.864455636101896,8.864455636101896,8.864455636101896,9.45562528154716
8.4,9.903492456618135,9.496604539855833,8.232304931831981,8.864454735843905,8.864454735843905,8.864454735843905,9.455624650692245
8.5,9.903492314518072,9.496603674333166,8.23230422711865,8.864453950725908,8.864453950725908,8.864453950725908,9.4556241005219
8.6,9.903492190592255,9.496602919503491,8.232303612540317,8.864453266021904,8.864453266021904,8.864453266021904,9.45562362071679
8.7,9.903492082516241,9.496602261210514,8.232303076568067,8.864452668889292,8.864452668889292,8.864452668889292,9.455623202277382
8.8,9.90349198826287,9.49660168710828,8.232302609147704,8.864452148127992,8.864452148127993,8.864452148127992,9.455622837355168
8.9,9.903491906064255,9.496601186429668,8.232302201511077,8.864451693970373,8.864451693970372,8.864451693970373,9.455622519105454
9.0,9.90349183437863,9.496600749784513,8.232301846011582,8.864451297898048,8.864451297898047,8.864451297898048,9.455622241558947
9.1,9.903491771861399,9.496600368983513,8.232301535980689,8.864450952482102,8.864450952482102,8.864450952482102,9.45562199950983
9.2,9.90349171733995,9.496600036884677,8.232301265602823,8.86445065124375,8.86445065124375,8.86445065124375,9.455621788418084
9.3,9.903491669791645,9.496599747259388,8.232301029806264,8.864450388532827,8.864450388532825,8.864450388532827,9.455621604324351
9.4,9.903491628324636,9.496599494675591,8.232300824167998,8.864450159421795,8.864450159421795,8.864450159421795,9.45562144377566
9.5,9.903491592161139,9.496599274395942,8.232300644830742,8.864449959613342,8.864449959613342,8.864449959613342,9.455621303760667
9.6,9.90349156062285,9.496599082288958,8.232300488430562,8.864449785359762,8.864449785359762,8.864449785359762,9.455621181653179
9.7,9.903491533118219,9.496598914751528,8.232300352033795,8.864449633392663,8.864449633392663,8.864449633392663,9.455621075162872
9.8,9.903491509131351,9.496598768641363,8.232300233082002,8.864449500861683,8.864449500861681,8.864449500861683,9.455620982292357
9.9,9.903491488212332,9.496598641218029,8.23230012934397,8.864449385281,8.864449385280999,8.864449385281,9.455620901299701
10.0,9.903491469968797,9.496598530091582,8.232300038873866,8.864449284482724,8.864449284482724,8.864449284482724,9.455620830665762
