time_min,average_uM,center_lower_voxel_uM,center_upper_voxel_uM,center_corner_mean_uM,center_trilinear_uM,center_spherical_average_uM,center_gaussian_uM
0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.1,9.998915145838156,9.999999999999998,9.999999999999993,9.999999999999993,9.999999999999993,9.999999999999993,9.92368280955626
0.2,9.997842233828845,9.938878352757275,9.923034722036803,9.930285051821967,9.930285051821967,9.930285051821967,9.856956347565685
0.3,9.996775843732587,9.904539182466724,9.886509162728624,9.894862290755142,9.894862290755142,9.894862290755142,9.823162376524872
0.4,9.995718840468893,9.883895901972398,9.865126648783445,9.873853531048397,9.873853531048397,9.873853531048397,9.80285209204507
0.5,9.994675798646876,9.869988461774062,9.85086771354181,9.859772364779948,9.859772364779946,9.859772364779948,9.78914300493459
0.6,9.993651842256218,9.859875030647475,9.840558565145813,9.849562277603603,9.849562277603603,9.849562277603603,9.779161279493337
0.7,9.992651937942433,9.852120151336955,9.832683380577782,9.841748053198168,9.841748053198168,9.841748053198168,9.77150079936644
0.8,9.991680461369347,9.84593916031205,9.826423121806926,9.835528015733633,9.835528015733631,9.835528015733633,9.765391218676537
0.9,9.990740979905054,9.840865689243195,9.821294641604812,9.830427491847047,9.830427491847045,9.830427491847047,9.76037396212904
1.0,9.989836190115419,9.836604314025886,9.816993526862642,9.826146608518304,9.826146608518304,9.826146608518304,9.756158213412236
1.1,9.988967952908316,9.832958335901926,9.81331791323504,9.822486111007166,9.822486111007166,9.822486111007166,9.752550178760726
1.2,9.988137381800389,9.829791476550705,9.810128384970048,9.819308169127888,9.819308169127886,9.819308169127888,9.749415506356467
1.3,9.987344953677937,9.827006219212134,9.807325431489424,9.816514280371328,9.816514280371326,9.816514280371328,9.746658009480647
1.4,9.986590623027007,9.824530895923775,9.804836068543569,9.814032126339896,9.814032126339894,9.814032126339896,9.744206968400443
1.5,9.985873929011573,9.822311638783082,9.802605530108028,9.811807395579663,9.811807395579663,9.811807395579663,9.742009208889927
1.6,9.98519409031908,9.820307170221463,9.800591907661941,9.809798499096754,9.809798499096754,9.809798499096754,9.740023971533478
1.7,9.984550086077295,9.818485320855943,9.798762576749835,9.807973043021928,9.807973043021928,9.807973043021928,9.738219480674
1.8,9.98394072305719,9.816820637396663,9.797091747901879,9.80630540831896,9.806305408318957,9.80630540831896,9.736570586530021
1.9,9.9833646903463,9.815292700478683,9.795558747899667,9.804775050529294,9.804775050529294,9.804775050529294,9.735057106626563
2.0,9.982820603079265,9.813884917836223,9.794146788916434,9.803365281063293,9.803365281063291,9.803365281063293,9.73366263566584
2.1,9.982307036891237,9.8125836435529,9.792842071626938,9.802062378474243,9.802062378474243,9.802062378474243,9.732373676841952
2.2,9.981822554669174,9.811377525770279,9.791633121861473,9.80085493070696,9.800854930706961,9.80085493070696,9.731178998419177
2.3,9.981365727007129,9.810257017431532,9.790510293637434,9.799733342034447,9.799733342034447,9.799733342034447,9.730069151088717
2.4,9.980935147576679,9.809214005244133,9.789465392646083,9.798689459318975,9.798689459318974,9.798689459318975,9.729036101917826
2.5,9.980529444431305,9.808241525559126,9.788491388176295,9.797716285940858,9.79771628594086,9.797716285940858,9.728072954022716
2.6,9.980147288087343,9.807333544922972,9.787582190760391,9.796807760918032,9.796807760918032,9.796807760918032,9.727173730026898
2.7,9.979787397069904,9.806484789252847,9.786732479178493,9.79595858701177,9.79595858701177,9.79595858701177,9.726333203475631
2.8,9.97944854148092,9.805690609900127,9.78593756487317,9.795164095978084,9.795164095978084,9.795164095978084,9.725546766631947
2.9,9.97912954503689,9.80494687792021,9.785193284946567,9.794420142210814,9.794420142210816,9.794420142210814,9.724810326091479
3.0,9.978829285933713,9.804249900059853,9.784495917149952,9.793723018237657,9.793723018237657,9.793723018237657,9.724120219816928
3.1,9.978546696822368,9.803596351569144,9.783842111901654,9.793069387141108,9.793069387141106,9.793069387141108,9.723473150767031
3.2,9.978280764119932,9.802983222120007,9.783228837564891,9.792456228161441,9.792456228161441,9.792456228161441,9.72286613345386
3.3,9.978030526832242,9.80240777198684,9.782653336104866,9.791880792619422,9.791880792619422,9.791880792619422,9.722296450623878
3.4,9.977795075026652,9.801867496300593,9.782113086910014,9.791340567957068,9.791340567957068,9.791340567957068,9.721761617904884
3.5,9.977573548062484,9.801360095683366,9.781605777065236,9.790833248194122,9.790833248194122,9.790833248194122,9.72125935474979
3.6,9.977365132662738,9.800883451948287,9.78112927674733,9.790356709477773,9.790356709477773,9.790356709477773,9.720787560380565
3.7,9.977169060891324,9.800435607838613,9.780681618705739,9.789908989694293,9.789908989694293,9.789908989694293,9.720344293720713
3.8,9.976984608084983,9.80001475000272,9.780260981016863,9.789488271335117,9.789488271335118,9.789488271335117,9.719927756524216
3.9,9.976811090777106,9.799619194573856,9.77986567247436,9.789092866983072,9.789092866983072,9.789092866983072,9.719536279078582
4.0,9.97664786464124,9.799247374857302,9.779494120112942,9.788721206918837,9.788721206918838,9.788721206918837,9.719168307991477
4.1,9.97649432247482,9.798897830731674,9.779144858468374,9.788371828452476,9.788371828452476,9.788371828452476,9.71882239567298
4.2,9.976349892237806,9.798569199452604,9.778816520258548,9.788043366666528,9.788043366666528,9.788043366666528,9.718497191205879
4.3,9.976214035156632,9.798260207610808,9.778507828234943,9.787734546321415,9.787734546321417,9.787734546321415,9.718191432359149
4.4,9.976086243900218,9.797969664046493,9.778217588004251,9.787444174724005,9.787444174724005,9.787444174724005,9.717903938549156
4.5,9.975966040832331,9.797696453561764,9.777944681659873,9.787171135400046,9.787171135400046,9.787171135400046,9.717633604592063
4.6,9.975852976342448,9.797439531303551,9.777688062094251,9.786914382442214,9.786914382442214,9.786914382442214,9.717379395121515
4.7,9.975746627255756,9.797197917714255,9.777446747887947,9.786672935430367,9.786672935430369,9.786672935430367,9.717140339569958
4.8,9.975646595321798,9.796970693966916,9.777219818690998,9.78644587484014,9.78644587484014,9.78644587484014,9.716915527631185
